,노래제목,가수,가사
293,Together,카더가든,"아침은 늘 그렇듯
조용히 밝아 오고
두 손을 모아 보네
그때 나는 너에게
왜 말하지 못했을까
후회 속에
Oh together
늘 함께였던 그대여
내 모든 순간을
여린 빛으로 감싸주던
Together
선물 같던 나의 연인
수줍던 미소를
다시 한 번만 볼 수 있다면
Together
사람들의 목소리
귀를 기울여 보면
그 속엔 네가 있어
기분 좋게 맑게 갠
겨울 아침거리를
혼자 걷네
Oh together
늘 함께였던 그대여
내 모든 순간을
여린 빛으로 감싸주던
Together
선물 같던 나의 연인
수줍던 미소를
다시 한 번만 볼 수 있다면
Together
가끔 뒤돌아 섰을 때
뭔가 이상하단 생각에
고개를 저었는데
Oh together
나는 그리워해볼게
시간을 기억할게
어쩌면 그때
Oh together
늘 함께였던 그대여
내 모든 순간을
여린 빛으로 감싸주던
Together
선물 같던 나의 연인
수줍던 미소를
다시 한 번만 볼 수 있다면
Together"
294,감촉(Feat.황소윤),김현철,"너의 맘 사이로
나의 숨을 불면
넌 웃으며 간지러워
나의 손길로
너를 만질 때
이제야 모두 말 했어요
차가운 공기를 비웃고
새하얀 이불에 묻으면
잊지 못하는 한밤 중의
감촉
너의 손끝에 맺힌 말들
너의 살결에 닦아내면
따뜻해진 음성 뛰어다니는 아이
뒤덮혀지는 사랑
차가운 공기를 비웃고
새하얀 이불에 묻으면
잊지 못하는 한밤 중의
지나는 모두를 비웃고
따뜻한 널 품에 안고서
이렇게 또 너를 만지면
잊을 수 없는 한밤 중의
감촉
좋다 좋다 좋다"
295,Guys,The 1975,"I was missing the guys
In my rented apartment
You would think I'd have realised
But I didn't for quite sometime
Started wetting my eyes
'Cause I'm soft in that department
Right then I realised
You're the love of my life
The moment that you took my hand
Was the best thing
That ever happened yeah
The moment that we started a band
Was the best thing
That ever happened
And I wish that we could do it again
It was the best thing
That ever happened to me
It was the best thing
That ever happened to me
It was the best thing
That ever happened
I took a zoot outside
In my coat's secret compartment
I hear a song and start to cry
Pretend it's smoke that's in my eye
I don't know why I'm surprised
'Cause we all shared one apartment
Man they were the golden times
They were the best of my life
The moment that you took my hand
Was the best thing
That ever happened yeah
The moment that we started a band
Was the best thing
That ever happened
Oh the first time we went to Japan
Was the best thing
That ever happened
And I wish that we could do it again
You guys are the best thing
That ever happened to me
You guys are the best thing
That ever happened to me
You guys are the best thing
That ever happened
You guys are the best thing
That ever happened to me
You guys are the best thing
That ever happened"
296,이 밤에,Rad Museum,"생각에 갇힌
무한한 공간
강박에 맺힌
불안한 눈동자
방 안을 맴도는
정적의 소리와
창문을 두드리는
빗방울만 남았네

쏟아지는 외로움에
마음이 다 젖었는데
말릴 수조차 없네
이 밤에

돌아가는 세상 속에
나 홀로 서있는데
섞일 수조차 없네
이 밤에

Oh lonely night
No more lonely night
I'm falling down
No more lonely night

서울의 밤은 내 시간을 훔쳐
매일 똑같은 질문들을 던져
지금 행복한지
사랑받고 있는지
정답 없는 문제는
이 밤에 날 찾아와

쏟아지는 외로움에
마음이 다 젖었는데
말릴 수조차 없네
이 밤에

돌아가는 세상 속에
나 홀로 서있는데
섞일 수조차 없네
이 밤에

Oh lonely night
No more lonely night
I'm falling down
No more lonely night

Oh lonely night
No more lonely night
I'm falling down
No more lonely night

No more lonely night"
297,Remember,Sam Ock(샘 옥),"When stars were fallen
When I felt broken
I will remember
You felt the same
When lost in mystery
When lost in wonder
I will remember
You felt the same
When I was lonely
When I was emptied
I will remember
You hurt the same
When I had chosen to love knowing just
What it would cost
I will remember you loved the same
People are broken
But I will love them
And I will remember
You did the same
Through time and distance
Eternity came in the form of a babe
You chose to welcome them into your arms
And I'll do the same
You chose to welcome me into your arms
So I'll do the same"
298,Everything I Know About Love,Laufey,"So enchanting in every way
It's everlasting every day
Sweet obsession, rose bouquets
Oh, it's heaven or so they say

I wouldn't mind
I heard that falling fast is so divine
Are these songs just telling plain old lies?
Cause that's everything I know about love
Everything I know about love

I don't know that much at all
I trip, I fall
Every time I try it's all too much
That's everything I know about love

Captivating angel eyes
Stomach sick with butterflies
When will someone prove to me
That this isn't fantasy

Cause I wouldn't mind
I heard that falling fast is so divine
Are these songs just telling plain old lies?
Cause that's everything I know about love
That's everything I know about love

Oh, I don't know that much at all
I trip, I fall
Every time I try it's all too much
That's everything I know about love

Oh, I don't know that much at all
I trip, I fall
Every time I try it's all too much
That's everything I know about love"
299,angel!,Kamal.,"Angel
Lacing my mind with your poison
You don't even have to save me a seat
You'll know I'll be on my way if it's peak
It's how you take advantage me
Patient
Only God knows I've been patient
I'd do anything to make you complete
Use me up until I'm so obsolete
It's how you take advantage of me
Guess I had to let you know
I can't get you off my mind
I'd be better on my own
Wish you never hit my line
Difficult when we're alone
Typical I say I'm fine
Man I'm really feeling low
Wish you never took my time
Tell me how far you would go
If you really wanna keep me close
You know I'm here when you need me though
Angel
Lacing my mind with your poison
You don't even have to save me a seat
You know I'll be on my way if it's peak
It's how you take advantage of me
Patient (Mmm)
Only God knows I've been patient (Mmm)
I'd do anything to make you complete
Use me up until I'm so obsolete
It's how you take advantage me"
300,Sober,넬(NELL),"아마 괜찮을 거예요
이런 거 처음도 아니고
견딜 수 있을 거예요
늘 항상 그래왔듯이
그래도 그저 작은 바램 하나 있다면
우리를 잊지 말아요
시간이 지나도
가끔은 떠올려줘요
사랑보단 이별에 더 능숙한
우리였지만
그래도
우리를 기억해줘요
아마 힘들긴 하겠죠
원래 이별이라는 게
익숙한데 또 낯설어
마치 지금의 우리처럼
그래도 그저 작은 바램 하나 있다면
우리를 잊지 말아요
시간이 지나도
가끔은 떠올려줘요
사랑보단 이별에 더 능숙한
우리였지만
그래도
우리를 기억해줘요
한땐 서로가 서로의
전부였잖아요
가끔은 떠올려줘요
웃음보단 눈물에 더 익숙한 우리였지만
그래도
우리를 기억해줘요
그래도
우리를 기억해줘요
그래도
우리를 기억해줘요
그래도
한땐 서로가 서로의
전부였었잖아요
그땐 서로의 모든 게
너무 절실했잖아요
분명 서로가 서로의
악몽인 걸 알면서도
매 순간 서로에 취해
잠들었던 거잖아요
우린 서로가 서로의
상처인 걸 알면서도
온몸에 새겨지기를
택한 거였잖아요
그래 언젠간 이렇게
될 거란 것도 알았죠
그저 그게 지금이라는 게
믿기 싫은 것뿐이죠
우리를 기억해줘요
기억해줘요"
302,There,BAADA,"소망이 지치면 잠을 청하고
상상이 낡으면 눈을 감아버렸어
세상속 항해가 고단해
힘없이 오늘을 접어
그래도 내 심장은 뛴다
그래도 또 태양은 내려
누군간 날 부럽다고 말해
누군간 난 행복하다고 말해
하지만 난 외로워 지쳤어
잠 못든 새벽이면 생각해
정말로 환하게 올 아침을
잡아줘 너무 시린 내 손을
이런 나를 데려가줘 그 곳에
따뜻한"
303,Fall again,JK 김동욱,"Keep me safe from pouring rain
Still can feel this pain again
Will you catch my tears in pouring rain
Should i stay or should i leave
And the song will never ends
we were dancing drinking sing to it
Cry me a river i still feel my
Die for me baby wont u be my
I dont want no anybody next to me
Sit in my stage
Sing if u wanna i wont let u cry
I just wanna make u smile
Wanna see that pretty smile of you
I just wanna feel your love again
Never fall again
But it seems like
we've been never survived
Nothing's gonna hurt me not again
But it comes again
Can i feel this love till the end of all time
A million colours of your love
My eyes are whispering the dark
Tryna find you in this light of love
Paint inside me yellow black
And I will be your sunflower
So we can never fall apart again
Cry me a river i still feel my
Die for you baby wont u be my
I dont want no anybody next to me
Sit in my stage
Sing if u wanna i wont let u cry
I just wanna make u smile
Wanna see that pretty smile of you
I just wanna feel your love again
Never fall again
But it seems like
we've been never survive
Nothing's gonna hurt me not again
But it comes again
Can i feel this love till the end of all time
Nah na na na  nah na na na
I just wanna feel your love again
Never fall again
But it seems like
we've been never survive
Nothing's gonna hurt me not again
But it comes again
Can i feel this love
till the end of all time
I just wanna love again
Never fall again
But it seems like
we've been never survive
Nevermind me im alone again
But i feel the same
Can i miss you more
till the end of all time
Nah na na na nah na na na"
305,여름비,리희(Ryhee),"그댈 못 보낸 마음이
가슴에 깊이 남아서
나 하루라도
편히 숨 쉴수 있기를
애써 기도해
언제까지 아파하고
그리워해야하니
보낸 메세지에
사라지지 않는 1을 본다
잊어볼께 노력해볼께
우연히 너를 만난다면
그땐 웃을 수 있게
눈물이 흘러도 삼키고 노력할게
그래 나 아직까지도
너를 지울 수 없었나봐
네가 그리워
시간이 지나면 괜찮다고
나를 위로해봐도
네 목소리 너의 향기까지
지울 수 없어 난
잊어볼께 노력해볼께
우연히 너를 만난다면
그땐 웃을 수 있게
눈물이 흘러도 삼키고 노력할게
그래 나 아직까지도
너를 지울 수 없었나봐
네가 그리워
아니란 걸 알지만 그만해야 하지만
왜 아직 난 너를 잊을 수 없을까
들리지 않는 볼 수도 없는
네 모든것이 흐려만가
아직 날 힘들게 해
여름비 흘러내리던
우리 이별한 그 날 이후
이젠 웃을 수 있게
눈물이 흘러도 삼키고 지워갈게
그래 나 아직까지도
아프고 또 아파왔지만
이젠 잊을게 안녕"
306,I Could Die,laye,"I’m so sick of my life
I could die anytime
Same old shit
Lows and highs
I could die anytime
But I wanna feel something


First things first
Put these bitches in a hearse
I’m in my bag and I don't know what you've heard
But I, I don't need any fakeness
What’s my middle name bitch
One more tick, check it off my bucket list
Might fuck Brad Pitt Just for the thrill of it
Cause I, I’m always down to fantasize


Anything to get it off my mind


I’m so sick of my life
I could die anytime
Same old shit
Lows and highs
I could die anytime
But I wanna feel something


Grown ass men tryna tell me what to do
I’m a grown-ass girl and I ain't gotta prove
It to ya
I know they don't like it when I’m vocal
Antisocial
I’m tired of being broke
I’m tired of being lonely
Tired of coming home
Feeling like I'm slowly dying
And I don’t wanna waste my time


Anything to get it off my mind

I’m so sick of my life
I could die anytime
Same old shit
Lows and highs
I could die anytime
But I wanna feel something

[laugh]


I’m so sick of my life
I could die anytime
Same old shit
Lows and highs
I could die anytime
But I wanna feel something"
310,Echo,Mokita,"Lying flat and motionless
The same problems, more or less
A long list that's meaningless

Too much and not enough
I turned fortune into dust
Built walls around my love, around my love

Is it safe to come out?
Is there hope for me now?
Cause I'm stumbling out
Through a sea of stones
Like a fistful of sand
Felt it slip through my hands
My desperate demands echo, echo, echo...
Echo, echo, echo...

Long gone, my innocence
These thoughts in dissonance
I don't see the evidence

Stack up these failed attempts
I can't stay indifferent
I can't stay here any longer

Is it safe to come out?
Is there hope for me now?
Cause I'm stumbling out
Through a sea of stones
Like a fistful of sand
Felt it slip through my hands
My desperate demands echo, echo, echo...
Echo, echo, echo...
Echo, echo, echo...

Is it safe to come out?
Is there hope for me now?
Cause I'm stumbling out
Through a sea of stones
Like a fistful of sand
Felt it slip through my hands
My desperate demands echo, echo...
Is it safe to come out?
Is there hope for me now?
Cause I'm stumbling out
Through a sea of stones
Like a fistful of sand
Felt it slip through my hands
My desperate demands echo, echo, echo...
Echo, echo, echo...
Echo, echo, echo..."
311,The Use In Trying,Alessia Cara(알레시아 카라),"Ooh ooh ooh ooh ooh
Ooh ooh ooh ooh ooh
Just a jump away from where you wanna go
But you're too afraid of doin' it alone
So gettin' halfway there is
All you've ever known
I've been down that road
Mm hmm mm hmm
Every day is like you're playing in
A different game that you can never win
(Alone)
Hold your head up
You'll find your way home
You won't get what you give sometimes
When the dust done settles
And the smoke all clears up
There's pieces of yourself you're gonna find
Maybe that's the use in trying
Ah ah ha (Maybe that's the use)
Ah ah ha (Maybe that's the use)
There's pieces of yourself you're gonna find
Maybe that's the use in trying
Ah ah ha (Maybe that's the use)
Ah ah ha (Maybe that's the use)
There's pieces of yourself you're gonna find
Maybe that's the use in trying
Just a search away from what you wanna find
But diggin' through the dirt won't
Get you diamonds every time
Seein' the sun's a good enough reason
To get through the night
So close your heavy eyes
Oh oh oh oh oh oh
And every day is like a figure eight
Too impossible to navigate
(Alone)
Hold your head up
You'll find your way home
You won't get what you give sometimes
When the dust done settles
And the smoke all clears up
There's pieces of yourself you're gonna find
Maybe that's the use in trying
Ah ah ha (Maybe that's the use)
Ah ah ha (Maybe that's the use)
There's pieces of yourself you're gonna find
Maybe that's the use in trying
Ah ah ha (Maybe that's the use)
Ah ah ha (Maybe that's the use)
There's pieces of yourself you're gonna find
Maybe that's the use in trying
Ooh ooh ooh ooh ooh
Ooh ooh ooh ooh ooh
Maybe that's the use in trying"
314,그리운 마음,섬의 편지CONNECT 아티스트,"그리운 마음 한 줄의 시가 되어
그리운 마음 늦은 저녁 산책이 되어
그대에게 닿기를 그대에게 닿기를
그리운 마음 내 그리운 마음
그리운 마음 일렁이는 파도 되어
그리운 마음 붉게 물든 노을 되어
그대에게 닿기를 그대에게 닿기를
그리운 마음 내 그리운 마음
그대에게 닿기를 그대에게 닿기를
그리운 마음 내 그리운 마음
그리운 마음 한 줄의 시가 되어"
315,이별이란 어느 별에 (Sleepless Night Ver.),HYNN(박혜원),"한참 앓고 난 뒤엔
모든 게 낯설게만 보여
텅 빈 방 안 가득한
견디기 힘든 정적에 숨막혀와
뒤엉킨 나의 나날들
내가 알던 세상 무너져 내린 뒤로
남겨진 건 차가운 공기와
창백히 야윈
거울 속에 비친 내 모습
무감각한 표정 뿐
사랑에 끝내 닿지 못한 우린
이별이란 어느 별에 내던져졌고
다시 처음으로 돌아가려 발버둥 쳐봐도
깊고 푸른 어둠 속을 헤매일 뿐야
이별이란 어느 별에
이렇게나 힘들 줄 몰랐어
헛된 사랑을
꿈꾼 죄가 이렇게 큰 줄
까맣게 난 몰랐어
사랑에 끝내 닿지 못한 우린
이별이란 어느 별에 내던져졌고
다시 처음으로 돌아가려 발버둥 쳐봐도
깊고 푸른 어둠 속을 헤매일 뿐야
이별이란 어느 별에
We are falling now
We are falling now
We are falling now
We are falling now
이별이란 어느 별에"
316,하우 (夏雨;여름비),신진주 (JIN JU),"저 구름이 그댈 데려오는가 봐요
요란하게 떨어지는 아련한 추억들

온 거리에 퍼진 익숙한 비 냄새에
한동안 잊고 살았던 기억이 떠올라

그동안 참았던 눈물들이
비처럼 자꾸 흘러내리네

비 오는 날에 떠나버린 그대라서
비가 올 때면 너무나 그리워

비가 내리면 그대 내게 데려와
내 맘이 소란스러워져

비가 내리면 그대도 내려와
자꾸만 날 슬프게 하네

여름비가 내리면

새카맣게 흐린 내 맘을 흐린 내 맘을 알까요
먹구름 가득한 하늘 마치 내 맘 같아요

차가워진 하늘 수많은 빗물들이
그대가 떠나 버렸던 그날만 같아요

그동안 참았던 눈물들이
비처럼 자꾸 흘러내리네

비 오는 날에 떠나버린 그대라서
비가 올 때면 너무나 그리워

비가 내리면 그대 내게 데려와
내 맘이 소란스러워져

비가 내리면 그대도 내려와
자꾸만 날 슬프게 하네

여름비가 내리면

비가 내리면 그대도 내려와
자꾸만 날 슬프게 하네

여름비가 내리면"
318,Behind the Clouds,Yaeow,"You might think I've got it all figured out
But I'm as lost as you
And yeah I try to work on all my problems
But I keep on falling down mmm
I been laying all night waiting for your call
Waiting for you coming
Running back to me again
And I've been going crazy looking at the photos
Look back at the past yeah was it all a dream?
Mmm mmm mmm
Mmm mmm mmm
It might be dark outside
But there's a sun behind the clouds
So just hold on a little longer
I promise things gonna be alright
I've been laying all night waiting for your call
Waiting for you coming
Running back to me again
And I been going crazy looking at the photos
Look back at the past yeah was it all a dream?
Yeah I been going crazy looking at the photos
Look back at the past yeah was it all a dream?"
319,I Won't,Etham,"Every night I lose a little sympathy 
and it kills me
All I want is for you to hear me out 
I'm not the enemy
 
Don't you know that we're on the same side
And all of your demons are mine
 
You pick your poison
Let it run deep
You do it infront of me
You don't even see it 
When you can't walk straight
You're pushing my love away
 
When they all leave I'll show
When you give up I won't
 
You say your changing your different now
But you got your hands on the bottle
And you hurt yourself your hurting me 
your hurting everyone around you
Can't you see
 
Don't you know that we're on the same side
And all of your demons are mine
 
You pick your poison
Let it run deep
You do it infront of me
You don't even see it 
When you can't walk straight
You're pushing my love away
 
Cause when they all leave I'll show
When you give up I won't
 
And what hurts the most
You don't even notice
You don't even know
When I come running home
Cause you've lost a friend 
cause you've done it again
 
And when they all leave I'll show
When you give up I won't

Cause you pick your poison
Let it run deep
You do it infront of me
You don't even see it
When you can't walk straight
You're pushing my love away
 
And when they all leave I'll show 
And when you give up I won't"
320,Try,CIL,"You're a victim
Of the life you were given
Secondhand wisdom
Brought your heart at a rhythm
Left in the cold
With nowhere to go
But I'm callin'
Callin' you home
We're one and the same
A heartache in vain
So don't be ashamed
That you ain't found your way
I'm gettin' tired
I know you are too
And if you can't try for you
Then baby try
Try
Try for me
They say your bridge is burned
And you can't fake a smile
But baby try, try, try
Try for me
Love unrequited
Turned into violence
And people get quiet
When you reach for their hand
You say it's no use
They won't try for you
And if you won't try too
Then baby try
Try
Try for me
Your heart is pure
Your head ain't clean
But hold it high for me
Oh baby try
Try
Try for me
They say your bridge is burned
You can't fake a smile
But baby try, try, try
You're torn
To bones and skin
And I can feel you giving in
And if you go
Into the wind
Then I will let it take me too
So if you can't try for you
Then baby try
Try
Try for me
Let's watch the tables turn
Watch you stay a while
And baby try, try, try
Try for me
Oh baby try
Come on
And try, try, try
Try for me"
323,once in a moon,Sarah Kang,"'For the first time I would like my name
Just because of the way you say it
And I would memorize every line and hair
To remember when you aren't there
We would walk along a tree-lined street
With a breeze dancing at our feet
And we would sing a song in harmony
If only you hadn't left me
So I'll think of you once in a moon
When I hear your favorite tune
And someday after a year or two
Maybe then I won't be loving you
I'll think of you once in a moon
When I see someone who looks like you
And someday after a year or two
Maybe then I'll still be loving you
We would say goodbye just to say hello again
And we would get in fights just to get over them
We would be alright
even if things don't stay the same
If only you had stayed
So I'll think of you once in a moon
When I hear your favorite tune
And someday after a year or two
Maybe then I won't be loving you
I'll think of you once in a moon
When I see someone who looks like you
And someday after a year or two
Maybe then I'll still be loving you
What if I had bit my tongue
What if what we had was enough
I guess all my calculations were off
When I thought I would get over you
It doesn't make sense
But I'd do it all again
I'll think of you once in a moon
When I hear your favorite tune
And someday after a year or two
Maybe then I won't be loving you
I'll think of you once in a moon
When I see someone who looks like you
And someday after a year or two
Maybe then I'll still be loving you'"
324,white lies,Katie Gregson-MacLeod,"Lines are growing thin
I'm no longer sleeping in
The shirt you met me in
I don't know if we don't talk
Because I'm in the city
Pretending that I'm busy

[Verse 2]
Meant to come back home yesterday
But I delayed the train to stay alone
Still went to the station
To imagine you in Euston
Smiling like you used to

[Pre-Chorus]
And who knows what I'd say
If you were real today

[Chorus]
Sometimes I tell white lies
Like I will always want you
No matter the rocks above you
And yes, sometimes I tell white lies
Like I don't wanna leave you
I don't want a life without you
But the truth is maybe

[Verse 2]
I do time to time
Picture someone giving me
The version of my life
I imagined first with you
So long before you lost us
God knows that we lost us

[Pre-Chorus]
And who knows what that would've looked like
A world where you didn't keep changing your mind?

[Chorus]
And sometimes I tell white lies
Like I will always want you
No matter the rocks above you
Oh, sometimes I tell white lies
Like I'm gonna up and leave you
And I want a life without you
But the truth is maybe
I don't"
325,Pointless,Lewis Capaldi,"I bring her coffee in the morning
She brings me inner peace
I take her out to fancy restaurants
She takes the sadness out of me
I make her cards on her birthday
She makes me a better man
I take her water when she's thirsty
She takes me as I am

I love it when her mind wanders
And she loves it when I stay at home
I know when she's lost and she knows when I feel alone

From all my airs and graces
To the little things I do
Everything is pointless without you
Of all the dreams I'm chasing
There's only one I choose
Everything is pointless without you

I light the fire when it's cold out
And she lights up the room
I hope that she'll love me forever
She hopes I'll be back soon
I take her out to the movies
She takes away my pain
She is the start of everything
And I'll be there till the end

I love when she laughs for no reason
And her love's the reason I'm here
She knows when I'm hurt and I know when she's feeling scared

From all my airs and graces
To the little things I do
Everything is pointless without you
Of all the dreams I'm chasing
There's only one I choose
Everything is pointless without you

I'll wait for you
I'll wait for you
You'll wait for me too
I'll wait for you
I'll wait for you
You'll wait for me too

From all my airs and graces
To the little things I do
Everything is pointless without you
Of all the dreams I'm chasing
There's only one I choose
Everything is pointless without you
Everything is pointless without you"
326,If You Wanna Love Somebody (Acoustic),Tom Odell(톰 오델)CONNECT 아티스트,"You should look at your reflection
If you wanna see a lie
You're heading in the right direction
If you wanna pick a side
Give me more perfection if you wanna see me cry

Oh if you wanna love somebody
Oh if you wanna love somebody
I'm your guy
I'm your guy

You should get your car a starting
If you wanna be apart
Go to the californian party
If you wanna fuck a star
Or flick back through your memories
If you want a broken heart

Oh if you wanna love somebody
Oh if you wanna love somebody
Oh if you wanna love somebody
I'm all yours
I'm, I'm all yours

Lie, oh lie, oh lie
I'll be waiting
Cry, oh cry, oh cry
And I'll be waiting oh
Til you decide
You wanna be in love

You really shouldn't let me hold you
If you wanna just pretend
You gotta make your kiss a little colder
If it's ever gonna end
Lay your hair upon my shoulder if you just need a friend

Oh if you wanna love somebody
(If you want to love)
Oh if you wanna love somebody
(If you want to love)
Oh if you wanna love somebody
(If you want to)
I'm your man
I'm your man, oh

Lie, oh lie, oh lie
I'll be waiting
Cry, oh cry, oh cry
Yeah I'll be waiting
Til you decide
You wanna be in love

You wanna be back in love
You wanna be back in love
Do you wanna be back in love?
You gotta know that by now
You've gotta know that by now
You've gotta know that by now
You've gotta know that by now
Oh, ooh, oooh, ooooh, oooooh, oooooh"
329,Fix,MARKET,"I sat down and tried
To get you out of my mind
Saw somebody else
To help me find meaning in myself
Ooh I knew you were gone
Ooh I knew you were gone
Tried to fix it on my own
Failed to pick myself off the floor
Tried to fix it on my own
Failed to pick myself off the floor
Ooh I knew you were gone
Ooh I knew you were gone"
330,Taking Back My Heart,Anthony Lazaro,"It would be so easy babe
To come and say I love you and
Pretend that this was all just a bad dream
We would dance a waltz around
Make a big smile right at the camera
Pretend that things are easy as they seem
But there's a crack 
that's running through my heart
I never knew that it was crystal
That our love could be so brittle
But it's looking
Like it's gonna fall apart
And it was so nice baby
But I'm afraid I'm taking back my heart
We never wanted this to end
And it's so hard to understand
When something that you love just disappears
We've been grasping at a shadow
Filled the void by talking louder
Pretended the voice inside was just a fear
But I feel like the curtain is coming down
And I think there's no surprise
Cause we've been knowing it for a while
And I’d wish
we could go back to the start
And it was so nice baby
But I'm afraid I'm taking back my heart
But there's a crack 
that's running through my heart
I never knew that it was crystal
That our love could be so brittle
But it's looking
Like it's gonna fall apart
And it was so nice baby
But I'm afraid I'm taking back my heart"
331,Summer Days In Bloom,Maximilian Hecker(막시밀리안 헤커),"Paralyzed by ancient delight
And riding for a fall today
I am dressed in style, so eager in mind
But furthermore distracted by you

And it's like I lose myself in dreaming 
of summer days in bloom
Oh, I've got no clue how I could fight 
that all that I am is worth a dime
Worth a dime

This liquid lunch will not stop my punch-
Drunk quality to doze while I run
It is thirty-nine degrees in my mind
It's thirty thousand miles more to go

Cause it's like I lose myself in 
dreaming of summer days in bloom
For I've got no clue whatever happened
All that I am is worth a dime
Worth a dime"
332,Relief,Chris Garneau(크리스 가르노)CONNECT 아티스트,"I saw the sea come in
I saw your good old friend
He walked right past
I'll never ask
I'll never ask again
I saw the sea come in
I saw your good old friend
He walked right past
I'll never ask
I'll never ask again
I love the way you dance
We can work it all out
Don't you miss your chance
The pain will all grow out
I heard your good old word
I heard the things you said
They shuffled in
Asked me to sin asked me to sin in red
I heard your good old word
And I also heard the things you said
They shuffled in
Auf wiedersehen auf wiedersehen
Goodnight
I love the way you dance
We can work it all out
Don't you miss your chance
The pain will all grow out
I didn't go to see the city I
I went to see it around you
We can laugh in hell together
The devil will find you too
Nose to nose
Eyes all closed
This is what I said
We never ever end
Nose to nose
Eyes all closed
This is what I said
We never ever end
I saw the sea come in
I saw your good old friend
He walked right past
I'll never ask I'll never ask again"
333,CRUSH (stripped),Zachary Knowles,"Baby what's on my mind?
You know this stuff
if I mess up you say I'll be alright
Just blame me 'cause I know you're right
Bite my tongue
'cause I'm in love with how you take my time
You saw my hand again
guess I'm the worst at bluffing
I make a big deal I get scared 'bout nothing
A late-night text
I'm always worried 'bout something yeah
I'm not sorry if I fall
Back in love when we both talk
I'm just caught up in this crush yeah
When I'm not with you I feel lost
You're the light when it gets dark yeah
So what's it gonna take for us to get away
I know you're scared to fly
but I'll take you far away
Remember we were swimming
no clothes in the lake
Nose diving in the rain
that's when everything changed
It's just me and you caught up in the mood
If you're feeling blue
I'll name a spot and you can choose
Never been afraid to be myself
when I'm with you
Never been afraid to be myself
when I'm with you
You saw my hand again
guess I'm the worst at bluffing
I make a big deal I get scared bout nothing
A late-night text
I'm always worried 'bout something yeah
I'm not sorry if I fall
Back in love when we both talk
I'm just caught up in this crush yeah
When I'm not with you I feel lost
You're the light when it gets dark yeah
So I'm not sorry if I fall
Back in love when we both talk
I'm just caught up in this crush
When I'm not with you I feel lost
You're the light when it gets dark"
334,Meaningless,Mingginyu (밍기뉴),"자기야 의미 없는 사랑놀이는 그만하자
자기야 의미 없는 사랑싸움은 그만하자
우리가 만난 지 언젠데 또
철없는 사랑을 꿈꾸고
자기야 이건 아니잖아
사랑해 이 말들로
돌이킬 수 없는 길로
아무도 대신할 순 없고 널 지워버렸어
자기야 우리 상처 주는 사랑은 그만하자
자기야 우리 끝이 없는 싸움은 그만하자
우리가 만난 지 언젠데 또
완벽한 사랑을 바라고
자기야 이건 아니잖아
사랑해 이 말들로
돌이킬 수 없는 길로
아무도 대신할 순 없고 널 지워버렸어
사랑해 이 말들로
돌이킬 수 없는 길로
그 누구도 대신할 순 없고 널 지워버렸어
영원할 것 같던 너도
날 상처 주는 너의 맘도
아득히 멀어져 만 가는 너의 말들"
335,Floor,OurR(아월),"내 차가운 마음을 꺼내어
보여주진 않을래요
왜 숨겨놓은 것들을 찾으려 하나요
분명 실망할 거에요
내 초라한 마음을 보았으니
이젠 뒤돌아서 가버려요
나는 이미 준비해뒀어요
괜찮아요 그대 가버려도
내 초라한 긴 그림자를
가려주지 않아도 돼요
그대의 발이 떨어지면
나만 남겨지겠죠
내 초라한 긴 그림자를
가려주지 않아도 돼요
그대의 발이 떨어지면
나만 남겨지겠죠
내 차가운 마음을 꺼내어
보여주길 바라나요
꼭 숨겨놓은 것들도 찾을 수 있나요
그댄 실망할 거에요
내 서투른 말들을 들어줘요
나도 누구에게나 기대하는 건 아니니
걱정스러운 마음을 알아줘요
나도 누구에게나 기대는 건 아니니
내 초라한 마음을 보았으니
이젠 뒤돌아서 가버려요
나는 이미 준비해뒀어요
괜찮아요 그대 가버려도
내 초라한 긴 그림자를
가려주지 않아도 돼요
그대의 발이 떨어지면
나만 남겨지겠죠
내 초라한 긴 그림자를
가려주지 않아도 돼요
그대의 발이 떨어지면
나만 남겨지겠죠
그대 언젠가 떠나갈 거잖아요
그땐 아마 나에게 가장 쓸쓸한 날 일 거에요"
336,내 인생은 영화가 아니니깐,SAGA,"우리 껴안고 춤을 추자
그러다 지치면 잠에 들자
아침이 오기 전에
도망가자 

사랑은 멀리에 있지 않아
하지만 잡히지도 않잖아
울지마 내 인생은
어차피 영화가 아니니깐

사랑은 어디에도 있다며
사실은 어디에도 없구나
우리 모두 착각 속에 사는구나

나 혼자만 속고 있었던가
나 빼고 다 알고 있었던가
사랑은 도대체 무엇인가

우리 이렇게 춤을 추자
그러다 지치면 잠에 들자
아침에 오기 전에
돌아오자

사랑을 멀리에 있지 않아
하지만 잡히지도 않잖아
울지마 내 인생은
어차피 영화가 아니니깐

사랑은 어디에도 있다며
사실은 어디에도 없구나
우리 모두 착각 속에 사는구나

나 혼자만 속고 있었던가
나 빼고 다 알고 있었던가
사랑은 도대체 무엇인가

내게 남은 건 사랑뿐이라
제자린 어디에도 없구나
나는 어디쯤에 살고 있는 걸까

우리는 언젠가 다시 만나
흑백을 칠해가고 있구나
사랑은 영화가 아니지만"
