,노래제목,가수,가사
1131,미쳐,포미닛(4minute),"Yeah I'm the female monster
You know that
Everybody let's get crazy right now
Lego
주변 사람들이 나보고 
미친 것 같대
너도 날 보고 지금 좀 
미칠 것 같대
이해해 나도 내가 좀 
미친 것 같아
난 좀 미친 것처럼 
리듬에 맞춰 춤도 춰
한번 떴다 하면 
여기저기 난리 나
이 밤이 다 가도록 
우리 모두 난리 나
답은 정해져 있어 넌 그저 Ok
그저 아무렇게 그렇게 
너도 나도 난리 나
더는 널 외롭게 하지 마
눈앞에 세상에
이제 숨겨온 널 찾아봐 Tonight
미쳐 소리 질러 즐겨 봐
또 이 밤이 가잖아
다 뛰어 흔들어
날 보고 미쳐
C R A Z Y 따라 해
C R A Z Y 모두 다 미쳐
미친 것처럼 
그래 미친 것처럼
좀 더 미친 것처럼
미쳐 미친 것처럼
미미 미친 것처럼 
이미 미친 것처럼
지금 내게 미친 것처럼 
다 같이 다 같이 미쳐
I'm the crazy girl around 
here like gossip girl
못 믿겠으면 전화 걸어 
Hey call my boyfriend
따라올 수 없는 Class 
미쳐 어딜 가든
New York Paris Milano Tokyo London
한번 작정하면 여기저기 난리 나
이 몸이 지나가면 
우리 모두 난리 나
답은 정해져 있어 넌 그저 Ok
그저 아무렇게 그렇게 
너도 나도 난리 나
더는 널 외롭게 하지 마
눈앞에 세상에
이제 숨겨온 널 찾아봐 Tonight
미쳐 소리 질러 즐겨 봐
또 이 밤이 가잖아
다 뛰어 흔들어
날 보고 미쳐
C R A Z Y 따라 해
C R A Z Y 모두 다 미쳐
미친 것처럼 
그래 미친 것처럼
좀 더 미친 것처럼 
미쳐 미친 것처럼
미미 미친 것처럼 
이미 미친 것처럼
지금 내게 미친 것처럼 
다 같이 다 같이 미쳐
넌 내게 미쳐 나만 믿고
넌 내게 미쳐 봐
널 내게 맡겨 나만 믿고
널 내게 맡겨 봐
아무것도 묻지 말고 나와 놀아
오늘만은 따라와
오늘만 날 따라 미친 척해
날 보고 미쳐
C R A Z Y 따라 해
C R A Z Y 모두 다 미쳐
미친 것처럼 
그래 미친 것처럼
좀 더 미친 것처럼 
미쳐 미친 것처럼
미미 미친 것처럼 
이미 미친 것처럼
지금 내게 미친 것처럼 
다 같이 다 같이 미쳐"
1132,NoNoNo,Apink (에이핑크),"슬퍼하지마 No No No 혼자가 아냐 No No No
언제나나나 내게 항상 빛이 돼준 그대
내 손을 잡아요 이제 지금 다가와 기대 
언제나 힘이 되줄게  

내가 힘이 들 때 내게 다가온 그대
살며시 내게로 와 입맞춰준 그대
마치 마법처럼 날 감싸준
정말 이런 기분 처음이야

가끔씩은 그대도 힘든가요
그렇게 혼자 슬퍼하면 어떡해
하나둘씩 불이 꺼져가는 공간 속에
내가 널 비춰줄게 (Oh)

슬퍼하지마 No No No 혼자가 아냐 No No No
언제나나나 내게 항상 빛이 돼준 그대
내 손을 잡아요 이제 지금 다가와 기대 
언제나 힘이 되줄게  

꿈이 많던 그댄 너무 떨리던 그때에 
수많은 시련 속에 기적을 바랬고
갈수록 불어오는 바람에 흔들리는 모습 처음이야
오랫동안 많이도 참았나요
아무말 않고 고개 떨구면 어떡해 
하나둘씩 곁을 떠나가는 세상 속에 
내가 널 비춰줄게 (Oh)

슬퍼하지마 No No No 혼자가 아냐 No No No
언제나나나 내게 항상 빛이 돼준 그대
내 손을 잡아요 이제 지금 다가와 기대 
언제나 힘이 되줄게

가장 내게 힘이 돼주었던
나를 언제나 믿어주던 그대
다들 그만해 라고 말할 때
마지막 니가 바라볼 사랑 이젠 내가 돼줄게

슬퍼하지마 No No No 혼자가 아냐 No No No
언제나나나 내게 항상 빛이 돼준 그대
내 손을 잡아요 이제 지금 다가와 기대 (I love you)
언제나 힘이 되줄게"
1133,다쳐 (Hurt Locker),나인뮤지스(9Muses),"잊을만하면 꼭 새벽에 전화를 해 
정말 뻔뻔해 헤어지자고 한 건 너인데 
Yeah What's going on
어이없어 기가 막혀 전화하지도 말라며
지금 뭐 하자는 건지 너 어쩌라는 건지 
Ha Ha Ha
정말 어이가 없어 난 꼭 행복하라며
지금 뭐 하자는 거니 너 어쩌라는 거니 
Stop Stop Stop

왜 이래 그만해 내 마음이 불편해 
네가 더 잘 알잖아What you gonna do 
있을 때 잘해 남자이길 바래 
다신 전화하지 마

내 맘이 다쳤어 
Oh no 늘 힘들 땐 내 곁엔 없었어
내 맘이 닫혔어 
Oh no Bye love

It's over Love is over Baby It's over

헤어졌다 만나는 게 벌써 몇 번째인지
누구의 탓인지 아무런 소용이 없잖니 Yeah

어이없어 기가 막혀 마주치지도 말자며
지금 뭐 하자는 건지 너 어쩌라는 건지 
Ha Ha Ha
정말 어이가 없어 난 잘 지내라면서
지금 뭐 하자는 거니 너 어쩌라는 거니
Stop Stop Stop

왜 이래 그만해 내 마음이 불편해 
네가 더 잘 알잖아What you gonna do 
있을 때 잘해 남자이길 바래 
다신 전화하지 마

내 맘이 다쳤어 
Oh no 늘 힘들 땐 내 곁엔 없었어
내 맘이 닫혔어 
Oh no Bye love

너 정말 이게 대체 몇 번째인지 
넌 날 갖고 저울질하는 건지
나한테 왜 이래 자꾸만 너 
제발 너 그만 좀 해 Baby No more
내가 있다 없으니 아쉬운 거니 
아쉬운 대로 날 찔러보는 거니 
왔다 갔다 하는 네 맘은 뭐니 
난 더 줄 게 없어 Baby What u need

왜 이래 그만해 내 마음이 불편해 
네가 더 잘 알잖아What you gonna do 
있을 때 잘해 남자이길 바래 
다신 전화하지 마

내 맘이 다쳤어 
Oh no 늘 힘들 땐 내 곁엔 없었어
내 맘이 닫혔어 
Oh no Bye love

넌 이미 끝났어
Oh no 다시 돌이킬 수는 없잖아
난 이미 끝났어 
Oh no Bye love"
1134,B.B.B (Big Baby Baby),달샤벳(Dal★shabet),"넌 Big Baby Baby
I Need Some Body Body 
넌 Big Baby Baby
I wanna get your body tonight big baby 
넌 Big Baby Baby 
넌 Big Baby Baby

왜 필요할 때 달라 너
(Big baby)
왜 끝나면 달라 너
(Big baby)
왜 어제와는 달라 너
(Big baby)
왜 오늘 더 달라 너
(Big Baby Baby)

네가 그렇게 날 볼 때마다 느껴지는 
식어버린 감정들을 눈치 챘어
이제 어떡하라고 
(I Gotta go)
내가 아프다고 아프다고 아프다고 
화를 내고 말해봐도 아무 관심 없는
그런 모습에
(I Can’t take no more)
너무 빨라 너 너무 달라져 혼자 허무해진 마음이
너무 커져서 너무 아팠어 
너를 향한 나의 마음을 아프게 하는 너

Hey, 너 너 너 come back to me baby
너너너너너너너넌 
(Big Baby Baby)
Hey, 너 너 너 wanna be my baby
너너너너너너너넌 
(Big Baby Baby)

왜 말끝마다 달라 너
(Big baby)
왜 눈빛이 달라 너
(Big baby)
왜 처음이랑 달라 너
(Big baby)
왜 끝이랑 달라 너
(Big Baby Baby)

나를 하루종일 바라보고 바라보고 
생각해도 그렇게 해도 부족하다
말해줄땐 언제고
(Don't you know)
이제 너도 몰래 나도 몰래 꺼내어진 
다른 너의 모습들이 나를 자꾸만 힘들게 해
(I Can’t take no more)
너무 빨라 너 너무 달라져 혼자 허무해진 마음이
너무 커져서 너무 아팠어 
너를 향한 나의 마음을 아프게 하는 너

Hey, 너 너 너 come back to me baby
너너너너너너너넌 
(Big Baby Baby)
Hey, 너 너 너 wanna be my baby
너너너너너너너넌 
(Big Baby Baby)
빠져든다 빠져든다 빠져든다 너는 내게로 
(Big Baby Baby Big Baby Baby)
돌아온다 돌아온다 돌아온다 처음 그때로 
(Big Baby Baby Big Baby Baby)

Big baby 대체 왜이래 이거 참 대책 없네
이것 저것 하나 둘 셋 넷 다 아는 사이인데
다시 돌아와 돌아와 돌아와 돌아와 ~
(다시 내게 돌아와)

너무 빨라 너 너무 달라져 혼자 허무해진 마음이
너무 커져서 너무 아팠어 
너를 향한 나의 마음을 아프게 하는 너
Hey, 너 너 너 come back to me baby
너너너너너너너넌 
(Big Baby Baby)
Hey, 너 너 너 wanna be my baby
너너너너너너너넌 
(Big Baby Baby)"
1135,토네이도 (Tornado),포텐(4TEN),"I don't need you 
더 기회는 없어 너에겐
니 미소에 속고 웃는 것도 끝인 걸

I don't want 흔해 빠진 거짓말
핑계는 그만 충분히 참아왔는걸

눈 감아 줬던 거 지 지금까지 널
내쳐버릴 시간만 벌고 있었을 뿐이야
 
But now it's done good bye

You're just like a tornado
너 하나 믿었는데
You're just like a tornado
너 미안한 척하지 마 

애써 떠들지 마 듣기 싫어 oh
끝났어 착각하지 마라 baby
Don't know what to do 널 지워버릴게
    
You're just like a tornado
Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh oh oh
Oh
 
Hey boy Don't need you no more 
곁에서 빨리 사라져버려 
내가 너만 생각하면 짜증나 죽겠어                    
Now you come back 
Begging me to take you 
Back huh 말도 안돼 헛소리는 no 
I gave you a chance 
and you blew it so
이제 내 이름도 다시 부르지 마
우리는 이게 마지막이야 전화도 마

웃기지 말라고 말없이 떠나가라고
구차하게 또 지저분하게 
대체 왜 그러냐고

거짓말하지 마 내 앞에서 뻔뻔하게 
두 번 다신 안속아 멍청하게  
이제 그만 날 놓아줄래

You're just like a tornado
너 하나 믿었는데
You're just like a tornado
너 미안한 척하지 마

You're just like a tornado
너 하나 믿었는데
You're just like a tornado
너 미안한 척하지 마

사실은 좀 흔들려 미워죽겠어도
아직은 너에 대한 마음이 남았는걸
하지만 no oh oh oh oh
더는 아프기 싫은 걸 Oh oh oh oh oh

one two three Everyday 이제 널 벗어나 
Party tonight  I got my girls with me
I don’t need no guy 날 떠나
I got my girls (Yeah)  
I got my girls (yeah)
나를 한때 미치게 만들었던 boy

You're just like a tornado
Oh oh oh oh oh oh oh
I gotta go oh oh oh oh 

You're just like a tornado
oh oh oh oh 너 미안한 척하지 마

I don't need you
I don't need you"
1136,Kiss Kiss,레이디스 코드(LADIES' CODE),"말해봤자 표현 안 되는걸(OH GIRL!)
마치 달콤한 BERRY 같은걸(그럴걸)
내 맘을 녹여버려 몰라 아직 난 어려
그래도 머릿속은 (OH KISS!)

부끄 부끄러워 눈 못 떴어(OH OH!)
전기에 감전된 기분이었어(그럴걸)
짜릿한 기분 좋아 딱 거기 까진 좋아
자꾸 이러면 난 어쩔 줄 몰라

오 오! 오 오! (KISS KISS) KISS!
오 오! 오 오! (KISS KISS)
아직 난 안돼요 아직 난 안돼요
아직 난 아직 난
KISS KISS KISS KISS

오 오! 오 오! (KISS KISS)
오 오! 오 오! (KISS KISS)
더 이상 안돼요 이러면 안돼요
아직도 아직도
KISS KISS KISS KISS

너무 갑자기 다가왔어 준비가 안됐어
그래 니가 바로 봤어 난 경험이 없어
왜 자꾸 날 데려가? 어둔 이곳을 나가!
솔직히 말해 너 입 냄새 좀 나!

난 아직 모르지 그 기분 모르지
언니들 얘기만 들어도 막 떨리지
어쩔 수 없지 뭐~난 오늘밤 꿈에서 난
원빈 오빠가 나타나 줄 텐데

오 오! 오 오! (KISS KISS) KISS!
오 오! 오 오! (KISS KISS)
아직 난 안돼요 아직 난 안돼요
아직 난 아직 난
KISS KISS KISS KISS

오 오! 오 오! (KISS KISS)
오 오! 오 오! (KISS KISS)
더 이상 안돼요 이러면 안돼요
아직도 아직도
KISS KISS KISS KISS

잠깐만 좀 기다려줘 (Wait a minute)
Oh~Wait a minute
가슴으로 날 아껴줘 (Because of your love)

오 오! 오 오! (KISS KISS) KISS!
오 오! 오 오! (KISS KISS)
아직 난 안돼요 아직 난 안돼요
아직 난 아직 난
KISS KISS KISS KISS

오 오! 오 오! (KISS KISS)
오 오! 오 오! (KISS KISS)
더 이상 안돼요 이러면 안돼요
아직도 아직도
KISS KISS KISS KISS

KISS KISS KISS KISS"
1137,Can't Nobody,2NE1,"갈만큼 가겠지 오늘밤도 길겠지
분위기 타겠지 졸졸 따라 올 테지
난 참 바쁜걸
I welcome you to my world
2NE1
아름다운 Seoul city
시끄러운 음악소리
까만 눈 갈색머리
따라 하긴 Too slow
태도는 확실하게
자신감 하늘 향해
뻔뻔 당당하게
원한다 해도 
Can’t touch this
눈빛은 찌릿찌릿
심장을 Beat it beat it
콧노래 Ladi dadi
춤추는 Body body
흥분은 No no
자 Here we go go
세상을 거꾸로 
(뒤집어 놓을 Show show)
Cuz I’m so bad bad but 
I’m so good good
Yeah I’m so bad bad and 
I’m so hood hood
Cuz I’m so bad bad but 
I’m so good good
Yeah I’m so bad bad and 
I’m so hood hood
Can’t nobody hold us down
날 멈추려 하지마
모두 미칠 때까지 
다 지칠 때까지 
Tonight can’t nobody hold us down
Can’t nobody can’t nobody 
Hold us down
갈 때까지 갈 때까지 갔어 난
Can’t nobody can’t nobody
 Hold us down 
Cuz we keep rockin’ 
We rock rockin’ yeah
앞이 깜깜해도 달려가
네가 막아도 난 뚫고가
더 Faster 좀 더 Faster
눈을 감아봐 높이 날아올라봐
철 없어 그게 매력인걸
겁 없어 내 젊음인걸 
망가짐 따윈 없어
이미 벌써 Game over
정신 없이 미치자
Right now I don’t give a 
볼륨을 더 키워라
세상을 깨우자
I’m so bad bad and 
I’m so good good
Yeah I’m so bad bad and 
I’m so hood hood
Cuz I’m so bad bad but 
I’m so good good
Yeah I’m so bad bad and 
I’m so hood hood
Can’t nobody hold us down
날 멈추려 하지마
모두 미칠 때까지 
다 지칠 때까지 
Tonight can’t nobody hold us down
Can’t nobody can’t nobody 
Hold us down
갈 때까지 갈 때까지 갔어 난
Can’t nobody can’t nobody
Hold us down 
Cuz we keep rockin’ 
We rock rockin’ yeah
Let’s rock
Just take it to the top
Ain’t never gonna stop
Now all I wanna do is make you rock
Just take it to the top
Ain’t never gonna stop
Now make em say na na na na
Let’s rock
Just take it to the top
Ain’t never gonna stop
Now all I wanna do is make you rock
Just take it to the top
Ain’t never gonna stop
Now make em say na na na na
Na na na na 
Na na na na"
1138,기대해,걸스데이(Girl's Day),"Ooh Ooh Ooh, Ooh Ooh Ooh,
Ooh Ooh, Ooh Ooh, 귀엽게
Ooh Ooh Ooh, Ooh Ooh Ooh,
Ooh Ooh, Ooh Ooh, 예쁘게

Oh 하루에도 열번씩 네 전화번호 지워보고
너를 또 지워보고 생각에서 지워보고
너의 번호 뒷자리에 내가슴은 내려앉아
그렇게 통화하고 다시 또 미소짓고

나는 네가 불안해 그게 불만인데도
자존심 탓 때문에 말도 못해 이렇게
내가 아님 안되는 남자 많고 많고 많은데
네가 숨기고 쓰는 문자가 더 신경쓰여
(문자가 신경쓰여) 문자가 더 신경쓰여

Ooh Ooh Ooh, Ooh Ooh Ooh,
Ooh Ooh, Ooh Ooh, 귀엽게
Ooh Ooh Ooh, Ooh Ooh Ooh,
Ooh Ooh, Ooh Ooh, 예쁘게

널 내게 널 내게 다가오게 만들래 
Ooh Ooh Ooh, Ooh Ooh Ooh,
Ooh Ooh, Ooh Ooh, 기대해

너땜에 너땜에 미쳐가 Wuh Oh Oh
너땜에 너땜에 미쳐가 Wuh Oh Oh

내 앞에서 그 여자랑 다정하게 얘기하고
토라진 나를 보고 별일 없이 미소 짓고
이런 기분 너무 싫어 나 또 다시 널 잊으려
잊으려 애를 쓰고 그렇게 아파하고

너란 남자 왜 그래 너 때문에 난 미쳐
나 하나면 안되니 내 가슴은 찢어져
나만 보는 남자들 많고 많고 많은데
네 전화만 기다리는 바보 같은 나는 뭐니
(바보 같은 나는 뭐니) 바보 같은 나는 뭐니

Ooh Ooh Ooh, Ooh Ooh Ooh,
Ooh Ooh, Ooh Ooh, 귀엽게
Ooh Ooh Ooh, Ooh Ooh Ooh,
Ooh Ooh, Ooh Ooh, 예쁘게

널 내게 널 내게 다가오게 만들래 
Ooh Ooh Ooh, Ooh Ooh Ooh,
Ooh Ooh, Ooh Ooh, 기대해

너땜에 너땜에 미쳐가 Wuh Oh Oh
너땜에 너땜에 미쳐가 Wuh Oh Oh

I just want you to come to me
다가와봐 내가 손짓 하잖니
I just want you to give your love
어서 내게 네 마음을 보여줘

나 왜이래 내 마음은 고장났어 난
나 왜이래 내 마음은 너만 찾아 난
네가 미워 미워 미치겠어도 난 
너의 웃는 네 입꼬리에 네 입꼬리에 네 입꼬리에 ..
네 목소리에 네 목소리에 네 목소리에 난 가슴이 떨려

널 내게 널 내게 다가오게 Ooh Ooh Ooh
널 내게 널 내게 미쳐보게 Yeah eh eh
나 없음 나 없음 안되게 널 만들래
Ooh Ooh Ooh, Ooh Ooh Ooh,
Ooh Ooh, Ooh Ooh, 기대해

넌 내게 넌 내게 미쳐가 Wuh Oh Oh
넌 내게 넌 내게 미쳐가 Wuh Oh Oh
(I’m gonna get to you)

Ooh Ooh Ooh, Ooh Ooh Ooh,
Ooh Ooh, Ooh Ooh, 기대해"
1139,STEP,카라(Kara),"Step it up now 오 오 오

라라라라라라라라라라라라라라
라라라라라라라라라라라라라라

넘어지진 않을거야 슬픔아 안녕
친해지지 않을거야 눈물아 안녕
자신을 믿는거야 한숨은 그만
이깟 고민쯤은 웃으며 bye bye

또 한번 더 배웠어 
I will never forget about U, ye~
커졌어 난 강하게 더 높게 
오 예 예 예 예

Step it up step it up 다시 시작이야
또 템포를 올려서 앞질러 갈래
Just step it up step it up 다 보란듯이 
크게 볼륨 높여 baby my bebe

라라라라라라라라라라라라라라
라라라라라라라라라라라라라라

내일은 새로울꺼야 기대를 높여
그게 사는 재미같아 근심은 날려
누구나 같을꺼야 기 죽지 않아
작은 걱정쯤은 웃으며 bye bye

난 강하게 더 높게
오 예 예 예 예

Step it up step it up 다시 시작이야
또 템포를 올려서 앞질러 갈래
Just step it up step it up 다 보란듯이 
크게 볼륨 높여 baby my bebe

내 인생에 섣불리 get louder
나 좋으라고 그랬겠어 그랬겠어 

one two one two step 모두 박자에 맞게
겁 낼 필요 없어 아니 울 것 없어 모두 같이 함께해
어지럽게 왜 쓸데없는 생각해
그러지 말고 우리 모두 다 Step it up now

절대 난 돌아보지 않겠어
앞만 보기도 시간은 짧아

Step it up step it up 다시 시작이야
또 템포를 올려서 앞질러 갈래
Just step it up step it up 다 보란듯이 
크게 볼륨 높여 baby my bebe

Step it up step it up (왜 섣불리 get louder)
또 템포를 올려서 (괜히 그랬겠어 그랬겠어)
Just step it up step it up 다 보란듯이 
크게 볼륨 높여 baby my bebe

라라라라라라라라라라라라라라
라라라라라라라라라라라라라라"
1141,Pump It,Black Eyed Peas(블랙 아이드 피스),"Ha ha ha 
Pump it 
Ha ha ha
And pump it (louder) [4x]

Turn up the radio 
Blast your stereo 
Right 

N*ggas wanna hate on us (who) 
N*ggas can be eerin' us (who) 
And I know why they hatin' on us (why) 
Cause that’s so fabulous (what) 
I’ma be real on us (c’mon) 
Nobody got nuttin' on us (no) 
Girls be all on us, from 
London back down to the US (s, s) 

We rockin' it (contagious), 
monkey business (outrageous) 
Just confess, your girl 
admits that we the sh*t 

F-R-E-S-H (fresh) 
D-E-F, that’s right we def (rock) 
We definite B-E-P, we rappin' it 
So, turn it up (turn it up) [3x]
C’mon baby, just 

Pump it (louder) [6x]

And say, oh oh oh oh 
Say, oh oh oh oh 
Yo, yo 

Turn up the radio 
Blast your stereo 
Right now 
This joint is fizzlin'
It’s sizzlin'
Right 

(Yo, check this out right here) 
Dude wanna hate on us (dude) 
Dude need'a ease on up (dude) 
Dude wanna act on up
But dude get shut like flavor shut (down) 
Chicks say, she ain’t down
But chick backstage when we in town (ha)
She like man on drunk (fool)
She wanna hit n' run (errr)
Yeah, that’s the speed 
That’s what we do 
That’s who we be 
B-L-A-C-K -E -Y-E-D-P 
to the E, then the A to the S 
When we play you shake your ass 
Shake it, shake it, shake it girl 
Make sure you don’t break it, girl 
Cause we gonna 

Turn it up (turn it up) [3x]
C’mon baby, just 
Pump it (louder) [6x]

And say, oh oh oh oh 
Say, oh oh oh oh 
Yo, yo 
Turn up the radio 
Blast your stereo 
Right now 
This joint is fizzlin'
It’s sizzlin' 
Right 

Damn (damn) [5x]

Wow

Apl. de ap. from Philippines
Live and direct, rocking this scene 
Waiting on down for the B-boys
And B-girls waiting, doin' their thing 
Pump it, louder come on 
Don't stop, and keep it goin' 
Do it, lets get it on 
Move it! 

Come on, baby, do it 

La-da-di-dup-dup die dy
On the stereo
Let those speakers blow your mind 
(Blow my mind, baby) 
To let it go, let it go
Here we go
La-da-di-dup-dup die dy 
(c'mon, we're there)
On the radio
The system is gonna feel so fine 

Pump it (louder) [4x]

And say, oh oh oh oh 
Say, oh oh oh oh 
Yo, yo 
Turn up the radio 
Blast your stereo 
Right now 
This joint is fizzlin' 
It’s sizzlin' 
Right"
1142,Club Can't Handle Me (feat. David Guetta),Flo Rida(플로 라이다),"You know I know how
To make em stop and stare as I zone out
The club can't even handle me right now
Watchin you I'm watchin you we go all out
The club can't even handle me right now (yeahhhhh)
The club can't even handle me right now (yeahhhhh)

Hey
I own the night and I don't need no help
Gotta be the feeling that scarface player
Stuntin go wild can't handle this plan
Life of the club arrogant like yeah!
Top like money all the girls just melt
Want to many all on me like Twelve
Look like cash and they all just stare
Bottles, Models, standin on chairs
Fall out cause that's the business
All out it's so ridiclous
Zone out so much attention
Scream out I'm in the building (hey!)
They watchin I know this
I'm rockin I'm rolling
I'm holding, I know it
You know it

You know I know how
To make em stop and stare as I zone out
The club can't even handle me right now
Watchin you I'm watchin you we go all out
The club can't even handle me right now (yeahhhhh)
The club can't even handle me right now (yeahhhhh)

Hey
Still feelin myself I'm like outta control
Can't stop now more shots let's go
Ten more rounds can I get a K.O
Paparazzi trying to make me pose
Came to party to I came no more
Celebrate cause that's all I know
Tip the groupies takin off their clothes
Grand finale' like superbowl
Go hard run the show
That's right wild out got money to blow
More light more ice when I walk in the door
No hype I do it big all over the globe
Yeah!
I said it
Go tell it
Confetti
Who ready?
I'm ready!
You ready!
Let's get it!

You know I know how
To make em stop and stare as I zone out
The club can't even handle me right now
Watchin you watchin me we go all out
The club can't even handle me right now (yeahhhhh)
(Put your hands up!)
(Put your hands up!)
(Put your hands up!)
The club can't even handle me right now (yeahhhhh)
(Put your hands up!)
(Put your hands up!)
(Put your hands up!)

You got me watchin now (hey)
Got my attention now (hey)
Got everybody in the club wanting to know now
I am a ladies man
Come and be my lady and...
We can ball, soo, ahhhhhh
Bring ya body here let me switch up the atmosphere
Take you up out of this club and in my new limo
Fly you all around the world
What you want baby girl
Are you ready to go now!

You know I know how
To make em stop and stare as I zone outt
The club can't even handle me right now
Watchin you watchin me we go all outt
The club can't even handle me right now (yeahhhhh)
(Put your hands up!)
(Put your hands up!)
(Put your hands up!)
The club can't even handle me right now (yeahhhhh)
(Put your hands up!)
Let's celebrate now
(Put your hands up!)
You know who shut'em down!"
1143,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",DJ Khaled(디제이 칼리드)CONNECT 아티스트,"[T-Pain - Chorus]
All I Do is win, win, win, no matter what.
Got money on mind I can never get enough.
And every time I step up in the building,
Everybody hands go up,
And they stay there,
And they say yeah,
And they stay there.
Up down, up down.
Cause all I do is win, win, win.
And if you goin’ in put your hands in the air,
Make 'em stay there!

[Ludacris]
Ludacris goin in on the verse,
Cause I never been defeated and I won’t stop now.
Keep your hands up put em in the sky for the homies that didn’t make it and,
My folks locked down.
I never went no where.
They saying Luda’s back.
Blame it on that conjure.
The hood call it Ludayac.
And I’m on this foolish track so I spit my foolish flows.
My hands go up and down,
Like strippers booty’s go.
My verses still be serving, tight like a million virgins.
Last time on a Khaled remix now I’m on the original version,
Ain't never count me out.
Y’all better count me in.
Got 20 bank accounts, accountants count me in.
Make millions every year, the south's champion.
Cause all I do, all I, all I, all I
All I do is...

[Chorus]

[Rick Ross]
Swerving in my Lolo,
Head on the swivel,
You know serving me's a no no.
Clean as a whistle as I pull out in my Rolls Royce.
Yellow bone passenger they see it, they say oh boy!
Tell Khaled back it up, my niggas call me Loco.
That's for armed trafficking, don’t make me pull that fo-fo.
Ask you what you laughing at.
Represent that mud life.
Dirty money bitch you better get your mud right.
We come together holding hands and holla: ""Thug life!""
We are strapped in all black.
It’s like thug life. (All we do is win.)
You riding the what,
We riding the night.
You riding with me cause you wasn’t riding right.
ROSS...

[Chorus]

[Snoop Dogg]
Heat in the Kitchen, pot on the stove.
Water getting boiled, dope bein' sold.
Snoopy in the hoopty, system overload.
I’ve been running this rap game since I was 20 years old.
I hung with the worst of them,
Bust till I burst on em.
Floss em up, toss em up, hardaway, boss em up.
Pardon me I bossing the pressure up, bless ya bruh.
Don’t wanna mess with us,
We like the U in the 80’s.
Back to back set a trap,
Hit the lick, hit it back,
Hit the trick, jump the track.
Bitch I want my money back.
Time and time again while I’m sipping on this gin.
Al Davis said it best: ""Just win baby win.""

[Chorus]"
1145,Bang Bang (feat. Adam Levine),K'NAAN(케이난),"She shot me, she shot me,
Bang, bang... she shot me. [x3]
She shot me, she shot me,
Bang, bang. (Get out the way, yo)

Ahh.... there she goes again,
The girl is Ethiopian.
In other words, she came through explodin
In the podium, dynamite
Napoleon like sodium mixed with petroleum,
Slowly but surely, she was walking toward me
Cut the convo short 'cause she had to wake up early,
But continuing the story,
Don't worry she gave me digits for her Blackberry
""You're very handsome"" is what she said.
And the way she looked in my eyes said ""Put me to bed.""

Oh my, oh my, 
I should have known when she said to me on the phone:
""You do not know me very well, but I would never hurt a fly.""
Then she aimed at my chest with love in her eye.
I said she aimed at my chest with love in her eye.

[Chorus:]
She was walkin around with a loaded shotgun
Ready to fire me a hot one.
It went bang, bang, bang...
Straight through my heart. (Straight through my heart)
Although I could have walked away,
I stood my ground and let her spray.

She shot me, she shot me
Bang, bang... she shot me [x3]
She shot me, she shot me
Bang, bang.

Scorpion,
She's so hot she's a scorch-ian,
Killing me softly,
Lauryn or Kevorkian,
Couldn't tell if she's coo-coo or corky, when
I asked her her name she said ""Call me Ten.""
Testing, testing
Things just got more interesting
She's dressed in a vest pin, double-breasted holster,
A very Western toaster,
She ain't nothing Kosher.
Ah... she lets me closer.
Hotter than a pepper-crusted Samosa
While I try to keep my composure.

[Chorus]
She was walkin around with a loaded shotgun
Ready to fire me a hot one.
It went bang, bang, bang...
Straight through my heart. (Straight through my heart)
Although I could have walked away,
I stood my ground and let her spray.

Am I wrong?
But what is love without the pain to go along?
And what is pain if not the reason for me to sing this song?
And this song is for the weak and for the strong.
Cause I was strong and still...
She got me, she got me,
Bang, bang... she got me.
She got me, she got me,
Bang, bang.

[Chorus]
She was walkin around with a loaded shotgun
Ready to fire me a hot one.
It went bang, bang, bang...
Straight through my heart. (Straight through my heart)
Although I could have walked away,
I stood my ground and let her spray."
