,노래제목,가수,가사
280,Queen,히스토리(History),"Don't touch it We love it 
She's dancing on the floor 
(Boom boom boom boom)
Don't touch it We love it 
She's dancing on the floor 
(Boom boom boom boom)
 
Today is good day 
방콕 날씨는 불쾌 
처자들 화장이 바뀌었네 
누군가 엉덩이에 불을 붙였네
Ludwig van Beethoven 
귀는 안 들려 but 집중해
I'm the King You're the Queen 
넌 이 밤의 주인공 
날 찾는 사장님의 답장엔 뜸해
 
사람들은 돌아다니면서 술을 받아먹고 소리치네 
I'm a real freak freak man
아무것도 말하지 않고 내일을 향해 가다 보면 
어느새 돼있네 WE ALL PAC MAN
아주 자연스럽게 내 뒤에 올라타 
꼬리를 살짝 흔들곤 내 눈을 보고 내게 말해줘
 
Don't touch it We love it 
She's dancing on the floor 
(Boom boom boom boom)
Don't touch it We love it 
She's dancing on the floor 
(Boom boom boom boom)

스테이지가 열리고 
이곳 저곳을 들쑤시고 다니는 난 광대
길을 터주는 많은 인파 속에서 
박수갈채를 받는 그대
CRAZY INTOXICATION 
HISTORIC CRIMINALIZATION
이곳에 샌님은 불필요해 
WE GOTTA BOOM 롤로노아 MAN

사람들은 돌아다니면서 술을 받아먹고 소리치네 
I'm a real freak freak man
아무것도 말하지 않고 내일을 향해 가다 보면 
어느새 돼있네 WE ALL PAC MAN
아주 자연스럽게 내 뒤에 올라타 
꼬리를 살짝 흔들곤 내 눈을 보고 내게 말해줘

Don't touch it We love it 
She's dancing on the floor 
(Boom boom boom boom)
Don't touch it We love it 
She's dancing on the floor 
(Boom boom boom boom)

명품시계 명품 옷 따윈 필요 없는 여유, 
누구랑 놀던지 여기선 모든 게 내 자유
비유 하자면 like 제임스 본드, 
캐주얼 한 옷 조차 수트 빨 간지
밤 잠들지 않는 도시 뉴욕 
자유론 여신들 날 보면 유혹, 
이봐 거기 왜 가는 여자 붙잡아 
Lady 오던 길 그대로 와

Don't touch it, We love it, On the floor

Don't touch it We love it 
She's dancing on the floor 
(Boom boom boom boom)
Don't touch it We love it 
She's dancing on the floor 
(Boom boom boom boom)"
281,팡파레 (Fanfare),SF9,"Hey blow like a trumpet
Lalalalala lalalalala
What up what up what up

Clap clap clap clap 눈을 가린 채로 
난 움직이네 박수 소리 따라
Pump pump pump 심장 쿵 하고 뛴다 내 맘 
Pump and bomb Fanfare
넌 약을 올려대지 You'd better quit 
서둘러 나를 놓친다
날 그만 놀려 그래 봤잔 걸 네 맘 
Pump and bomb Fanfare 울려 퍼져

Hold on 거기 멈춰 Stop 도망가지 마 내 맘에
쉿 Uh Fanfare를 울려라

Lalalala lalalalalala lalalala
Fare fare Fanfare
Lalalala lalalalalala 
꼭꼭 숨어 봐도 다 꼬릴 잡혀
심장을 울려 Pump pump 내가 장담해
Lalalala lalalalalala fare fare Fanfare

To the right 머리카락 보인다
To the left 그림자도 보인다
Give it up 두 손 들고 나와봐

Yeah you never escape me right
We certified pros
좀 더 멀리 가 Pros coast
몰래 훔쳐보는 내가 너무 싫어
널 놓친다면 손해
상처 난 맘이 I'm never ever ever

Hold on 거기 멈춰 Stop 도망가지 마 내 맘에
쉿 Uh Fanfare를 울려라

Lalalala lalalalalala lalalala
Fare fare Fanfare
Lalalala lalalalalala 
꼭꼭 숨어 봐도 다 꼬릴 잡혀
심장을 울려 Pump pump 내가 장담해
Lalalala lalalalalala fare fare Fanfare

밀당하는 거니 두고 보는 거니 
나를 시험 하는지 I'll be your man

To the right 머리카락 보인다
To the left 그림자도 보인다
Give it up 두 손 들고 나와봐 

Lalalala lalalalalala lalalala
Fare fare Fanfare
Lalalala lalalalalala 
누굴 만나도 나만 못해
날 믿고 기회를 줘봐 어서 Call my name
Lalalala lalalalalala fare fare Fanfare

도망가지 말기 더는 숨지 말기 
이젠 내게 와주길 I'll be your man
Fare fare Fanfare"
282,Black Widow,PRISTIN(프리스틴),"Black widow
I’m a black widow (ha woo)

I got you wrapped on my finger
또 다른 내 모습이 머릿속에 linger 
그 누가 날 말려 I don’t stop 
내가 아닌 내가 태어나
마침내 붉은 눈이 들어나 날 집어삼켜

흐릿하다가 뚜렷해지고
아득하게 저 멀리 사라질 듯
위태로워 새까만 감각이 나를 둘러싸

저 멀리 저 멀리 날아가 난 더 멀리 더 멀리 다른 세상
무거운 이성의 끈이 끊어져 이제야 좀 가벼워
Fly hi-hi-hi-high
저 높이 yeah I'm flying high

So get your hands up
Up up
So get your hands up
Up up

자 깨어나서 눈을 봐
벗어날 수 없어 You’re all up in my zone
I’m a black black widow black widow widow
Ah ahah black widow widow ah ahah

Wrapped on my finger
어쩌나 처음부터 내 손바닥 안 인걸 
넌 나를 못 말려 I don’t stop 
그냥 내게 너를 맡겨 다
신경 쓰지 마 We gon rock tonight
널 집어삼켜

저 멀리 저 멀리 날아가 난 더 멀리 더 멀리 다른 세상
무거운 이성의 끈이 끊어져 이제야 좀 가벼워
Fly hi-hi-hi-high
저 높이 yeah I'm flying high

So get your hands up
Up up
So get your hands up
Up up

자 깨어나서 눈을 봐
벗어날 수 없어 you’re all up in my zone

I’m a black black widow black widow widow
Ah ahah black widow widow ah ahah
더 이상 예전에 난 없어
여리던 난 fade away
And away and away
새까만 감각이 날 둘러싸

저 멀리 저 멀리 날아가 난 더 멀리 더 멀리 다른 세상
무거운 이성의 끈이 끊어져 이제야 좀 가벼워
Fly hi-hi-hi-high
저 높이 yeah I'm flying high

So get your hands up

Get your (ooh) hands up
So get your hands up
Get your (ooh) hands up
눈을 떠봐 
달라진 나를 봐봐

Come get your hands up
Come get your hands up
So get your hands up
Come get your hands up
Come get your hands up
And get your hands up

자 깨어나서 눈을 봐
벗어날 수 없어 You’re all up in my zone

I’m a black black widow black widow widow
Ah ahah black widow widow ahah"
283,BOMB (Feat. San E),라비(RAVI),"Yeah Bomb N Bomb
feel this energy 
Yeah Bomb N Bomb
feel this energy 
Yeah Bomb N Bomb
feel this energy 
Yeah Bomb N Bomb
feel this energy 

ahhhwa 스트레칭 끝
잘 봐라 내 난리 부르스
이 멍석 까는데 걸린 5년과 수많은 트로피들에게
Shout out 해 밑바닥에서
별 하나 바라보며 날아왔네
I’m never done paying my dues
꿈에는 늘 안 가려 물불 
돌려 radar 
난 저스틴 비버 내 hater들 say Jesus
까도 까도 왜 이 새낀 안 뒤져
네가 밍기적거리며 지저귀는 게 나의
삶의 방해가 될 리가
없지 나와 형제들의 땀은 늘 쩔어
이제 내가 그리던 그림에 스케치는 완성
1차로 바라보던 미래에 왔어
내 앞에 못을 박아봐야 
난 놈이 못난 놈이 될 리가
hold up and bomb 그래
터질 시간이 왔어 인마
hold up and bomb 다 줘
터질 시간이 왔다고 마

Yeah Bomb N Bomb feel this energy
Bomb N Bomb 어때 내 터지는 포텐이 
Bomb N Bomb feel this energy
Bomb N Bomb 어때 내 터지는 포텐이

click clack click clack 
bomb bang pow yawk
click clack click clack 
bomb bang pow yawk
click clack click clack 
bomb bang pow yawk
click clack click clack 
bomb bang pow yawk

말 좀 끊을게
(미안) my bad 심지가 타고 있어 언제 터질지 모른다는
(wow) 이번 건 진짜 큰 거 다치기 싫음 미리 피해
(다음) 경곤 없어 이젠 늦었어
bomb n bomb 간만에 입 좀 풀까 brr brr
clock is on
시간이 가고 있어 no safety zone
숨을 곳 겨우 찾아 손님 죄송하지만
그 자린 내 이름으로 예약됐어
녹슬어 낡아가는 것보다 계속
차라리 닳아 없어짐이 낫겠어
지옥불에 담갔다 나왔으니까
두들겨봐 그럴수록 날카론 칼
칭칭칭 cut cut NG
더 실감 나게 잘릴 배우로 change
죽긴 누가 죽어 주연은 안 죽어
난 살아있어 영화 나옴 봐봐 너의 주검
빠지길 단물
기다릴 거면 먼저 걸릴 걸 당뇨
time’s up 54321 explode

Yeah Bomb N Bomb feel this energy
Bomb N Bomb 어때 내 터지는 포텐이 
Bomb N Bomb feel this energy
Bomb N Bomb 어때 내 터지는 포텐이

누구도 날 가늠하지 마 
교복을 입고 머리에 항상
그리던 내가 지금의 나다 알아듣냐 ay
누구도 날 가늠하지 마 
오늘의 내가 그린 미래가
내일의 나고 지금도 난 계속 그려내
다음 챕터 
피 토해도 계속해서 뱉어
난 외골수 master
피 땀을 팔아 실력으로 환산해서
재능을 사제껴
의도치 않은 부자 racks on racks
swagg get it 내 염색체가 변태
날 주무르고 만져야 만족을 해

Yeah Bomb N Bomb feel this energy
Bomb N Bomb 어때 내 터지는 포텐이 
Bomb N Bomb feel this energy
Bomb N Bomb 어때 내 터지는 포텐이
Yeah Bomb N Bomb feel this energy
Bomb N Bomb 어때 내 터지는 포텐이 
Bomb N Bomb feel this energy
Bomb N Bomb 어때 내 터지는 포텐이"
284,낄끼빠빠 (KKPP),미소(MiSO),"Yeah
Yall all up in my area 

Uh!
Drop the bass uh
Ey we gonna party 
Ey we gonna party like your birthday
Ey we gonna party 
Ey we gonna party like your birthday

Look at me Jocking me
예사롭지 않은 니들 눈빛
Follow me 어디니 
오늘 밤 뜨겁게 이 city 를 엎어

오늘 난 좀 당당해
화장이 좀 잘 먹은거 같애
내 뒷태가 좀 빵 빵빵해
스키니진이 내 빨 받았네 Ho

난 작아도 I play it good 
어지러운 세상을 I'll try to make it good 
이래 저래봐야 모두 lovey dovey 
Love and peace then let's go party 

와아 
제발 좀더 빠르게 
옆에 신난 애들과는 좀더 다르게
Get it closer Thank me later 
집어치워 재미없는 애
뒷일은 생각하지 말고 오늘 달려 
걱정은 저멀리 날려 Like a badass 

아하! Put your hands in the air 

낄끼빠빠
Love it Love it Love it Love it
Hey let the party rock 

낄끼빠빠
Love it Love it Love it Love it
Who dat who dat Who dat who dat 

Ey we gonna party 
Ey we gonna party like your birthday
Ey we gonna party 
Ey we gonna party like your birthday

여긴 내 손바닥 놀이터 그네 빼곤 재밌어
Keep our tensions up
서로 몰라도 다같이 Get it so crazy 
Keep your both hands up 

다른 생각 하지마
중요한건 지금이야 너도 알잖아
재미없어 지잖아
Let's get it all started 
 
와아 
제발 좀더 빠르게 
옆에 신난 애들과는 좀더 다르게
Get it closer Thank me later 
집어치워 재미없는 애
뒷일은 생각하지 말고 오늘 달려 
걱정은 저멀리 날려 like a badass 

아하! Put your hands in the air 

낄끼빠빠
Love it Love it Love it Love it
Hey let the party rock 

낄끼빠빠
Love it Love it Love it Love it
Who dat who dat Who dat who dat 

Hey 몸 좀 풀어줘 
Eee ey 신나게 해줘
Okay?
좀 더 Louder 좀 더 Higher
우리 더 미칠수 있게 Let's get 
 
낄끼빠빠
 
M.I.S.O I'm coming to get ya
M.I.S.O I'm coming to get ya
M.I.S.O I'm coming to get ya
Let the party rock
 
낄끼빠빠
 
M.I.S.O I'm coming to get ya
M.I.S.O I'm coming to get ya
(Love it Love it Love it Love it) 
M.I.S.O I'm coming to get ya
Who dat who dat Who dat who dat 
 
Eheheh What up boys
Eheheh What up girls
 
(Ey we gonna party 
Ey we gonna party like your birthday
Ey we gonna party 
Ey we gonna party like your birthday)
 
It's my Birthday!"
291,Bangarang (feat. Sirah),Skrillex(스크릴렉스),"Shouts to all my lost boys 
Sha-sha-sha-sha-sha-sha-shouts to all my lost boys 
we rowdy 
Shouts to all my lost boys 
Sha-sha-sha-sha-sha-sha-shouts to all my lost boys 
we rowdy 
Shouts to all my lost boys 
Sha-sha-sha-sha-sha-sha-shouts to all my lost boys 
we rowdy 
Shouts to all my lost boys 
Sha-sha-sha-sha-sha-sha-shouts to all my lost boys 

BANGARANG! Bass! BAYYYH! 
Wah-wa-wa-Wah-wa-wa-BANG-BANG 
o-ooo-ooo-ooo-o-ooo-ooo-wa, BANGARANG! 

BAYYYH! Wah-wa-wa-Wah-wa-wa, 
BANG BANG, o-ooo-ooo-ooo-o-ooo-ooo-wa you feel the? 
BAYYYH! Wah-wa-wa-Wah-wa-wa, 
BANG BANG, o-ooo-ooo-ooo-o-ooo-ooo-wa BANGARANG! 
BAYYYH! Wah-wa-wa-Wah-wa-wa, 
BANG BANG, o-ooo-ooo-ooo-o-ooo-ooo-wa you feel the? BASS! 
BAYYYH! Wah-wa-wa-Wah-wa-wa, 
BANG BANG, o-ooo-ooo-ooo-o-ooo-ooo-wa BANGARANG! 
BAYYYH! Wah-wa-wa-Wah-wa-wa, 
BANG BANG, o-ooo-ooo-ooo-o-ooo-ooo-wa you feel the? 
BAYYYH! Wah-wa-wa-Wah-wa-wa, 
BANG BANG, o-ooo-ooo-ooo-o-ooo-ooo-wa BANGARANG! 
BAYYYH! Wah-wa-wa-Wah-wa-wa, 
BANG BANG, o-ooo-ooo-ooo-o-ooo-ooo-wa you feel the? BASS! 

BAYYYH! Lose boys, sha-sha-sha-sha-sha-sha- 
shout to my lost boys 
we rowdy 
Shout to all my lost boys, 
sho-sho-sho-sho-sho-sho-shout to all my lost boys BANGARANG! 
Shout to all my lost boys, 
sho-sho-sho-sho-sho-sho-shout to all my lost boys 
we rowdy 
Shout to all my boss boys 

sho-sho-sho-sho-sho-sho, 
BAYYH, BAYYYH, BANGARANG! BASS! 
Wah-wah-ooo-wah, berm-berm-berm-mmmm-berm-berm-berm! 
Wah-wah-ooo-wah, berm-berm-berm-berm-WOOOOOOO! 
Wah-wah-ooo-wah, berm-berm-berm-mmmm-berm-berm-berm! 
Wah-ooo-ooo-woo-yuuuuh, you feel the? 
Wah-wah-ooo-wah, berm-berm-berm-mmmm-berm-berm-berm! 
Wah-wah-ooo-wah, berm-berm-berm-berm-WOOOOOOO! 
Wah-wah-ooo-wah, berm-berm-berm-mmmm-berm-berm-berm! 
Wah-ooo-ooo-woo-yuuuuh, you feel the? 
Wah-woooo-wah, berm, berm berm, berberber,berm, berm, 
Wah-woooo-wah-wah-wah-wah-WOOOOOO! 
Wah-woooo-wah, berm, berm berm, berberber,berm, berm, 
Wah-ooo-ooo-woo-yuuuuh, you feel the? 

Wah-woooo-wah, berm, berm berm, berberber,berm, berm, 
Wah-woooo-wah-wah-wah-wah-WOOOOOO! 
Wah-woooo-wah, berm, berm berm, berberber,berm, berm, 
Wah-ooo-ooo-woo-yuuuuh, do-do-do-do-do, BANGARANG! BASS! 

Shouts to all my lost boys 
Sha-sha-sha-sha-sha-sha-shouts to all my lost boys 
we rowdy 
Shouts to all my lost boys 
Sha-sha-sha-sha-sha-sha-shout to all my lost boys 
we rowdy 
Shouts to all my lost boys 
Sha-sha-sha-sha-sha-sha-shout to all my lost boys 

BANGARANG! 
BANG 
(Guitar Break) 
we rowdy 
Shout to all my lost boys 
Sha-sha-sha-sha-sha-sha-shout to all my lost boys 
we rowdy 
Shout to all my lost boys 
Sha-sha-sha-sha-sha-sha-shout to all my lost boys 
we rowdy 
Shout to all my lost boys 
Sha-sha-sha-sha-sha-sha-shout to all my lost boys 
BANGARANG! BASS! 

Wah-wah-ooo-wah, berm-berm-berm-mmmm-berm-berm-berm! 
Wah-wah-ooo-wah, berm-berm-berm-berm-WOOOOOOO! 
Wah-wah-ooo-wah, berm-berm-berm-mmmm-berm-berm-berm! 
Wah-ooo-ooo-woo-yuuuuh, you feel the? 
Wah-wah-ooo-wah, berm-berm-berm-mmmm-berm-berm-berm! 
Wah-wah-ooo-wah, berm-berm-berm-berm-WOOOOOOO! 
Wah-wah-ooo-wah, berm-berm-berm-mmmm-berm-berm-berm! 
Wah-ooo-ooo-woo-yuuuuh, you feel the? 
BAYYYH! 

Wah-wa-wa-Wah-wa-wa-BANG-BANG 
o-ooo-ooo-ooo-o-ooo-ooo-wa, BANGARANG! 
BAYYYH! Wah-wa-wa-Wah-wa-wa, 
BANG BANG, o-ooo-ooo-ooo-o-ooo-ooo-wa you feel the? 
BAYYYH! Wah-wa-wa-Wah-wa-wa, 
BANG BANG, o-ooo-ooo-ooo-o-ooo-ooo-wa BANGARANG! 
BAYYYH! Wah-wa-wa-Wah-wa-wa, 
BANG BANG, o-ooo-ooo-ooo-o-ooo-ooo-wa you feel the? 
Hey someone got my marbles! 
But I got these beats banging out the back of my toy car! 
And yo i'm eatin' fundip right now, not giving a fuuuuck 
MWAH~"
297,Tales Of Tomorrow (feat. Julian Perretta),Dimitri Vegas & Like Mike(디미트리 베가스 & 라이크 마이크),"We're turning our world round its upside down
Get back our hopes because we're dreaming
We are the ones that can change this now
Yeah

Love is in a soul that's breaking free
Riding a wave of this energy
We're turning our world round its upside down
Yeah

This here
This is our story
This is the journey of our lives
We won't stop
This is our moment
These are the tales of tomorrow
These are the tales of tomorrow
These are the tales of tomorrow
These are the tales of tomorrow
These are the tales of tomorrow

We're turning our world round its upside down
Sharing the love we are receiving
We are one and we let it all out
Yeeaah

Love is in a soul that's breaking free
Riding a wave of this energy
We're turning our world round its upside down
Yeah

This here
This is our story
This is the journey of our lives
We won't stop
This is our moment
These are the tales of tomorrow
These are the tales of tomorrow
These are the tales of tomorrow
These are the tales of tomorrow
These are the tales of tomorrow
These are the tales of tomorrow"
298,Soundwave (Radio Edit),R3hab(리햅),"Come around come around
make a wall of thunder
Be a spark in the dark
that tidal wave that's ignite
Build it up now
waiting for the drop is the wonder
Oh what a sound
weighing down all around
You're a beautiful sun
I need a soudwave
no slowing down sing woah woah
Into the sunrays
no cooling down sing woah
Let's just keep going on
ooo ooo oooo ooo ooo
Let's just keep goin'

No comin' down comin' down 
keep the innovations
Say hello to the crowd
our firebirds into the night
Turn it up now
sending only good vibrations
A whole wall of sound
crushing down all around
What a beautiful life
I need a soudwave
no slowing down sing woah woah
Into the sunrays
no cooling down sing woah
Let's just keep going
ooo ooo oooo ooo ooo
Let's just keep goin'"
300,Can't Take It (Feat. Cade),Breathe Carolina(브리쓰 캐롤라이나),"No no no
I just can't take it anymore
I just can't take it anymore

I just can't take it anymore
I should have listened to my friends
When they said you'd trouble
(No no no)
Then I never were or wasted
All this time on you
No no
I feel uncomfortable
No you don't need to explain (No no no)
Tho we can work it out
I'm not gonna play your games
I just can't take it anymore
I just can't take it anymore
I just can't take it anymore
I just can't take it anymore
I just can't take it anymore"
301,I'm an Albatraoz,AronChupa(아론처파),"Mesdames et Messieurs
S'il vous plaît
Soyez prêt pour AronChupa et Albatraoz
C'est parti!

Let me tell you all a story
About a mouse named Lorry
Yeah, Lorry was a mouse
In a big brown house
She called herself the hoe
With the money money flow

But fuck that little mouse
'Cause I'm an albatraoz

I'm an albatraoz
So what?
I'm an albatraoz

Yeah, Lorry said she was a mouse
Smoked that cheesn’ like a baoz
Monilie money money hoe
Chinka chinka chingka-flow

Yeah, Lorry was a witch,
Yeah, a sneaky little bitch

So fuck that little mouse
'cause I'm an albatraoz

I'm an albatraoz
So what?
I'm an albatraoz

Mesdames et Messieurs
S'il vous plaît
Soyez prêt pour AronChupa et Albatraoz
C'est parti!

I got it!

Ooh, I see ya, ooh, I see ya, ooh, I see ya

I'm an albatraoz
So what?
I'm, I'm, I'm...
Stop!
I got it

I'm an albatraoz"
302,In My Room (feat. Ty Dolla $ign & Tyga),Yellow Claw(옐로우 클로우),"We can do anything all your wildest dreams
Goin' up in my room
I know you a freak
Let's party let's drink
Then go to my room
Shake your thighs for the bed
I know you wanna leap straight to my room
You all I wanna see
Come follow me straight to my room

See you there
I see you there
If you ready let's go
If you ready let's go
I want you to want me to care
If you ready let's go
If you ready let's go

Follow me to my room a long way from the front door
The front door's a long way from the driveway
My place far, about an hour out, 
but 458's like catchin' a flight bae
Coco white, you know my smile bae
Wanna ride the boy, yippee-yo-kai-ay
Made her feel so good, she thought I was Kanye
But I'm T-Raww and my room's on the beach ma

We a drink, I'll be goin' real deep
In my room
I put that ass to sleep, put your hands on your feet
In my room
I already said you'se a freak 
but don't be using no teeth
In my room
Got some things I could teach ya girl,
I'm a dog with no leash
In my room

I see you there
I see you there
If you ready let's go
If you ready let's go
I want you to want me to care
If you ready let's go
If you ready let's go"
304,Mi Mi Mi (Radio Edit),Serebro(세레브로),"Mimimimimimimi
Mimimi only mimi
Mimimimimimimi
Mimimi sexy mi 

Mimimimimimimi
Mimimi only mimi
Mimimimimimimi
Mimimi sexy mi  

Mimimimimimimi

Hush now!
I can, motherocker give u complete bliss!
I got your “Wow wow!”
Look at my bottom, give it a kiss
I am so super pupper drupper,
I’m the front girl in round!

I am so cool with my fashion pink lips
Stacking money rolls down
All the boys say: “Wow wow!”
Girls in the back same: “Wow wow!”
Enter the party,
Call me dandy candy cause I’m high, high!
I am so super pupper drupper,
I’m the front girl in round!
I am so cool with my awesome 
big tits On the ground!

Mimimimimimimi
Mimimi only mimi
Mimimimimimimi
Mimimi Sexy me 

Mimimimimimimi
Mimimi only mimi
Mimimimimimimi
Mimimi sexy mi 

Yo yo
I pull up in Lamba
I pull up in my Louboutin
I pull up phone in my hand and 
ice on my bracelet and all I've got

I am so super pupper drupper,
I’m the front girl in round!
I am so cool with my fashion pink lips
Stacking money rolls down
All the boys say: “Wow wow!”
Girls in the back same: “Wow wow!”
Enter the party,
Call me dandy candy cause I’m high, high!
I am so super pupper drupper,
I’m the front girl in round!
I am so cool with my awesome 
big tits On the ground!

Mimimimimimimi
Mimimi only mimi
Mimimimimimimi
Mimimi Sexy me 

Mimimimimimimi
Mimimi only mimi
Mimimimimimimi
Mimimi sexy mi 

Mimimimimimimi
Mimimi only mimi
Mimimimimimimi
Mimimi Sexy me 

Mimimimimimimi
Mimimi only mimi
Mimimimimimimi
Mimimi sexy mi"
305,Party Train,Red Foo(레드푸),"REDFOO!
I need to know
Who came to turn up on their favourite festival
I need some people
Some party people
To jump on stage and rage with your bro

That's why I'm calling all my ravers
Best in candy flavours
Calling all my hipsters
To cool to be my listeners
Calling all the sinsters
With ir--onic T-shirts
Say no to Drugs
Gave the pay

And freak JUSTIN BEABER!
(Chigi Chigi Chigi Chigi Chigi Chigi Chum)
Excuse me who are you
Excuse me who are you
I am Ducken Duck Duck
The B is your instructor

ALL ABOARD
Get on that party train
(Music)
(Oh Oh)
Get on that party train
(Chigi Chigi Chigi Chigi Chigi Chigi Chum)
(Oh Oh)

Jump Jump Jump Jump Jump Jump Jump 
Jump Jump Jump Jump Jump Jump
Get on that party train
(Music)
I can feel
I need to let loose
Loosen your Kabus

I need to drink some juice with some jam 
so I can win and party with all my friends
Thats why I'm calling all my groupies
And ras them them like them bottles
Calling all my Duck Face Instagram models
Calling all the cuties that doing squats 
for their booties
Calling all my snapchatters

I need more disappearing boobies
Ass, Cash, Flash
Noone rides for free
(Oh Oh)
Ass, Cash, Flash

Noone rides for free BUT ME!
I am Ducken Duck Duck
The B is your instructor
ALL ABOARD
Get on that party train

(Music)
(Oh Oh)
Get on that party train
(Chigi Chigi Chigi Chigi Chigi Chigi Chum)
(Oh Oh)
Jump Jump Jump Jump Jump Jump Jump 
Jump Jump Jump Jump Jump Jump
Get on that party train
(Train Noises and Music)"
307,Sexy And I Know It,LMFAO(엘엠에프에이오),"When I walk on by
Girls be looking like damn he fly
I pay to the beat
Walking on the street
With in my new lafreak yeah
This is how I roll animal print
Pants out control
It's real fool with the big F o
They like bruce lee rock at the club ya
Girl look at that body
Girl look at that body
Girl look at that body I work out
Girl look at that body
Girl look at that body
Girl look at that body I work out
When I walk in the spot this is what I see
Everybody stops and they staring at me
I got passion in my pants
And I ain't afraid to show it
I'm sexy and I know it
I'm sexy and I know it
When I'm at the moss
Purity just can't fight them up
When I'm at the beach
I'm in a speedo trying to tan my cheeks
This is how I roll
Come on ladies it's time to go
We hit it to the bar baby don't be nervous
No shoes no shirt and I still get serviced
Girl look at that body
Girl look at that body
Girl look at that body I work out
Girl look at that body
Girl look at that body
Girl look at that body I work out
When I walk in the spot this is what I see
Everybody stops and they staring at me
I got passion in my pants
And I ain't afraid to show it
Show it show it show it
I'm sexy and I know it
I'm sexy and I know it
I'm SEXY AND I KNOW IT
Girl look at that body
Girl look at that body
Girl look at that body I work out
Girl look at that body
Girl look at that body
Girl look at that body I work out"
308,Wiggle (feat. Snoop Dogg),Jason Derulo(제이슨 데룰로),"Hey, yo, Jason
Say somethin to her
Holla at her

I got one question
How do you fit all that in them jeans?

You know what to do with 
that big fat butt

Wiggle, wiggle, wiggle
Wiggle, wiggle, wiggle
Wiggle, wiggle, wiggle
Just a little bit

Had that cake, had that cake
With no hands
Got me in this club making wedding plans
If I take picture 
while you do your dance
I can make you famous on Instagram
Hot damn it
Your booty lights two planets
Go head, and go ham sandwich
Woah
I can’t stand it

Cause You know what to do 
with that big fat butt

Wiggle, wiggle, wiggle
Wiggle, wiggle, wiggle
Just a little bit

Cadillac, Cadillac, pop that trunks
Let’s take a shot
Alley oops that dunk
Tired of forking that 9 to 5
Oh baby let me come 
and change your life
Hot damn it
Your booty lights two planets
Go head, and go ham sandwich
Woah
I can’t stand it

Cause You know what to do 
with that big fat butt

Wiggle, wiggle, wiggle
Wiggle, wiggle, wiggle
Just a little bit

Shake what your mama gave you
Misbehave you
I just wanna strip you, dip you
flip you, bubble bath you
What they do
Taste my rain drop, ok boo
Now what you’re willing
what you wanting, what you may do
Completely sample rated
til my deeply penetrated
Then I take I out, and wipe it off
Eat it, ate it, love it, hate it
Overstated, underrated
everywhere I been king
You wiggle, wiggle for the 
D, O, double G, a king

Come on baby
Turn around
You’re a star girl
Take a bow
It’s just one thing 
that’s killing me
How you get that in them jeans?

You know what to do with 
that big fat butt

Wiggle, wiggle, wiggle
Wiggle, wiggle, wiggle
Just a little bit

Now make it clap
Wiggle, wiggle, wiggle
Now make it clap
Wiggle, wiggle, wiggle
Make it clap
Now make it clap"
309,What I Did For Love (feat. Emeli Sande) (Vinai Remix),David Guetta(데이빗 게타),"What I did for love
What I did for love
What I did for love
What I did for love

I can't believe what I did for love
I can't believe what I did for us
Passionately burning to flames
Stitch myself up then I do it again
I can't believe what I did for love

What I did for love
What I did for love
What I did for love
What I did for love
What I did for love
What I did for love
What I did for love
What I did for love
What I did for love

What I did for love
What I did for love
It hurts that I remember every scar
And I've learned
But living is the hardest part

I can't believe what I did for love
I can't believe what I did for us
Passionately burning to flames
Stitch myself up then I do it again
I can't believe what I did for love

What I did for love
What I did for love
What I did for love
What I did for love
What I did for love
What I did for love
What I did for love
What I did for love
What I did for love"
311,Live for the Night,Krewella(크루엘라),"I live for the night
I live for the lights 
I live for the high til I'm free fallin' 
I live for the night
I live for the lights
I live for the high til I'm free fallin'
Til I'm free fallin
I live for the nights

I am tryna holla got that ink up on my colla'
Drinkin til it's nada, isn't whiskey I don't bother
My bitches ain't no dimes they be mothafuckin' dollars
So we stack our drinks up high, skyscrappin' til we taller
Ring ring hit that up show that universal love
If you bleed that red blood dance until you get enough
Ring ring hit that up show that universal love
If you bleed that red blood dance until you get enough 

Imma do what I want, whatever
Imma rage til the dawn, all nighter
Don't hold your breath you know I'll sleep when I am dead

I live for the night
I live for the lights 
I live for the high til I'm free fallin' 
I live for the night
I live for the lights
I live for the high til I'm free fallin'
I live for the night 
Free fallin'

I'm a grim reaper when I'm blarin' out your speaker 
Killin' out the weaker welcome to the final feature
My head is in the clouds, you can say that I'm a dreamer 
But I bang it super loud turn that bitch into a screamer

Imma do what I want, whatever
Imma rage til the dawn, all nighter
Don't hold your breath you know I'll sleep when I am dead

I live for the night
I live for the lights 
I live for the high til I'm free fallin' 
I live for the night
I live for the lights
I live for the high til I'm free fallin'

I live for the night
I live for the lights 
I live for the high til I'm free fallin' 
I live for the night
I live for the lights
I live for the high til I'm free fallin'

I live for the night"
