,노래제목,가수,가사
349,열애중,벤,"아직 이별 중인 나에겐
끝이 아닌 것만 같아서
다른 사랑 중인 너지만
나는 아직 너와 열애중
나도 너만큼만 헤어지고 싶어
아니 너보다 더 행복하고 싶어
너는 어떻게 날 잊었는지 가르쳐줘
아직 이별 중인 나에게
난 아직 열애중
누구보다 뜨겁게 사랑해
열애중 헤어져도 헤어진 적 없어
언젠가 내가 너와 이별할 수 있을까
너만 모르게 나는 아직 너와 열애중
매일 이별하고 있지만
아직 너를 기다리는 중
나도 너만큼만 못되지고 싶어
아니 너보다 더 나빠지고 싶어
너는 어떻게 날 잊었는지 가르쳐줘
아직 이별 중인 나에게
난 아직 열애중
누구보다 뜨겁게 사랑해
열애중 헤어져도 헤어진 적 없어
언젠가 내가 너와 이별할 수 있을까
아무도 모르게 여기서 널 멈추면
정말 이별이 될까 봐
그게 마지막이 될까 봐
널 후회하는 중
누구보다 너를 많이 원망하는 중
미워해도 미워한 적 없어
언젠가 내가 너를 잊고 살 수 있을까
너만 모르게 나는 아직 너와 열애중"
350,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),"넌 어땠는지, 아직 여름이 남아
왠지 난 조금 지쳤던 하루
광화문 가로수 은행잎 물들 때
그제야 고갤 들었었나 봐

눈이 부시게 반짝이던 
우리 둘은 이미 남이 되었잖아
네 품 안에서 세상이 내 것이었던 
철없던 시절은 안녕

오늘 바보처럼 
그 자리에 서 있는 거야
비가 내리면 흠뻑 젖으며 
오지 않는 너를 기다려 
나는 행복했어
그 손 잡고 걷던 기억에 
또 뒤돌아 봐 네가 서 있을까 봐

난 모르겠어 세상 살아가는 게
늘 다른 누굴 찾는 일 인지     
커피 향 가득한 이 길 찾아오며
그제야 조금 웃었던 나야

처음이었어 
그토록 날 떨리게 한 사람은 
너뿐이잖아
누구보다 더 사랑스럽던 네가 
왜 내게서 떠나갔는지

오늘 바보처럼 
그 자리에 서 있는 거야
비가 내리면 흠뻑 젖으며 
오지 않는 너를 기다려 
나는 행복했어
그 손 잡고 걷던 기억에 
또 뒤돌아 봐 
네가 서 있을까 봐

그 자리에서 매일 알아가 
조금씩 변해가는 내 모습은 
먼 훗날엔 그저 웃어줘

난 행복해
오늘 여긴 그 때처럼 아름다우니

괜히 바보처럼 
이 자리에 서 있는 거야
비가 내리면 흠뻑 젖으며 
오지 않는 너를 기다려
나는 행복했어 (나는 행복해)
광화문 이 길을 다시 한번 뒤돌아 봐 
네가 서 있을까 봐"
351,늦은 밤 너의 집 앞 골목길에서,노을,"오래되었어 그때 너의 웃음
너의 목소리 잊혀진거 같아
시간의 위로 그 말의 의미를 이젠 알아
아픈 니 얘기도 적당히 할 수 있어
그런데 이게 뭐랄까 난 난 술 한잔하면서
괜찮은 듯 얘기하며 널 털어냈는데
집으로 돌아오면서 한 번 더 떠오른 기억에
걸음을 멈춰 서서 이렇게 울고 있어
자연스럽게 발걸음을 돌려
나 바래다주던 익숙한 길을 가
밤이 깊어져서 아무것도 보이지 않아도
손을 흔들면서 인사하던 널 봤어
그런데 이게 뭐랄까 난 난 술 한잔하면서
괜찮은 듯 얘기하며 널 털어냈는데
집으로 돌아오면서 한 번 더 떠오른 기억에
걸음을 멈춰 서서 이렇게 울고 있어
아무도 없어서 참 다행이야
나 이렇게 편안히 너를 부를 수 있는 걸
외로운 위로겠지만
그래서 이젠 뭘 할까 난 난 널 생각했어도
괜찮은 듯 얘기하며 다 지워냈는데
집으로 돌아오면서 한 번 더 떠오른 추억에
걸음을 멈춰 서서 또다시 울고 있어"
352,솔직하게 말해서 나,김나영,"햇살이 좋았던 그 날
그만하자며 말을 하는 너
전혀 믿어지지가 않아
지금 이순간 모든 시간이 멈춘 듯
어떤 말을 해야할지
어떤 표정 지어야할지
아무것도 생각나지를 않아
솔직하게 말해서 나
헤어질 자신이 없어
괜찮은 척 웃으며 널
보내줄 자신이 난 없어
네가 없는 내 하루
하루도 생각한 적 없는데
나보다 나를 니가 더 잘 알면서
마지막 인사를 하며
멀어져가는 너를 보며
아무것도 할수있는 게 없어
솔직하게 말해서 나
헤어질 자신이 없어
괜찮은 척 웃으며 널
보내줄 자신이 없어
네가 없는 내 하루
하루도 생각한 적 없는데
나보다 나를 니가 더 잘 알면서
이별앞에 서 있는 너의 눈에 비춰진
애써 웃는 내 모습이
나를 더욱 아프게만해
솔직하게 말할게 나
헤어지고 싶지 않아
너 없이 나 혼자서
지낼 자신이 난 없어
네가 없는 내 하루 하루도
견딜수가 없는데
나보다 네가 먼저였던 날
나보다 나를 니가 더 잘 알면서"
353,가을의 밤,다비치,"이별하는 가을의 밤은 무릇 아파
정말 많이 사랑했단 그 말에 다시 눈물만
그랬듯이 슬픔은 결국 익숙하지 않아
바랐지만 그댄 내게 머물러주지 않아
사랑하는 그대여 거기 멈춰 서요
내 걸음이 따라가긴 너무 느려서
바라만 보네요
두 눈은 또 따라 흐려져요
나의 눈물 때문에
울지 않아 애써 견뎌도 눈썹이 젖어와
잊겠다고 말을 해도 다시 너를 생각해
사랑하는 그대여 거기 멈춰서요
내 걸음이 따라가긴 너무 느려서
바라만 보네요
두 눈은 또 따라 흐려져요
나의 눈물 때문에
얼마나 지나야 
이 제자리걸음을 멈출 수 있을까요
떠나가는 그대여 내게 약속해요
돌아오는 길은 부디 잊지 말아요
그 마음 떠나도
내가 이곳에서 기다려요
계절이 바뀐대도
나를 생각해줘요"
354,한 번만 내 마음대로 하자,HYNN(박혜원),"상상이 안가 너 없는 내가
그래서 여기까지 왔나 봐
겁먹은 나와 그게 버거운 너
설마 우리 여기까진 거니
긴 시간이 걸렸단 말야
날 내가 설득하면서
너를 믿고 사랑을 하기까지
우리 좀 더 해보자 내가 더 사랑할 게
날 사랑했던 이유가 기억날지도 몰라
밝은 내가 좋다고 했잖아 내가 좀 더 웃을게
한 번만 내 마음대로 하자 가지마
긴 겨울이 오고 있잖아
딴 계절 다른 시간에
그때 다시 이별을 얘기하자
우리 좀 더 해보자 내가 더 사랑할게
날 사랑했던 이유가 기억날지도 몰라
밝은 내가 좋다고 했잖아 내가 좀 더 웃을게
한 번만 내 마음대로 하자 가지마
우린 다르댔잖아 늘 네가 말했잖아
그 흔한 사랑들과는 비교하지 말라며
결국 흔한 말들로 핑계로 끝나고 있는 우리
딱 한 번만 내 말대로 하자 가지마"
355,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽(MAKTUB),"별빛이 내린 밤
그 풍경 속 너와 나
날 새롭게 하는
따뜻하게 만드는
니 눈빛 니 미소
영원히 담아둘게
너로 가득한 맘
널 닮아가는 나
날 위한 선물
꿈보다 더 아름다운
서로의 품에서
끝 없는 밤을 걷자
나의 모든 날들을 다 주고싶어
내 이 맘을 모두 전하고 싶어
잠들지 못한
푸른 바람들
이렇게 밝게 이 밤을 비춰
너와 작은 일상을 함께 하는게
내 가장 큰 기쁨인걸 넌 알까
내 세상 속에
넌 빛이 되어
지금 모습 그대로 내 곁에만
행복이 짙은 날
어둠이 없는 밤
같은 맘 속에
같은 꿈이 피어난 건
우리의 정해진
운명이 맞닿은거야
나의 모든 날들을 다 주고싶어
내 이 맘을 모두 전하고 싶어
잠들지 못한
푸른 바람들
이렇게 밝게 이 밤을 비춰
너와 작은 일상을 함께 하는게
내 가장 큰 기쁨인걸 넌 알까
내 세상 속에
넌 빛이 되어
지금 모습 그대로 내 곁에만
내게 온 너란 빛이 눈 부셔도
네 앞에서 한 순간도 눈 감지 않아
다가올 시간도
계절의 바람도
널 데려가지 못하게
내가 더 좋은 사람이 되고 싶어
더 아름답게 널 안을 수 있게
잠들지 못한
잠들 수 없는
바람들이 널 부르고 있어
언제까지나 너와 함께 할거야
내 마지막 숨결도 너일거야
내 세상 속에
넌 빛이 되어
지금 모습 그대로 내 곁에만
이렇게 밝게 이 밤을 비춰"
356,그냥 그렇게 됐어,지아(Zia),"잘 지내는지 너를 물을 때
잘 만나는지 물을 때
그럴 때는 할 말을 정했어
믿을 수밖에 없는 미리 연습을 해둔
거짓말
그냥 나 그렇게 됐어
뭐랄까 그다지 특별한 이유도 없어
흔하디흔한 이별한 것뿐이야
어쩌다 보니 그냥 그렇게 됐어
이러다 니가 돌아올까 봐
다시 날 안아볼까 봐
그럴까 봐 잘하지 못해도
좀 더 잘해야 하는 익숙해져야 하는
거짓말
그냥 나 그렇게 됐어
뭐랄까 그다지 특별한 이유도 없어
흔하디흔한 이별한 것뿐이야
어쩌다 보니 그냥 그렇게 됐어
니가 미워도 떠난 뒤에도
좋은 남자로 놔두고 싶어
그냥 나 그렇게 됐어
헤어지고 나니 달라지는 것도 없어
서로가 식어버려 끝난 거야
만나다 보니 그냥 그렇게 됐어
그냥 그렇게 됐어"
357,"그 자리에, 그 시간에",성시경,"살아가는 순간들 마다 
얼마나 많은 일들이
우연이라는 이름에 
빛을 잃었는지 
믿기 힘든 작은 기적들 
그 자리에 그 시간에 
꼭 운명처럼 우리는 놓여 있었던거죠 
스쳐 지나갔다면 다른 곳을 봤다면 
만일 누군가 만났더라면 
우린 사랑하지 않았을까요 

사랑하는 순간들 마다
얼마나 많은 말들이
이별이라는 끝으로
밀어 넣었는지
지나서야 깨닫는 일들
그 자리에 그 시간에
꼭 운명처럼 우리는 놓여 있었던거죠
그댈 안아줬다면 울리지 않았다면
우린 어떻게 되었을까요

그 자리에 그 시간에
헤어질 차례가 되어 놓여졌던 걸까요
그 말을 참았다면 다른 얘길 했다면
우린 이별을 피해갔을 것 같나요

잃어버린 반지처럼
꼭 찾을 것 같아 한참을 헤매겠지만
돌이킬 수 없는 일

그댈 안아줬다면 울리지 않았다면
우린 어떻게 되었을까요
정말 헤어지진 않았을까요"
358,헤어지자 (Prod. 정키),휘인(Whee In),"그럴 수도 있지 생각했어
잊어 보려 했어
지난 날의 모든 걸 노력했어
다시 시작해 보려고 했어
내겐 너 아니면 안 되는 걸 아니까
정말 그랬어
쉽게 잊혀지진 않았어
누구도 그랬을 거야
아무렇지 않진 않아도
이렇게까지 힘이 드는 건
널 처음 만나
설레었던 기억들이
꼭 어제처럼
선명해서 지워지질 않아
내가 알던 네 모습도 이젠
거짓말 같아서
믿을 수 없는 걸
헤어지자
어떻게 네가 그럴 수 있어
마치 내게 했던 말이 무색해지게
다 끝인 거야
쉽게 꺼낸 말은 아니야
누구도 그랬을 거야
아무렇지 않진 않아도
이렇게까지 힘이 드는 건
널 처음 만나
설레었던 기억들이
꼭 어제처럼
선명해서 지워지질 않아
내가 알던 네 모습도 이젠
거짓말 같아서
믿을 수 없는 걸
다 없었던 기억처럼
널 지울 수 있게
아무 말도 하지 말아 줘
왜 바보처럼
네가 했던 그 모든 말들을
난 믿었는데
어떻게 다 잊으라는 건지
내가 알던 네 모습도 이젠
거짓말 같아서
처음 만나 함께한 모든 게
헤어지자
이제 우리"
359,사랑이란 단어로는 설명이 어렵죠,오왠(O.WHEN),"그대에게 사랑이란 어떤 의미인가요
그저 한번 불고 마는 바람인가요
그 바람이 내 모든 걸 흔들어 논다면
그대는 믿을건가요
그댈 얼마나 사랑하는 지
내 마음을 다 꺼내어보여 줄 순 없지만
그저 바라보기만해도
벅차오르죠 설명이 어렵죠
세상 어떤 단어로도 설명이 안되죠
눈을 감고 밀어내도 꿈적 않네요
내가알던 사랑이란 모든 감정들을
송두리째로 흔들어 놓네요
그댈 얼마나 사랑하는 지
내 마음을 다 꺼내어보여 줄 순 없지만
그저 바라보기만해도
벅차오르죠 설명이 어렵죠
그댈 얼마나 사랑하는 지
내 마음을 다 꺼내어보여 줄 순 없지만
그저 바라보기만해도
벅차오르죠 설명이 어렵죠
사랑이란 단어로는 한없이 부족하죠
알고 있다면 내게 알려줘요"
360,아무렇지 않은 사람,카더가든,"그대의 마음이
변하지 않을 거라는
믿음과
나 바라왔던 그
품 속과 사랑의 평온
그대는
왜 내게 줬나요
아무렇지 않은 사람이 될게요
아무런 일도 없던 것처럼
감은 눈을 뜨면 너무 아픈 마음도
담대히 버텨낼 수 있기를
우연의 시작을
믿을 수 있게 되었고 믿었죠
고맙지 않아요
홀로 서 모든 아픔을
견뎌내는 나인데
아무렇지 않은 사람이 될게요
아무런 일도 없던 것처럼
감은 눈을 뜨면 너무 아픈 마음도
담대히 버텨낼 수 있기를
그 많은 시간 속에서
나란히 서 있던 우리 모습은
다 뭔가요
기억 못 할 거면서
날 지워버릴 거면서
아무렇지 않은 사람 난 못돼요
아프고 원망스러우니까
아무렇지 않게 그대는 가셔요
절대로 돌아보지 말고서
다시는 열지 않으려
옛 시간을 거꾸로
돌려 봐요 마지막일 거예요
숨죽여 울던 어제도
우리 자욱이겠죠
너무나도 아름다워 슬퍼요"
361,너도 그냥 날 놓아주면 돼,윤건,"반복돼 오늘도 이렇게
힘겨운 스물네 시간
반복돼 오늘도 머릿속엔
온통 너라는 사람
또 반복해 오늘도 너에게
하지 못한 말
수없이 반복해 나도 모르게
너와 함께 듣던 이 노래
마지막까지 날 걱정해주던
니 눈빛 잘 알아
그만큼 우리 미치도록 사랑했잖아
늘 안쓰러워하던 그 날들이 지나가면
이젠 너도 맘 아플 일 없을 거니까
흔들리지마 이젠 나는 괜찮아
너도 이젠 너의 갈길
그대로 그냥 가면 돼
내가 널 놓을 수 있게
너도 그냥 날 놓아주면 돼
아픈 기억들만 내게 두고 제발 가
반복돼 오늘도 이렇게
멍청히 하루가
또 반복해 나도 모르게
너와 함께 듣던 이 노래
마지막까지 날 위로해주던
니 눈물 잘 알아
그만큼 우리 미치도록 힘들었잖아
사랑한 만큼 아프던
그날들이 지나가면
이젠 너도 좋은 기억만 남을 거니까
흔들리지마 이젠 나는 괜찮아
너도 이젠 너의 갈길
그대로 그냥 가면 돼
내가 널 놓을 수 있게
너도 그냥 날 놓아주면 돼
좋은 기억들만 가지고 제발 가
네가 잘 지냈으면 좋겠어
행복하면 더 좋고
흔들리지마 이젠 나는 괜찮아
너도 이젠 너의 갈길
그대로 그냥 가면 돼
내가 널 놓을 수 있게
너도 그냥 날 놓아주면 돼
아픈 기억들만 내게 두고
제발 가 제발 가"
362,진심이었던 사람만 바보가 돼,권진아,"괜한 생각을 했었나 봐
너를 믿어보겠다고
잘 알았어 너의 마음을
이제서야 안 게 우습게
진심이었던 사람만 바보가 돼
늘 그래왔어 한 치의 오차 없이
어쩜 애쓰면 쓸수록
나를 이렇게 바보로 만들어
진심이었기에 더 초라한 이 밤
널 잃고 싶지 않아서 놓쳐왔던
나를 이제는 찾아보려 해
널 놓아줄게
앞으로 난 오늘 이 공기를
미워하게 될 것 같아
내가 끔찍하게 작아졌던
오늘 밤을 떠올리게 될 테니까
진심이었던 사람만 바보가 돼
늘 그래왔어 한 치의 오차 없이
어쩜 애쓰면 쓸수록
나를 이렇게 바보로 만들어
진심이었기에 더 초라한 이 밤
널 잃고 싶지 않아서 놓쳐왔던
나를 이제는 찾아보려 해
널 믿었는데
널 믿었는데
같은 꿈을 꾸고 있다 믿었는데
우리가 함께 보낸 시간들
이젠 다 잊어야만 해
진심이었던 나만 바보가 돼
네가 정말 날 사랑했다면
애틋한 인사는 하지 말아 줘
그 인사가 날 다시 흔들지 않게
내가 마음껏 널 미워할 수 있게
악역이 되어줘 내가 더 이상
사랑하지 않게"
363,우리 왜 헤어져야 해,신예영,"이런 말 하기까지가 참 어려워서
그대를 보낼 준비가
되질 않아서
아프고 또 아파서
이젠 무뎌진 걸까
나의 욕심인가 봐
서운한 말을 하는 게
너무 미안했어
그토록 바라고 또
바랬던 서롤 볼 수 없을까 봐
그랬나 봐 내가
헤어지고 나서야 궁금해진 말
우리 왜 헤어져야 해
혹시 내가 잘못 한 게 있다면
한 번 더 내게 기회를 준다면
내가 더 노력할게
네가 싫어하던 행동도
다신 하지 않을게
돌아와 나를 꼭 안아줘
마음이 변한 거라면
솔직했음 해
내가 좀 구차해지면
다 잊혀질까
널 다시 외면하고
지낼 수 있을까
원래 없었던 것처럼 나 정말
나는 헤어지기 싫어
네가 너무 보고파
네가 자꾸 생각나
내게 돌아와 줘
그때 널 붙잡지 못했던
나를 용서한다면
돌아와 나를 꼭 안아줘
많이 사랑하나 봐
비참해진 나지만
이렇게라도 해서 널
다시 만날 수 있게 되면
너무 밉다고 그냥 네게 안겨서
왜 이제서야 돌아왔냐고
울고불고 소리칠 텐데
나는 헤어지기 싫어
하고 싶은 말이 많은데
혼자 두고 가지 말라고
네 손을 붙잡아도
끝을 혼자 정해버리고
왜 날 두고 떠나가
다신 보지도 않을 사람처럼
아직 헤어지기 싫어
네가 아직 좋아서
찢어질 듯 아파와
그런 말 하지 마
내가 잘못 한 게 있다면
내가 미안하다고
제발 날 떠나지 말아 줘"
371,Just Do It (feat. Emmi),Houses On The Hill,"Don't need someone to save me no
And don't come running to blame me mm
From miles away  i can tell that something's off
The way you look and how you pause
When you talk
I think you've said enough
You said your love for me is something
Brand new
You said this is something you would never do
Here we are in your car
Let me see who you are
Who you really are yeah
Don't need you here to say
You're sorry 'cause if
You're gonna leave me then just do it don't
Take it slow don't be gentle
No I just gotta know
If you're gonna leave me then just do it
Ooh ooh
Ooh ooh yeah
Ooh ooh
Ooh ooh yeah
Let's be honest for a second yeah
You'll be in over your head babe
'Cause there is no one other than me
That can make you feel
The way you feel when I hold you
I think I've said enough
You said your love for me is something
Brand new
You said this is something you would never do
Here we are in your car
Let me see who you are
Who you really are yeah
Don't need you here to say you're sorry
'Cause if
You're gonna leave me then just do it don't
Take it slow don't be gentle
No I just gotta know
If you're gonna leave me then just do it
Ooh ooh
Ooh ooh yeah
Just do it
Ooh ooh
Ooh ooh yeah
Don't need you here to say you're sorry
'Cause if
You're gonna leave me then just do it don't
Take it slow don't be gentle
No I just gotta know
If you're gonna leave me then just do it"
378,Plaza Avenue,Ardhito Pramono,"Don't put me into your lovely day
'Cause I don't belong to you
I put this melody from my guitar
But still I will remember you
Taught me all the love and game
At the plaza avenue
Share all the memories of you and me
But still I will remember you
The smell of your lovely
Taking me back to you
Please tell me something new
I write the song for two
If only that I'd knew
You're too good to be true
And all the love starting to bloom
The smell of your lovely
Taking me back to you
Please tell me something new
I write the song for two
If only that I'd knew
You're too good to be true
And all the love starting to bloom
If I could have that every time
I'd choose to be with you
We will be family
Just you and me
And still I will remember you
We will be family
Just wait and see
My heart will be loving you"
379,Coffee Cup (Chill Edit),Anthony Lazaro,"...*

I don't wanna be lonely
When winter is freezing
And trees start to bald

And I don't wanna be sitting
Alone in a room
that's just filled with my soul

So I came to this place
Looking for a familiar face
And that's when I saw you

Cause you don't know me and I don't know you
but it breaks my heart you looking so blue
On the last of the year

I've just peeked your name on the coffee cup
what a stroke of luck the guy just messed up
and gave your cup to me

So we're swapping our cups
and after a while
We're swapping a glance

And I can think nothing better
than starting the year with a drop of romance

Cause I came to this place
Looking for a familiar face
And that's when I met you

Cause you don't know me and I don't know you
but it breaks my heart you looking so blue
On the first of the year

I've just peeked your name on the coffee cup
what a stroke of luck the guy just messed up
and gave your cup to me

A dark cappuccino is what made us meet
The way you came toward me dragging you feet
And I just smiled at you

...*"
381,어떻게 지내 (Prod. By VAN.C),오반,"어떻게 지내 식상한 말이
내 가사가 될 줄 몰랐어
얼마 안됐네 지나온 날이
다 알아도 그립더라고
I still need you
I need you
I still need you
I need you
시간이 필요했어 우린 정말 사랑했지만
가살 쓰는 법도 잊어버리게 됐지 난
넌 헤어지면 우리 노랠 제발 내지 말아
달라 했지만 못 들어줘 미안
나는 하루 종일 누워 있었어
불면이 심해져서 안 피곤한 날이 없어
가끔은 문 밖에서 누가 문을 두드려
그건 환상인데도 나는 두려워
다시 눈 뜨면 니가 있을까
그럼 무서운 표정을 지을까
아니면 어떤 대화를 나누고 싶어질 수도
있어 그때처럼
대체 왜 보고싶지 남겨진 상처 대신
남은 건 혼자 돼버린 역시 너와 나겠지
난 아직 낯설기만 해 넌 어때
더 지독해 지기 전에 잊어볼게
어떻게 지내 식상한 말이
내 가사가 될 줄 몰랐어
얼마 안됐네 지나온 날이
다 알아도 그립더라고
I still need you
I need you
I still need you
I need you
월요일에 병원을 예약했어
너 없이 사는게 힘들었나봐
하루도 빼지 않고 사람을 만나
너도 알겠지만 오봉이도 데려 왔어
너무 그리워하지 않더라 예범이는
난 약을 먹었지만 아닐거야 별일은
자전거를 타고 어디론가 가려하면
다 너와 간 곳 뿐인게 좀 그럴 뿐야
여기저기에 핑계를 대 불면증 습관이 돼
너가 아닌 사람에게 널 원하고
흉터가 된 상처는 더 이상 아프지가 않잖아
그래서 널 그리나봐 이젠 눈물이 나와
널 다치게 하지 않을 순 없었을까
만약 나 때문이었다면 다 나 때문이면
어떻게 지내 식상한 말이
내 가사가 될 줄 몰랐어
얼마 안됐네 지나온 날이
다 알아도 그립더라고
I still need you
I need you
I still need you
I need you
널 이렇게 망가지게 한 게
나인 건 아닐까
내가 이렇게 망가지다니
대체 왜 병원에 다닐까
널 이렇게 망가지게 한 게
나인 건 아닐까
내가 이렇게 망가지다니
대체 왜 병원에 다닐까"
382,어떻게 지내 (답가),런치,"어떻게 지내 식상한 말이
네 가사가 될 줄 몰랐어
벌써 잊었네 지나간 날이
꽤 쉽게 잊혀지더라고
I don't need you
Don't need you
I don't need you
Don't need you
시간이 필요했어 정말 사랑했지만
노력 하는 게 지쳐버렸지 난
헤어지면 우리 노랠 제발 내지 말아
달라 했지만 또 해놓고 미안
나는 하루 종일 TV를 봤어
친구들 만나 매일 바빴어
그러다 문득 네가 눈 앞에 나타나
그건 환상이라고
다시 눈 뜨면 니가 있을까
매번 다짐을 해도 왜 그럴까
아니면 내가 외로웠던 걸까
익숙해질꺼야 없던 일처럼
대체 왜 보고싶니 남겨진 상처 보다
남은 건 혼자 돼버린 결국 너와 나잖아
난 생각보다 잘 살아 넌 어때
더 지독해 지기 전에 잊혀질게
어떻게 지내 식상한 말이
네 가사가 될 줄 몰랐어
벌써 잊었네 지나간 날이
꽤 쉽게 잊혀지더라고
I don't need you
Don't need you
And I don't need you
Don't need you
월요일에 네가 연락했어
나 없이 사는게 힘들었다고
반복되는 너의 거짓말
너도 알겠지만 이젠 지겹지도 않니
그리워하지 않는게 좋을거야
약은 이제 그만 별일은 없을거야
자전거를 타고 어디든 가보면
나와 갔던 곳 추억은 사라질 거야
여기저기서 수군대 집착은 습관이 돼
내가 아닌 사람에게 날 원하고
흉터가 된 상처는 더 이상 회복되지 않잖아
넌 아직인가봐 그말이 나와
날 다치게 하지 않을 순 없었을까
만약이란 따윈 없어 이젠 끝난거니까
어떻게 지내 식상한 말이
네 가사가 될 줄 몰랐어
벌써 잊었네 지나간 날이
꽤 쉽게 잊혀지더라고
I don't need you
Don't need you
And I don't need you
Don't need you oh
널 이렇게 망가지게 한 게
너인 건 아닐까
네가 이렇게 망가지다니
대체 왜 병원에 다닐까
또 이렇게 망가지지 말고
널 위해 살면 어떨까
네가 왜 이렇게 망가져
아니 대체 왜 다 끝난 거잖아"
383,클럽이라도 좀 가,헤이즈(Heize),"클럽이라도 좀 가
클럽이라도 좀 가
수척한 니 꼴 좀 봐
새로운 사랑 찾아가
걱정 마 난 괜찮아
정말로 난 괜찮아
행복해 난 잘 살아
내 성격 잘 알잖아
클럽이라도 좀 가

uh 대체 너 왜 그러는데
요즘에 니 컨셉이야 boy? 아님 뭔데
왜 여기저기에 넌 자꾸 불쌍한 척해
날 버린 건 넌데 날 나쁜 년 만들어 왜
이제와 은근슬쩍 나한테 떠넘겨 죄값?
도대체 내가 뭣 땜에 느껴야 해 죄책감
어느 날 갑자기였지
넌 내게 said good bye
언제까지 너만 기다릴 줄 알아 내가?
뭐 잠깐였지 너 떠나고서 힘들어했던 것도
뭘 몰랐던거지
너 아니면 안 될 줄 알았던 건
좋은 경험했어 니 덕에
그래서 나 지금은 두배로 행복해
그러니 내 걱정은 안해도 돼
good morning 창 밖을 봐 baby
손잡고 데이트 하기 좋은 날이야 baby
친구한테 소개팅도 좀 받아보고
나가 놀아 페북에 소설 그만 쓰고 yeah

클럽이라도 좀 가
클럽이라도 좀 가
수척한 니 꼴 좀 봐
새로운 사랑 찾아가
걱정 마 난 괜찮아
정말로 난 괜찮아
행복해 난 잘 살아
내 성격 잘 알잖아
클럽이라도 좀 가

니가 이러는거 충분히 돼 이해
허나 너도 알지 늦었단 걸 이젠
so 이쯤에서 그만 해주겠니 날 위해
주위 친구들에게까지 이게 왠 민폐야
다이아를 버리고 깨진 유리조각을 뭣
하러 주워 나의 곁에
이 사람 너무도 소중해
네게 돌아갈 이유가 없잖아
내가 아닌 누구라도 그럴 걸 아마
거들떠보지도 않던 커플 티셔츠
어쩌자고 지금 입고 돌아다녀?
자꾸 실수로 전화가 걸려?
그럼 간단해 그냥 내 번호를 지워
그래 나도 알지 물론
나 같은 여잔 못 만날 거란 뻔한 결론
그렇다고 그렇게 집에만 있지 말고
멋도 좀 부리고 오늘은 불금이니까

클럽이라도 좀 가
클럽이라도 좀 가
수척한 니 꼴 좀 봐
새로운 사랑 찾아가
걱정 마 난 괜찮아
정말로 난 괜찮아
행복해 난 잘 살아
내 성격 잘 알잖아
클럽이라도 좀 가

la la la la la la la la la la
la la la la la la la la la la
la la la la la la la la la la
la la la la la la la la la la

la la la la la la la la la la
la la la la la la la la la la
la la la la la la la la la la
클럽이라도 좀 가"
384,이 노래가 클럽에서 나온다면,우디(Woody),"이 노래가 클럽에서 나온다면
네가 이 음악에 춤출 수 있을까요
이 노래가 클럽에서 나온다면
혹시 그녀가 내게 전화할까요
이 노래가 흘러 네게 닿는다면
그대는 웃을까요 눈물 흘릴까요
궁금하죠 과연
You still have fire you still have fire
해가 지고 나서 눈이 떠진 날
침대가 너무 넓다고 느껴진 날
베개 하나가 할 일을 잃은 날
잠깐만 오늘 꿈에서 널 본 것 같아
난 한 번 더 보려고 눈을 감네
But I can do a nothing 적적한 마음에
떠날 거라면 이 맘도 가져가
어차피 넌 내 말 듣지 않을 거니까
이 노래가 클럽에서 나온다면
네가 이 음악에 춤출 수 있을까요
이 노래가 클럽에서 나온다면
혹시 그녀가 내게 전화할까요
이 노래가 흘러 네게 닿는다면
그대는 웃을까요 눈물 흘릴까요
궁금하죠 과연 과연
You still have fire fire
Fire up fire up fire up
You still have fire you still have fire
Fire up fire up fire up
You still have fire you still have fire
Fire up fire up fire up
You still have fire you still have fire
궁금하죠 과연 과연
You still have fire fire
그래 네가 맞아 네가 했던 말
다 맞는 말이고 이미 떠나보낸 막차
내가 전화해도 너는 받질 않아
손을 뻗어봤자 전혀
널 지워 버리려고 해
술의 힘을 빌려 Oh oh
But 또 가지 널 만나러 꿈속으로 3 2 1
이 노래가 클럽에서 나온다면
네가 이 음악에 춤출 수 있을까요
이 노래가 클럽에서 나온다면
혹시 그녀가 내게 전화할까요
이 노래가 흘러 네게 닿는다면
그대는 웃을까요 눈물 흘릴까요
궁금하죠 과연 과연
You still have fire fire
걸어와 줘 넌 내게로
여전히 넌 예쁜 채로
내 곁에 있어 내 옆에 있어
아직도 멈춘 시간 그곳에 있어
내 노래가 들리면 지금 전화해줘 1 2 3
이 노래가 클럽에서 나온다면
네가 이 음악에 춤출 수 있을까요
이 노래가 클럽에서 나온다면
혹시 그녀가 내게 전화할까요
이 노래가 흘러 네게 닿는다면
그대는 웃을까요 눈물 흘릴까요
궁금하죠 과연 과연
You still have fire fire
Fire up fire up fire up
You still have fire you still have fire
Fire up fire up fire up
You still have fire you still have fire
Fire up fire up fire up
You still have fire you still have fire
궁금하죠 과연 과연
You still have fire fire"
