,노래제목,가수,가사
21,Best Part (feat. H.E.R.),Daniel Caesar(다니엘 시저),"Oh ey
You don't know babe
When you hold me
And kiss me slowly
It's the sweetest thing
And it don't change
If I had it my way
You would know that you are
You're the coffee that I need in the morning
You're my sunshine in the rain when it's pouring
Won't you give yourself to me
Give it all oh
I just wanna see
I just wanna see how beautiful you are
You know that I see it
I know you're a star
Where you go I'll follow
No matter how far
If life is a movie
Oh you're the best part oh
Then you're the best part ooh
You're the best part
It's this sunrise
And those brown eyes yes
You're the one that I desire
When we wake up
And then we make love
It makes me feel so nice
You're my water when I'm stuck in the desert
You're the tylenol I take when my head hurts
You're the sunshine on my life
I just wanna see how beautiful you are
You know that I see it
I know you're a star
Where you go I'll follow
No matter how far
If life is a movie
Then you're the best part oh
You're the best part ooh
You're the best part
If you love me won't you say something
If you love me won't you
Won't you
If you love me won't you say something
If you love me won't you
Love me won't you
If you love me won't you say something
If you love me won't you
If you love me won't you say something
If you love me won't you
Love me won't you
If you love me won't you say something
If you love me won't you
If you love me won't you say something
If you love me won't you
Love me won't you"
22,Don't You Want Me (feat. The Weather Station),Bahamas(바하마),"You were workin' as a waitress
in a cocktail bar
When I met you
I picked you out
I shook you up and turned you around
Turned you into someone new

Now five years later on
you've got the world at your feet
Success has been so easy for you
But don't forget
it's me who put you where you are now
And I can put you back down too

Don't, don't you want me?
You know I can't believe it
When I hear that you won't see me

Don't, don't you want me?
You know I don't believe you
When you say that you don't need me

It's much too late to find
You think you've changed your mind
You'd better change it back
or we will both be sorry

Don't you want me, baby?
Don't you want me, ohh?
Don't you want me, baby?
Don't you want me, ohh?

I was working as a waitress
in a cocktail bar
That much is true
But even then I knew
I'd find a much better place
Either with or without you

The five years we have had
have been such good times
I still love you
But now I think it's time
I live my life on my own
I guess it's just what I must do

Don't, don't you want me?
You know I can't believe it
When I hear that you won't see me

Don't, don't you want me?
You know I don't believe you
When you say that you don't need me

It's much too late to find
When you think you've changed your mind
You'd better change it back
or we will both be sorry

Don't you want me, baby?
Don't you want me, ohh?
Don't you want me, baby?
Don't you want me, ohh?

Don't you want me, baby?
Don't you want me, ohh?
Don't you want me, baby?
Don't you want me, ohh?

Don't you want me, baby?
Don't you want me, ohh?
Don't you want me, baby?
Don't you want me, ohh?

Don't you want me, baby?
Don't you want me, ohh?
Don't you want me, baby?
Don't you want me, ohh?"
24,pass you by,Alaina Castillo,"Feel the rain as it falls
Wipe the tears from your face
Feel the sun kiss your skin
Like a love so far away
You let him get his way
You carried all his pain
Can't waste another day
Waiting to be loved
Don't let this moment pass you by
One day your heart might lose its mind
You're scared you don't deserve to smile
Don't let this moment pass you by
You were young he was cold
Stole the light from your eyes
You've been tryna let go of him
But he's there the thorn in your side
You let him get his way
You carried all his pain
Can't waste another day
Waiting to be loved
Don't let this moment pass you by
One day your heart might lose its mind
You're scared you don't deserve to smile
Don't let this moment pass you by
You've earned the right to know yourself
And you've earned the right
To love yourself oh
Don't let this moment pass you by
One day your heart might lose its mind
You're scared you don't deserve to smile
Don't let this moment pass you by
Pass you by pass you by pass you by"
25,Blue mood (Feat. suru),entoy,"It's all about blue
Everywhere we go loose
Feeling down we go
Blue hair blue face blue eyes
Blue skin deep blue black hearts
Looking at around
All blue we got
Sinking down far with the wave
I'm in the mood
Getting blue you know
I kinda love this shitty gloomy mood
I can be anything when I am in this mood
It can be anything you don't even guess
I'm getting blue
I'm getting blue
I'm getting blue
I'm getting blue
Everything is BLUE
I'm in the Blue Blue mood
BLUE feel like I'm colored blue
Anywhere I go and see are Blue
Now I'm sinking in the blue without you
I'm in BLUE
I'm in the Blue Blue mood
BLUE feel like I'm colored blue
Anywhere I go and see are Blue
Now I'm sinking in the blue without you
I'm waving waving
Deep inside of dark blue ocean all alone
Already sinking sinking
I think I need a little tank full of air
You never know what it is to be a like blue
I'm gonna keep my heart the other side of you
And gonna sing the blues alone inside of me
Then all the lonely feeling ready to be bloom
I can be anything when I am in this mood
It can be anything you don't even guess
I'm getting blue
I'm getting blue
I'm getting blue
I'm getting blue
Everything is BLUE
I'm in the Blue Blue mood
BLUE feel like I'm colored blue
Anywhere I go and see are Blue
Now I'm sinking in the blue without you
I'm in BLUE
I'm in the Blue Blue mood
BLUE feel like I'm colored blue
Anywhere I go and see are Blue
Now I'm sinking in the blue without you"
26,idontwannabeyouanymore,Billie Eilish(빌리 아일리시),"Don't be that way
Fall apart twice a day
I just wish you could feel what you say
Show never tell
But I know you too well
Kind of mood that you wish you could sell
If teardrops could be bottled
There'd be swimming pools filled by models
Told a tight dress is what makes you a whore
If i love you was a promise
Would you break it if you're honest
Tell the mirror what you know
She's heard before
Idontwannabeyouanymore
Hands getting cold
Losing feeling's getting old
Was I made from a broken mold?
Hurt I can't shake
We've made every mistake
Only you know the way that I break
If teardrops could be bottled
There'd be swimming pools filled by models
Told a tight dress is what makes you a whore
If i love you was a promise
Would you break it if you're honest
Tell the mirror what you know
She's heard before
Idontwannabeyou
Idontwannabeyou
Idontwannabeyou anymore"
27,I am not your ocean anymore,백예린 (Yerin Baek),"if you deserve it, you just have it    
네가 받을만하다면, 그냥 가져
enjoy what you really love 
네가 진실로 사랑하는 걸 즐기고
I really wish you well though
너가 정말 잘 지내길 바라

sometimes when I get high, 
I really miss you 
가끔 취했을 땐 네가 그리워
you always played the silly word games with me    
너와 항상 바보 같은 낱말 놀이를 했었는데 

stay where you are
네가 있는 곳에 머물러줘
don’t fall back down 
절대 떨어지지 말고 
I need you to shine
like there’s still some hope in your world     
아직도 세상엔 희망이 있다는 듯이 빛나주길 바라 
but baby, don’t remember the time
when we loved    
하지만 우리가 사랑한 시간은 기억하지 마

if you want to tell your version of our story
너가 생각한 대로의 우리 얘길 하고 싶다면
go ahead and tell ‘em
가서 말해도 돼  
sometimes when we get drunk,
we used to forget everything
우리는 취했을 때면 모든 걸 잊고
and run through the hallway 
복도를 누볐었는데 말야 

stay where you are
넌 네가 있는 곳에 머물러
don’t fall back down
떨어지지말고 
I beg you to shine
빛나주길 빌게
like there’s still some hope in your world
너의 세상엔 아직도 희망이 있다는 듯이
but baby,
don’t remember the time when we loved 
하지만 우리가 사랑한 시간은 기억하지 마

stay where you are
넌 네가 있는 곳에 머물러
don’t fall back down
떨어지지 말고 
I beg you to shine
빛나주길 빌게
like there’s still some hope in your world
너의 세상엔 아직도 희망이 있다는 듯이
but baby,
don’t remember the time when we loved 
하지만 우리가 사랑한 시간은 기억하지 마
don’t remember the time when we loved
우리가 사랑한 시간은 기억하지 마
don’t remember the time when we loved
우리가 사랑한 시간은 기억하지 마"
29,The Joker And The Queen (feat. Taylor Swift),Ed Sheeran(에드 시런),"How was I to know
It's a crazy thing
I showed you my hand
And you still let me win
And who was I to say
That this was meant to be?
The road that was broken
Brought us together
And I know
You could fall for a thousand kings
And hearts
That would give you a diamond ring
When I fold
You see the best in me
The joker and the queen
I've been played before
If you hadn't guessed
So I kept my cards closed
To my foolproof vest
But you called my bluff
And saw through all my tells
And then you went all in
And we left together
And I know
You think that what makes a king
Is gold
A palace and diamond rings
When I fold
You see the best in me
The joker and the queen
And I know
You could fall for a thousand kings
And hearts
That would give you a diamond ring
When I folded
You saw the best in me
The joker and the queen
The joker and the queen"
30,Rainbow,Colbie Caillat(콜비 카레이),"I'm still feelin the rain fall
And bouncin off my skin
How long do I have to wait for
The sun to shine again
Come on paint me the rainbows
I can follow it
I don't know where it'll take me
But I like wonderin

Wherever you are
Where will you be
Are you the same or
Dreamin after waitin only for me
Waiting for love
Waiting for the same or
Dreamin on the other side
Hoping no matter how far I'll find my way to you
Followin a rainbow

I'm gonna stop in the middle
Hang my feet off the edge
I got no reason to worry
I know I'll find the end
That's where you'll be waiting
I hope you don't forget
That I won't quit till I find you
No matter the risk

Wherever you are
Where will you be
Are you the same or
Dreamin after waiting only for me
Waiting for love
Waiting for the same or
Dreamin on the other side hoping that
No matter how far I'll find my way to you
Followin a rainbow

Stuck in my mind
I'm wasting time
I'm still on my own
I never thought that I would find my way
Into the light
Dreamin to find
Who ever you are

Wherever you are
Where will you be
Are you the same or
Dreamin on the other side waiting for me
Waiting for love
Waiting for the same or
Dreamin on the other side hoping that
No matter how far I'll find my way to you
Followin a rainbow

Ooohooohooohooooh yea yea yea...
I know we're gonna find it
I know we're gonna find it
I'm never gonna let you go
I know I'm gonna find you
I know I'm gonna find you
I won't let you go

Followin the rainbow
Followin the rainbow
Followin followin
Followin the rainbow
I'm followin a rainbow

Whoa whoa whoa...

Followin the rainbow
Followin the rainbow
Followin followin"
31,Let’s Stay Together,Maroon 5(마룬 파이브),"I'm so in love with you
whatever you want to do
is alright with me
'Cause you make me feel so brand new
I wanna spend my life with you
let me say since babe
Since we've been together
loving you forever
is what I need
Let me be the one you come running to baby baby
I never be untrue babe
Baby let us stay together
loving you whether, whether time's good or bad, happy or sad come on~
whether time's good or bad, happy or sad come on~
Why somebody, why people break up, oh turn around and make up
I just can't see~~
'Cause you never do that to me, baby (would you, baby)
Being around you is all I see, yeah yeah
Baby Let's, we ought to stay together
loving you whether, whether time's good or bad, happy or sad come on
Let us stay together, gether baby
loving you forever
whether time's good or bad, happy or sad come on
good or bad, happy or sad come on
(good or bad, happy or sad)"
33,Autumn Leaves,Ed Sheeran(에드 시런),"Another day another life
Passes by just like mine
It's not complicated

Another mind
Another soul
Another body to grow old
It's not complicated

Do you ever wonder
If the stars shine out for you?
Float down
Like autumn leaves
Hush now
Close your eyes before the sleep
And you're miles away
And yesterday you were here with me

Another tear
Another cry
Another place for us to die
It's not complicated

Another life that's gone to waste
Another light lost from your face
It's complicated

Is it that it's over or do birds still sing for you?
Float down
Like autumn leaves
Hush now
Close your eyes before the sleep
And you're miles away
And yesterday you were here with me

Ooh how I miss you
My symphony played the song that carried you out
Ooh how I miss you
And I, I miss you and I wish you'd stay

Do you ever wonder
If the stars shine out for you?
Float down
Like autumn leaves
Hush now
Close your eyes before the sleep
And you're miles away
And yesterday you were here with me


Ooh oh, ooh oh
Ooh oh, ooh oh

Touch down
Like a seven four seven
Stay out and we'll live forever now"
34,Landslide,Dagny,"I took my love and I took it down
I climbed a mountain
And I turned around
And I saw my reflection
In the snow covered hills
Till the landslide brought me down
Oh mirror in the sky what is love?
Can the child within
My heart rise above?
Can I sail through
The changing ocean tides?
Can I handle the seasons of my life?
Ooh mm
Well I've been afraid of changing
'Cause I've built my life around you
But time makes you bolder
Even children get older
And I'm getting older too
Well I've been afraid of changing
'Cause I've built my life around you
But time makes you bolder
Even children get older
And I'm getting older too
Well I've been afraid of changing
'Cause I've built my life around you
But time makes you bolder
Even children get older
And I'm getting older too
I took my love I took it down
Climb a mountain then turn around
And if you see my reflection
In the snow covered hills
Well the landslide will bring you down"
35,Someone Like You,Adele(아델),"I heard That you're settled down
That you found a girl?
And you're married now
I heard
That your dreams came true
Guess she gave you things
I didn't give to you

Old friend
Why are you so shy
It ain't like you to hold back
Or hide from the light

I hate to turn up out of the blue
Uninvited
But I couldn't stay away
I couldn't fight it
I'd hoped you'd see my face
And that you'd be reminded
That for me
It isn't over

Never mind I'll find
Someone like you
I wish nothing but the best for you
Too Don't forget me
I beg I remember you say
Sometimes it lasts in love
But sometimes it hurts instead
Sometimes it lasts in love
But sometimes it hurts instead

You'd know?
How the time flies
Only yesterday
Was the time of our lives
We were born and raised
In a summer haze
Bound by the surprise
Of our glory days

I hate to turn up out of the blue
Uninvited But I couldn't stay away
I couldn't fight it
I'd hoped you'd see my face
And that you'd be reminded
That for me
It isn't over

Never mind I'll find
Someone like you
I wish nothing but the best for you
Too Don't forget me
I beg I remember you say
Sometimes it lasts in love
But sometimes it hurts instead

Nothing compares
No worries, or cares
Regrets and mistakes
They're memories made
Who would have known.. How..
Bittersweet?
This would taste

Never mind I'll find
Someone like you
I wish nothing but the best for you
Too Don't forget me
I beg I remember you say
Sometimes it lasts in love
But sometimes it hurts instead

Never mind I'll find
Someone like you
I wish nothing but the best for you
Too Don't forget me
I beg I remember you say
Sometimes it lasts in love
But sometimes it hurts instead
Sometimes it lasts in love
But sometimes it hurts instead"
36,The A Team,Ed Sheeran(에드 시런),"White lips, pale face
Breathing in snowflakes
Burnt lungs, sour taste
Light's gone, day's end
Struggling to pay rent
Long nights, strange men

And they say 
She's in the Class A Team
Stuck in her daydream
Been this way since 18
But lately her face seems
Slowly sinking, wasting
Crumbling like pastries
And they scream
The worst things in life come free to us
Cos we're just under the upperhand
And go mad for a couple of grams
And she don't want to go outside tonight
And in a pipe she flies to the Motherland
Or sells love to another man
It's too cold outside
For angels to fly
Angels to fly

Ripped gloves, raincoat
Tried to swim and stay afloat
Dry house, wet clothes
Loose change, bank notes
Weary-eyed, dry throat
Call girl, no phone

And they say 
She's in the Class A Team
Stuck in her daydream
Been this way since 18
But lately her face seems
Slowly sinking, wasting
Crumbling like pastries
And they scream
The worst things in life come free to us
Cos we're just under the upperhand
And go mad for a couple of grams
And she don't want to go outside tonight
And in a pipe she flies to the Motherland
Or sells love to another man
It's too cold outside
For angels to fly
Angels to fly
An angel will die
Covered in white
Closed eye
And hoping for a better life
This time, we'll fade out tonight
Straight down the line

And they say 
She's in the Class A Team
Stuck in her daydream
Been this way since 18
But lately her face seems
Slowly sinking, wasting
Crumbling like pastries
They scream
The worst things in life come free to us
And we're all under the upperhand
Go mad for a couple of grams
And we don't want to go outside tonight
And in a pipe we fly to the Motherland
Or sell love to another man
It's too cold outside
For angels to fly
Angels to fly
To fly, fly
Angels to fly, to fly, to fly
angels to die"
38,Fast Car,Tracy Chapman(트래이시 채프만),"You got a fast car
I want a ticket to anywhere
Maybe we make a deal
Maybe together we can get somewhere

Anyplace is better
Starting from zero got nothing to lose
Maybe we'll make something
But me myself I got nothing to prove

You got a fast car
And I got a plan to get us out of here
I been working at the convenience store
Managed to save
just a little bit of money

We won't have to drive too far
Just across the border and into the city
You and I can both get jobs
And finally see what it means to be living

You see my old man's got a problem
He live with the bottle that's the way it is
He says his body's too old for working
I say his body's too young
to look like his

My mama went off and left him
She wanted more from life
than he could give
I said somebody's got to
take care of him
So I quit school and that's what I did

You got a fast car
But is it fast enough so we can fly away
We gotta make a decision
We leave tonight or live and die this way

So I remember when we were driving
driving in your car
The speed so fast I felt like I was drunk
City lights lay out before us
And your arm felt nice
wrapped around my shoulder

And I had a feeling that I belonged
And I had feeling I could be someone
be someone, be someone

You got a fast car
And we go cruising
to entertain ourselves
You still ain't got a job
And I work in a market
as a checkout girl

I know things will get better
You'll find work and I'll get promoted
We'll move out of the shelter
Buy a big house and live in the suburbs

So I remember when we were driving
driving in your car
The speed so fast I felt like I was drunk
City lights lay out before us
And your arm felt nice
wrapped around my shoulder

And I had a feeling that I belonged
And I had feeling I could be someone, be someone, be someone

You got a fast car
And I got a job that pays all our bills
You stay out drinking late at the bar
See more of your friends
than you do of your kids

I'd always hoped for better
Thought maybe together
you and me would find it
I got no plans I ain't going nowhere
So take your fast car
And keep on driving

So I remember when we were driving
driving in your car
The speed so fast I felt like I was drunk
City lights lay out before us
And your arm felt nice
wrapped around my shoulder

And I had a feeling that I belonged
And I had feeling I could be someone, be someone, be someone

You got a fast car
But is it fast enough
so you can fly away
You gotta make a decision
Leave tonight or live and die this way
  
 당신에겐 좋은 차가 있잖아요
목적지는 상관없이 표 한 장 있으면 해요
얘기 좀 해 볼 수도 있잖아요
어쩌면 우리 함께 어디론가 갈 수도 있어요

어느 곳이라도 좋아요
무일푼에서 시작했으니 잃을 것도 없어요
우리가 대단한 성공을 할지도 모르지만
내게는 그걸 증명할 게 아무 것도 없어요

당신에겐 좋은 자동차가 있고
내게는 이 곳을 벗어날 생각이 있어요
난 편의점에서 일해오면서
근근이 푼돈이나
모으며 살아 왔어요

멀리 갈 것도 없어요
그냥 경계를 넘어 도시로 들어가서
직장을 구해보는 거죠, 그리고 마침내 그게
삶에 어떤 의미를 갖는지 깨닫는 거에요

우리 아빠한텐 문제가 있다는 거 알죠?
술병을 달고 사는 아빠는
너무 나이 들어서 일을 못하겠다고 해요
하지만 내가 보기엔 너무 젊음이 넘쳐 나서
그 몸이 아빠라고는 믿기지 않아요

엄마는 아빠를 버리고 떠났어요
엄마는 인생에서 아빠가 줄 수 있는 것
이상을 원했거든요
난 누군가가 아빠를
돌봐야 한다고 말했어요
그래서 학교를 그만 두었죠

좋은 차를 갖고 있군요
우리가 멀리 떠날 수 있을 만큼 빠른가요
결정을 내려야 해요
오늘 밤 떠나든가 이대로 살다 죽는 거죠

당신 차를 타고
달리던 걸 기억해요
너무 빨라서 술에 취한 것 같았죠
앞에는 도시의 불빛이 펼쳐져 있고
내 어깨를 감싼 당신의 팔에
난 행복했어요

난 소속감을 느꼈어요
그리고 내가 다른 사람이,
다른 사람이 된 것 같았죠

차가 멋지군요
그리고 우린 차를 타고
즐거움을 맛보고 있어요
당신은 아직 직장을 얻지 못했고
나는 가게에서
계산원으로 일하고 있어요

상황이 나아질 거에요
당신은 직장을 잡고 난 승진할 거에요
그리고 보호소를 벗어나서
교외에 커다란 집을 사겠죠

당신 차를 타고
달리던 걸 기억해요
너무 빨라서 술에 취한 것 같았죠
앞에는 도시의 불빛이 펼쳐져 있고
내 어깨를 감싼 당신의 팔에
난 행복했어요

난 소속감을 느꼈어요
그리고 내가 다른 사람이,
다른 사람이 된 것 같았죠

당신은 좋은 차를 가졌고
난 우리 생계를 꾸려야 하는 직장이 있어요
당신은 밤 늦도록 술집에 있고
우리 아이들 보다
친구들과 지내는 시간이 많아요

난 항상 잘 될거라 바랬어요
어쩌면 우리가 함께
길을 찾을 수 있을 거라 생각했죠
이젠 계획도, 갈 곳도 없어요
당신 그 잘난 차를 가지고
가 버리세요

당신 차를 타고
달리던 걸 기억해요
너무 빨라서 술에 취한 것 같았죠
앞에는 도시의 불빛이 펼쳐져 있고
내 어깨를 감싼 당신의 팔에
난 행복했어요

난 소속감을 느꼈어요
그리고 내가 다른 사람이,
다른 사람이 된 것 같았죠

차가 멋지군요
하지만 멀리 떠날 수
있을 만큼 빠른가요
오늘밤 떠나든가, 이대로 살다 죽을지
우린 결정을 내려야 해요
 

 
1980년대 말 주목을 받으며 떠오른 포크록 싱어송라이터 Tracy Chapman의 전성기는 아마도 이 곡이 수록된 데뷔앨범을 발표했을 때가 아니었나 싶습니다. 데뷔 앨범을 발표한 이듬해 네 개의 그래미상을 거머쥐며 잊혀져 갔던 singer/songwriter 전통을 계승하면서, 데뷔와 동시에 열광적인 반응을 이끌어 냈던 그녀를 대변하는 곡으로 이 곡을 꼽지 않을 수 없군요.

 fast car
'빠른 차'라고 했다가는 분위기 깨질 것 같네요. 노래 분위기에 맞게 그때그때 적당하게 말을 바꾸었습니다.

 his body's too young to look like his
아빠는 자기가 너무 늙어서 일을 할 수 없다고 하지만 다른 사람이 보기엔 젊음이 펄펄 넘쳐 나는 것처럼 보이나 봅니다. 너무 젊어 보이기 때문에 오히려 자기 아빠라고 믿어지지 않는다는 비아냥이 섞인 말이군요.

 I had a feeling that I belonged
불확실한 미래를 향해 한가닥 희망만을 안고 연인과 함께 떠나는 여행. 세상이 나를 버려도 나를 사랑해 주는 한 사람만 있다면 자신도 이 세상에서 발붙일 곳이 있다는 위안을 삼는 부분입니다. 살아가면서 어디엔가 '속해있다'는 건 정말 중요한 일입니다"
