,노래제목,가수,가사
930,"Long way (Feat. 1day, Urb fisher)",릴러말즈 (Leellamarz),"We've been through the long way
앞으로도 함께할게
Where the fuck bitches at
언제나 그렇듯이 피하지 쟤네는
We don't give a f
We don't care anything
I just wanna sing 친구야 Feel me?
We've been through the long way
앞으로도 함께할게
우리 같이 걸어
추울 때 좀 더 따뜻하게
돈은 좀만 이따 벌어
지금 너가 내 옆에 있는데
그날을 기억해
같이 손잡고 아무것도 없이 집 나와
나와 같이 찾았지 Long way
거기 진짜 보물들이 있더라고
우리가 본 지도 이름
너도 알잖아
우리 가본 길이 적지 않아
너를 알아 포기 말아
우리 가볼 길이 많아 꺾지 말자
너는 나를 잡아 좀만 더 있어봐 울지 말아
상황은 변하고 우린 그때 웃게 될 거야
어쩌면 나와 가는 길이 너를 더
힘들게 할지 몰라 먼저 미안해
처음은 많이 지나왔지 너를 더
믿게 된 만큼 너도 이제 날 믿어
We've been through the long way
앞으로도 함께할게
Where the fuck bitches at
언제나 그렇듯이 피하지 쟤네는
We don't give a f
We don't care anything
I just wanna sing 친구야 Feel me?
We've been through the long way
앞으로도 함께할게
Long way long day
우린 길을 찾아왔고 Fly all day
Switch lanes runaway 없이
Swank부터 성장했지 1day
Funny times always make me laugh
웃을 일만 있었던 건 아니야
그래도 분위기는 Flat 보단 Sharp
보기보다 우린 분석하는 타입
We gon shine for the day n night
난 너를 위해서 Ride or die
We love peace ways a dynamite
터뜨리고 Stand at vallhalla
How about being cool at life
Don't give a fuck
이 노래는 그냥 Ooh la la
How about being cool at lights
정상에서 만나 입고 Suit n tie
We've been through the long way
앞으로도 함께할게
Where the fuck bitches at
언제나 그렇듯이 피하지 쟤네는
We don't give a f we don't care anything
I just wanna sing 친구야 Feel me?
We've been through the long way
앞으로도 함께할게
We've been through the long way
앞으로도 함께할게
Where the fuck bitches at
언제나 그렇듯이 피하지 쟤네는
We don't give a f
We don't care anything
I just wanna sing 친구야 Feel me?
We've been through the long way
앞으로도 함께할게"
931,이대로만 (Feat. 죠지),로꼬,"느리게 흘렀으면 해 여름밤 너와 나
아침이 되면 전부 다 없어져 버릴 것 같아서
조금이라도 더 멈추고 싶어
시간을 피해서 숨어있고 싶어
이대로만
더 이상 차가워지지 않게
이대로만
영원한 건 없다지만 난 믿지 않을래
꽉 차있어 머릿속 없지 숨 쉴 곳
날씨가 좋아서 나가도 봤지만 찾잖아 몸 숨길 곳
결국 일이잖아 휴식도 열정 열정 부질없어
인사 각도 90도 빨리 가야 돼 무인도로 당장
난 멍을 때리고 앉아 이 고민들이 다
무슨 의미가 있을까
넌 말없이 내게 안겨
난 말해 조금만 더
시계는 보지 말고
붙잡아 두고 싶은 밤인데
난 내일로 안 돌아갈래
더할 나위 없게 이대로
너의 손을 놓지 않을래
느리게 흘렀으면 해 여름밤 너와 나
아침이 되면 전부 다 없어져 버릴 것 같아서
조금이라도 더 멈추고 싶어
시간을 피해서 숨어있고 싶어
이대로만
더 이상 차가워지지 않게
이대로만
영원한 건 없다지만 난 믿지 않을래
영원히 그늘질 나무를 찾아 산으로
가면 보일까 싶어서 계속 올랐어
우린 너무 높아 녹아 없어질지도
모르지만 우린 쉴만한 곳을 찾아서
오르고 또 올라
고르고 또 골라
아무것도 몰라 우린 계속해서 올라
오르고 또 올라
고르고 또 골라
아무것도 모르지만 어딘가 있을 패러다이스
이대로만 이대로만 이대로만
머물러줘 내 옆에
그대로만 그대로만 그대로만
있어주면 돼 옆에
느리게 흘렀으면 해 여름밤 너와 나
아침이 되면 전부 다 없어져 버릴 것 같아서
조금이라도 더 멈추고 싶어
시간을 피해서 숨어있고 싶어
이대로만
더 이상 차가워지지 않게
이대로만
영원한 건 없다지만 난 믿지 않을래"
932,Obsessed,Calvin Harris(캘빈 해리스)CONNECT 아티스트,"I miss you every single day
but you don't even look my way
I really wish you were obsessed with me
I miss you every single day
but you don't even know my name
I really wish you were obsessed with me
Not the regular degular gyal weh yuh mix? (No)
Blunts? Mi wi tek yuh high like di weed (Hey)
Replacing feelings wid a bad Louis V (Woo)
Suh G mi a tell yuh run di money (Yes)
Obsessed wid my pretty pink flesh
When I'm outside he be gettin' no press
Hot gyal body look like it live inna Gemini
Ain't gonna sob me to a man I ain't no big enough
No oh man a stress over boys
I can do without 'em 'cause I got my toys yeah
All you niggas are dogs
The way you get this pussy up with you
and your paws
Woi I need a big man (Big) Aston Martin (Oh)
Big mansion (Yeah) no apartment (Oh yeah)
I keep it working but it's loved
High hopes but it's all for nothing yeah
I miss you every single day
but you don't even look my way
I really wish you were obsessed with me
I miss you every single day
but you don't even know my name
I really wish you were obsessed with me
You don't even notice
when I touch down in the city
I used to be top of your mind
My hope you were holding close to you
when you are with me
But now someones taking your time
Baby I'm waiting for you to come to your senses
You say that you need me tell me
what are our chances?
Nah oh hey
Yeah
Baby nah
Baby nah
I miss you every single day
but you don't even look my way
I really wish you were obsessed with me
I miss you every single day
but you don't even know my name
I really wish you were obsessed with me
Yeah ah oh
Yeah ooh yeah (Ooh yeah yeah)
Yeah (Whoa) uh
Yeah where is love babe?
Ah (Ah) ah (Ah)
Ah (Ah) ah (Ah)
Ah (Ah) ah (Ah)
Ah (Ah) ah (Ah)"
933,Drops (feat. Tom Bailey),FKJCONNECT 아티스트,"Well I'm gonna let you know
My mind is made up
And I wanna go
And I've been thinking about what to do
Been thinking about me about me and you
For a long time I've tried to find
A reason to stay here in this cage of mine
Well I I don't need no borderline
I I don't need that fame of mine
Let me tell you
I don't need nobody
Nobody but me mmm
I don't want nobody
Nobody but me nobody
Now a year gone by and I want you back
This things that ever said
But great seeing your neck
Funny how I never ever saw before
I guess sometimes you got
To walk out the door
Don't it always seem to go
You don't know what you've got till it's gone?
(Joni Mitchell never lies)
Don't you know it seem to go
I betcha you don't know
What you got till it's gone
(And Joni Mitchell never lies)
I do need somebody
I need my baby yeah
I do need somebody
I need my baby
I do need somebody
I need my baby
I do need somebody
I need my baby
I don't want I don't want I don't need
I don't want I don't want I don't need
I don't want I don't want I don't want
I don't want I don't want I don't want
(Ah)
(Ah)
I don't want no I
I do need somebody
I need my baby yeah yeah mmm
I do need somebody
I need my baby"
934,Sorry Not Sorry,Demi Lovato(데미 로바토),"Payback is a bad bitch
And baby I'm the baddest
(I'm the baddest I'm the baddest)
Now I'm out here looking like revenge
Feelin' like a ten the best I've ever been
And yeah I know how bad it must hurt
To see me like this
But it gets worse (Wait a minute)
Now you're out here looking like regret
Ain't too proud to beg second chance
You'll never get
And yeah I know
How bad it must hurt to see me like this
But it gets worse (Wait a minute)
Now payback is a bad bitch
And baby I'm the baddest
You fuckin' with a savage
Can't have this can't have this (Ahhh)
And it'd be nice of me to
Take it easy on ya but nahhh
Baby I'm sorry (I'm not sorry)
Baby I'm sorry (I'm not sorry)
Being so bad got me feelin' so good
Showing you up like I knew that I would
Baby I'm sorry (I'm not sorry)
Baby I'm sorry (I'm not sorry)
Feeling inspired 'cause the tables have turned
Yeah I'm on fire and I know that it burns
Baby fineness is the way to kill
Tell me how it feel bet it's such a bitter pill
And yeah I know
You thought you had bigger better things
Bet right now this stings (Wait a minute)
'Cause the grass is greener under me
Bright as Technicolor
I can tell that you can see
And yeah I know
How bad it must hurt to see me like this
But it gets worse (Wait a minute)
Now payback is a bad bitch
And baby I'm the baddest
You fuckin' with a savage
Can't have this can't have this (Ahhh)
And it'd be nice of me to
Take it easy on ya but nahhh
Baby I'm sorry (I'm not sorry)
Baby I'm sorry (I'm not sorry)
Being so bad got me feelin' so good
Showing you up like I knew that I would
Baby I'm sorry (I'm not sorry)
Baby I'm sorry (I'm not sorry)
Feeling inspired
'Cause the tables have turned
Yeah I'm on fire and I know that it burns
Talk that talk baby
Better walk better walk that walk baby
If you talk if you talk that talk baby
Better walk better walk that walk baby
Oh yeah talk that talk baby
Better walk better walk that walk baby
If you talk if you talk that talk baby
Better walk better walk that walk baby
Baby I'm sorry (I'm not sorry)
Baby I'm sorry (I'm not sorry)
Being so bad got me feelin' so good
Showing you up like I knew that I would
Baby I'm sorry (I'm not sorry)
Baby I'm sorry (I'm not sorry)
Feeling inspired
'Cause the tables have turned
Yeah I'm on fire and I know that it burns
Payback is a bad bitch
And baby I'm the baddest
I'm the baddest I'm the baddest"
935,Lavender Haze,Taylor Swift(테일러 스위프트),"Meet me at midnight
Staring at the ceiling with you
Oh you don't ever say too much
And you don't really read into
My melancholia
I been under scrutiny (Yeah oh yeah)
You handled it beautifully (Yeah oh yeah)
All this shit is new to me (Yeah oh yeah)
I feel the lavender haze creeping up on me
Surreal
I'm damned if I do give a damn
What people say
No deal
The 1950s shit they want from me
I just wanna stay in that lavender haze
All they keep asking me
(All they keep asking me)
Is if I'm gonna be your bride
The only kinda girl they see
(Only kinda girl they see)
Is a one night or a wife
I find it dizzying (Yeah oh yeah)
They're bringing up my history (Yeah oh yeah)
But you weren't even listening (Yeah oh yeah)
I feel the lavender haze creepin' up on me
Surreal
I'm damned if I do give a damn what people say
No deal
The 1950s shit they want from me
I just wanna stay in that lavender haze
That lavender haze
Talk your talk and go viral
I just need this love spiral
Get it off your chest
Get it off my desk (Get it off my desk)
Talk your talk and go viral
I just need this love spiral
Get it off your chest
Get it off my desk
I feel the lavender haze creeping up on me
Surreal
I'm damned if I do give a damn
What people say
No deal (No deal)
The 1950s shit they want from me
I just wanna stay in that lavender haze
Get it off your chest
Get it off my desk
The lavender haze
I just wanna stay
I just wanna stay in that lavender haze"
936,Body & Soul (feat. Biig Piig),Emotional Oranges,"Yeah let me tell you 'bout this fireplace
That we're gonna lay in front of
And roast marshmallows and oranges some shit
I got questions what's your motive?
Let me prove to you (Talk your shit)
I can take it never folding
All I want's the truth (Okay)
You can keep on playing games
You'll realize too soon (Haha ha)
There's no love like me baby (Woo)
I can see you're ready to hold (Yeah)
Girl I'll tell you what it is
Tell me if you wanna let go baby? (Nah)
It's the way you make me feel so
Yeah I think I'll let you win
Wanna see what you've got to show baby
(You you you you)
Take you back to my place
Love you by the fireplace (You you you you)
Girl what you want from me?
(Girl what you want from me? Huh?)
Your body and soul
I just need that one thing
Hold me down with your embrace
Like it's supposed to be (You you you you)
Your body and soul
Oh oh oh
Ah ha ah
And I want your body and soul
Pass that blunt let shit burn
You gotta grab on what you want
Hit and run when we gon' learn? (Yeah)
Make him wait this time yeah
Before things fall apart
Just guard your broken heart
Get what you need fuck that other shit
He can beg for it yeah
I can see you're ready to go
Girl I'll tell you what it is
Tell me if you want me to come over
Just the way you make me feel so
Yeah I think I'll let you win
Wanna see what you got to show baby (Yeah)
Take you back to my place
Love you by the fireplace (You you you you)
Girl what you want from me?
(Girl what you want from me? Huh?)
Your body and soul
I just need that one thing
Hold me down with your embrace
Like it's supposed to be (You you you you)
Your body and soul
You know
It's a real cold night in Los Angeles
(You you you you)
So I'ma need you to make me a warm dinner
(And I want your body and soul)
Set that lightning real nice
Light up your fireplace and you know
(You you you you)
Maybe I'll give you what you want
(And I want your body and soul)"
937,Drunk in the Morning,Lukas Graham(루카스 그레이엄),"Girl, I got one question
Are you still awake?
Awake enough for me to see you, see you
Please just listen, yes I know it's late
But better late than never

I know it's five in the morning, morning
Not sure who I'm calling, calling
You haven't heard from me in some time
Girl I hope you want me, want me
When you hear me talking, talking
You know I've been out and is it OK I stop by

When I'm drunk in the morning,
I'm calling you, you might be lonely, lonely
When I'm drunk in the morning
I'm calling you, you might lonely, lonely

Emma I dated, and Sophie I kissed, baby
Sarah I had in my hand, but I'm calling you
But not before it's past two o'clock
Cause I'm balling with my boys, my boys, my boys

I know it's five in the morning, morning
Not sure who I'm calling, calling
You haven't heard from me in some time
Girl I hope you want me, want me
When you hear me talking, talking
You know I've been out and is it OK I stop by

When I'm drunk in the morning
I'm calling you, you might be lonely, lonely
When I'm drunk in the morning
I'm calling you, you might lonely, lonely

I know you're glad I called, 
now you can have it all
When we are together, 
you know how it should be
When you're drunk
Maybe we should go, 
and spend some time alone
Baby you're so beautiful
When I'm drunk, when I'm drunk, yea

When I'm drunk in the morning
I'm calling you, you might be lonely, lonely
When I'm drunk in the morning
I'm calling you, you might lonely, lonely"
941,Cool Girls,Jeff Bernat(제프 버넷),"i seen this
one young lady walking down the street
everytrhing was done from hair to the feet
with some coach x and tight guess jeans
lv bags sure from vermont east

so i ran up and said what's up introduce myself proper 
but she didn't give a (what)
so confused what did i do wrong now
where have all the cool girls gone?

(don't care about your
gucci louis fendi prada
damn things like that don't make me want ya
i am just loooking for other things like a dope conversation
with another being)

beautiful girl in a confused world
in the flash she necklace and long curls
now let me take this opportunity to tell you 
that she louis vitton true religion that kind of skeptical

you can have less no need to impress
more money more problems leading too stress
compulsively sliding cards to get into debt
unimportant thins quickly become the asset
see i am a kind of dude
who likes simple a chick

who rather skip a party for a night just to catch a flick
cause nothing else matters to me, you see
i am just a lil bit anti-fancy with a tat bit of taste and easy beauty
and a lay back cool chill personality

so pretty please don't get offened
cuz i am normal guy burt i just like woman that don't have to try"
942,Fear Of Being Alone,Lennon Stella(레논 스텔라),"Vices that I mix
 No, they can't fix the type of silence that this is
 But I can't take another lifeless empty kiss
 Still I keep pushing back the time to call it quits

 When I hold you
 I get the feeling I don't know you
 I get the feeling
 It's not love that keeps us holding on
 It's not love that keeps us holding on

 Ah, ah
 It's the fear of
 It's the fear of being alone
 Got me staying when I know

 Ah, ah
 It's the fear of
 It's the fear of being alone
 Got me never letting go
 Ah, ah

 (Being alone, it's the fear of being alone)

 Easy as it is
 The risk of wasted time is keeping me convinced
 I shouldn't go ahead and give you up like this
 And I really, really wish

 I didn't have to make excuses
 'Cause I'm scared to find out what the truth is
 'Cause I'm scared to find out
 It's not love that keeps us holding on
 It's not love that keeps us holding on

 Ah, ah
 It's the fear of
 It's the fear of being alone
 Got me staying when I know

 Ah, ah
 It's the fear of
 It's the fear of being alone
 Got me never letting go
 Ah, ah

 Ah, ah
 It's the fear of
 It's the fear of being alone
 Got me staying when I know

 Ah, ah
 It's the fear of
 It's the fear of being alone
 Got me never letting go
 Ah, ah"
943,IDWLY,Johnny Stimson,"You don't get me high like you used to
You've been bringing me down
I'm petrified that I could lose you
Cause you're a part of me now

Honestly I wish I never met you
I wish we could go back
I wish I could forget you but I can't
No

I don't wanna love
I don't wanna love
I don't wanna love you anymore
This is not enough
This is not enough
This is not enough for me anymore
I don't wanna let you go
But baby when you know you know you know
I don't wanna love
I don't wanna love
I don't wanna love you

We don't synchronize like we need to
We've been drifting apart
I can't control alt delete you
Keep running back to the start

Honestly your love is a straight jacket
A hug so tight I can't breathe
My hotel California I can't leave
No

I don't wanna love
I don't wanna love
I don't wanna love you anymore
This is not enough
This is not enough
This is not enough for me anymore
I don't wanna let you go
But baby when you know you know you know
I don't wanna love
I don't wanna love
I don't wanna love you

I don't wanna I don't wanna
I don't wanna love you
I don't wanna I don't wanna
I don't wanna love you
I don't wanna I don't wanna
I don't wanna love you
I don't wanna I don't wanna
Cause you don't wanna love me back

I don't wanna love
I don't wanna love
I don't wanna love you anymore
This is not enough
This is not enough
This is not enough for me anymore
I don't wanna let you go
But baby when you know you know you know
I don't wanna love
I don't wanna love
I don't wanna love you

I don't wanna I don't wanna
I don't wanna love you
I don't wanna I don't wanna
I don't wanna love you
I don't wanna I don't wanna
I don't wanna love you
I don't wanna I don't wanna
I don't wanna love you"
944,101,Jimmy BrownCONNECT 아티스트,"girl you can set my speed like a speed trap
it's so hard to get your mind
you should take me to your crib
not a BNB we gotta go right now
the thought of you calm me down
when i get angry
느껴져 engine revvin'
i'll make you my baby
how to keep in touch tryna see what's up
도착하기 전엔 i can't let you go
baby your body look good on my eyes oh
baby your body look good on my phone
we have been finding some love
could you end up this little story?
by the way I see through you
if you want it get it for free
first thing like a 101
(love like that)
you speedy and you want a roll
(you like me)
jin tonic got me never low
(you you you)
babe you the one of one
(you like so much)
아무렇게 말해도 that's facts let's do it
보리도 다 잡아
차갑게 대해도 돼 girl i'ma go get it
I'm the one who get you right
so when you pull up on me
50 bottles on me
you know you somebody
just put it on me yeah
This a whole 'nother feelin'
항상 솔직해 yeah that's my s
you know i want all of you you the one of one
we have been finding some love
could you end up this little story?
by the way I see through you
if you want it get it for free
first thing like a 101
(love like that)
you speedy and you want a roll
(you like me)
jin tonic got me never low
(you you you)
babe you the one of one
(you like so much)
finding some love
finding some love
we have been finding some love
could you end up this little story?
by the way I see through you
if you want it get it for free
first thing like a 101
(love like that)
you speedy and you want a roll
(you like me)
jin tonic got me never low
(you you you)
babe you the one of one
(you like so much)"
945,Overdose,SG Lewis(에스지 루이스),"It's been a while
I know we haven't talked too much
I think about you way too much
But it's always been that way
I've been dying
To pick up where we both left off
I noticed all we had was lost
But I know I'll feel the same
When it's just the two of us
It can be the best thing ooh
Remember it was only us
And I would give you everything
I love it when you move in close
Love the way your body floats
Feel like I could overdose on your energy
I love it when you move in close
Time is going fast from slow
Feel like I could overdose
When you're next to me
I love it when you move in
I love it when you move in
Remember the feelings that you had before?
I'm always left to wanting more
'Cause you always move away
What you afraid of?
I know that you got hurt last time
But you should know I'm not that type
If you believe me when I say
When it's just the two of us
It can be the best thing ooh
Remember it was only us
And I would give you everything
I love it when you move in close
Love the way your body floats
Feel like I could overdose on your energy
I love it when you move in close
Time is going fast from slow
Feel like I could overdose
When you're next to me
I love it when you move in close
I love it when you move in close
I love it when you move in close
I love it when you move in close
When it's just the two of us
Remember it was only us
I love it when you move in close
Love the way your body floats
Feel like I could overdose on your energy
I love it when you move in close
Time is going fast from slow
Feel like I could overdose
When you're next to me
I love it when you move in close
I love it when you move in close
I love it when you move in close
I love it when you move in close"
947,겨울공원 (feat. SHIRT),Chan (찬),"It's a beautiful morning and sunrise
적당한 햇살이 스며든 방
Drink one's coffee sweet
살짝 열린 창문 틈 사이
쌓인 눈들로 하얘진 집 앞 공원
널 마주할까?
가끔 마주쳤었고
발을 맞춰 걸었어
Oh I oh I'm so fine
까마득해질 때쯤
널 떠올리게 해주는 눈
왜 자꾸 생각날까
Sometimes I'm walkin' in the park
너로 가득 채워진 듯한 이 밤
묻고 싶어 언제쯤 오는지
이 감정이 솔직한 맘일까
아님 잠시 지나가는 맘일까
헷갈려 흰 눈이 내리면
남아있어 너의 발자국만
그곳에 맞춰 걷다 보니
네 생각만 가득 차
네가 들리고 있어
생각보다 널 훨씬 더
생각하고 있었단 걸
이제서야 느껴
너의 선명했던 눈
눈처럼 하얗던 너
Oh I oh 난 솔직해지고파
깊이 고민해 봤어
왜 자꾸 널 떠올렸는지
Baby I love you girl this is love
Stay by my side
Sometimes I'm walkin' in the park
너로 가득 채워진 듯한 이 밤
보고 싶어 언제쯤 오는지
이 눈이 녹아버릴 때쯤엔
너의 기억은 사라져갈 텐데
걱정돼 이 눈이 그칠 날
그 계절은 지나가버리고
무심코 하늘을 올려다봤어
생각이 많아지는 밤"
948,수족냉증,Chan (찬),"I'm fine 익숙해질 말투
네 맘에 따듯한 입김도 불게
Oh 넌 또 차갑게
날 자꾸 얼린 채
똑같은 예쁨만 보내
Baby knew just another you
I don't wanna move 양말을 신어도
넌 날 시렵게 시렵게해
점점 파랗게 파랗게해
이럴때 저럴땐 누가 날 녹여야해
I just melt to freeze yeah
(너와 내 온도는 정 반대)
얼음 같아 거리 마저 So far
I just want you need yeah
내 손발이 언대도
보내주기 싫어 녹아줘 내 햇빛에
Baby knew just another you
I don't wanna move 난로를 켜봐도
난 좀 저릿해 저릿해
넌 날 밀어내 밀어내
늘 나에겐 차갑게 이상해 두근대
I just melt to freeze yeah
(너와 내 온도는 정 반대)
얼음 같아 거리 마저 So far
I just want you need yeah
내 손발이 언대도
보내주기 싫어 녹아줘 내 햇빛에"
949,"Winter blossom (Feat. Ashley Alisha, nobody likes you pat)",Dept(뎁트),"Wake up to the sun on my face
Map out my day
Try my best to stay awake
Need me some coffee
Open up my windows and breathe
Everybody's doin the same thing
It's always been like that yeah I know it
Then the days flew by without me countin 'em
Suddenly I've made my way around the sun
Spring is on my mind
This cold don't feel right
Need you by my side baby (Baby)
Today turns into night
Don't wanna waste our time
Please keep me warm alright baby? (Baby)
Yeah yeah yeah
One day I met somebody special
Not to get all sentimental
But he has a way of makin' me forget
Outside of us
Don't know where this is gonna end up
He might not even be the right one
But I like him
Think I wanna get to know him
When we're together days go by
Stopped countin 'em
Hand in hand we'll make our way
Around the sun
Spring is on my mind
This cold don't feel right
Need you by my side baby (Baby)
Today turns into night
Don't wanna waste our time
Please keep me warm alright baby? (Baby)
Yeah yeah yeah
Seasons go changin
I guess so am I
Lately I'm thinkin if time's on my side
People around me are hardly the same
Hope I'm not too far behind
Spring is on my mind
This cold don't feel right
Need you by my side baby (Baby)
Today turns into night
Don't wanna waste our time
Please keep me warm alright baby? (Baby)
Yeah yeah yeah"
950,Love Good,김호연,"한 겨울엔 너와 이불을 꼭 덮고
더 길어진 밤에 별을 수놓고 파
너를 꼭 안으면 싫은 계절도 좋아질 거 같아
또 여름이 오면 아무거나 걸치고
길어진 노을을 바라보며
사랑하는 너와 거리를 걷고파
미소 띤 네 얼굴 매일 떠올려봤어
언제나 네가 내 곁에서
햇살처럼 웃어주면 좋겠어
내게 사랑은 늘 서툰 일이어서
네 마음을 얻으려 아픈 말을 뱉어도
어리석은 마음을 안아주는 너
한 겨울엔 너와 이불을 꼭 덮고
더 길어진 밤에 별을 수놓고 파
너를 꼭 안으면 싫은 계절도 좋아질 거 같아
또 여름이 오면 아무거나 걸치고
길어진 노을을 바라보며
사랑하는 너와 거리를 걷고파
미소 띤 네 얼굴 매일 떠올려봤어
언제나 네가 내 곁에서
지금처럼 웃어주면 좋겠어"
951,Wanna Love You,폴킴(Paul Kim)CONNECT 아티스트,"Last night,
그날 밤 우리 둘
밤새 내 눈앞에
아른거려 네 모습 
잠들 수 없어 baby
잠들 수 없어 baby
I need ya
오늘 눈 뜨자마자
또 네 생각뿐
뜨거운 숨소리까지
생생히 기억나
달아올라
다시 눈을감아
One little touch
and the world change
날 바라보는 네 눈빛이
나를 원하고있어
시간은 멈췄어

I wanna love you baby
I wanna love you baby
Do you want me
Yeah I want it
I wanna love you baby
And I'm calling out to you
Do you want me

내일 바쁘다고 했지만
벌써 보고싶어
잠시라도 만나야겠어
데리러갈게
어디라도 네가 있는 그곳
Hold your hand
let the world change
나를 보는 네 눈빛이
내게 말하고있어
모든건 완벽해

I wanna love you baby
I wanna love you baby
Do you want me
Yeah I want it
I wanna love you baby
And I'm calling out to you
Do you want me

I wanna love you
I wanna love you
I wanna love you
I wanna love you"
952,손을 마주 잡고,BIG Naughty (서동현),"Baby tell me why I feel this way 내 마음에
스리슬쩍 눈이 맞으면
깊은 우주 속에 빠져버린 듯해
함께 걷고 싶은 걸 You know why
아득해져 가 머릿속은
웃음만 나오는 걸
너 아닌 누군가로 나의 하루를 모두 채울 순 없어
오직 너만 이런 내 마음 깊숙이
이 밤을 같이
그리고 그 너머까지
너와 이 길을 거닐고 싶어
우리 가볍게 손을 마주 잡고
Would you take a step with me?
마치 구름 위를 걷는 것 같이
떠오를 때면
잠시 눈을 마주 보며
Getting closer to your heart
주체할 수 없는 나의 마음까지
모두 네게 줄 거야
Baby tell me why I feel this way 내 마음에
모른 척 내게 다가와 마음을 휘젓는 데
넋이 나갈 것만 같아 You know why
몇 번이고 떠올려봐도
웃음만 나오는 걸
너 아닌 누군가로 나의 하루를 모두 채울 순 없어
오직 너만 이런 내 마음 깊숙이
이 밤을 같이
그리고 그 너머까지
너와 이 길을 거닐고 싶어
우리 가볍게 손을 마주 잡고
Would you take a step with me?
마치 구름 위를 걷는 것 같이
떠오를 때면
잠시 눈을 마주 보며
Getting closer to your heart
주체할 수 없는 나의 마음까지
너와 나 둘이서
내게 기대면 돼 I'll hold you tight
언제까지 내 맘에 홀로 담아둘 순 없는걸
또 바보처럼 멍하니
기다릴 수 없는 내 맘을
너도 알고 있는 걸 알아
우리 가볍게 손을 마주 잡고
Would you take a step with me?
마치 구름 위를 걷는 것 같이
떠오를 때면
잠시 눈을 마주 보며
Getting closer to your heart
주체할 수 없는 나의 마음까지
마주 잡은 두 손에
모든 게 아름다운 걸
우리 함께하는 모든 순간들
행복만이 가득할 거야"
953,what should I do (Feat. dori),수우 (soowoo),"실은 요즘 나 너가 너무 좋아서
숨도 잘 못 쉬고 잠에 잘 못 들어
사실은 요즘 나 너가 너무 좋아서
심장이 아프고 숨이 잘 안 쉬어져
오 이런 뻔한 말 용기 내 보낼까
하다 지우고 그냥 뭐 하냐 물어
지금 어디야?
보내고 달려가 너도 내게 말해
보고 싶다고 너는 뭐 하냐 물어
지금 다 왔어
실은 요즘 나 너가 너무 좋아서
숨도 잘 못 쉬고 잠에 잘 못 들어
사실은 요즘 나 너가 너무 좋아서
심장이 아프고 숨이 잘 안 쉬어져 나 어떡해
어떡해 나
이런 내 마음을 너에게 말하면
너는 어떤 얼굴을 내게 보일까
I wanna by your side
실은 요즘 나 너가 너무 좋아서
숨도 잘 못 쉬고 잠에 잘 못 들어
사실은 요즘 나 너가 너무 좋아서
심장이 아프고 숨이 잘 안 쉬어져 나 어떡해
어떡해 나
실은 요즘 나 너가 너무 좋아서
숨도 잘 못 쉬고 잠에 잘 못 들어
사실은 요즘 나 너가 너무 좋아서
심장이 아프고 숨이 잘 안 쉬어져 나 어떡해"
954,Think About' Chu,림킴 (김예림),"언제 부턴가 많은 말이 왜 
우리에게 필요 없어진 
수많은 밤을 함께 
보낸 우리들에게 
다가오는 아름다운 날들 
우린 서로 마냥 끌렸지 
우린 마치 자석 같았어 
아름다운 네 손을 
처음 잡았을 때의 나 
느껴지는 너와 나 
둘만의 사랑 
oh baby ye
oh ye
ho baby baby baby baby baby 
I love you baby baby baby baby 
Think about' chu 
Think about' chu 
Think about' chu baby 
My baby is you 
My baby is you tonight 
ooh ye 
그 많은 날을 혼자 있었지 
마치 얼음처럼 차가웠던 날들 
나를 향한 너의 미소를 느꼈을 때 
내 마음은 이미 타오르는 한 여름 
서로 미워한 적도 있었지 baby 
싸우는지 연애인지 모를 만큼 
그 때마다 우린 
이 노래를 들으면서 
서로의 얼굴을 빤히 보며 웃었던 
그 기억 여기서 또 한번 
너와 나 둘만의 사랑을 
느껴지네 느껴지네 
오늘 밤 baby 
너와나 baby 
Think about' chu 
Think about' chu 
Think about' chu baby 
all light baby
all light baby
all light baby
all light baby
My baby is you
My baby is you tonight
ooh ye
Think about' chu
Think about' chu
Think about' chu baby"
955,눈부셔 (with 김민석 of 멜로망스),John OFA Rhee,"밝게 비춰오는 이 햇빛에 앉아
나 혼자 널 비춰 보다가
잡히지 않는 내 안에 모든
생각조차 널 향해 날아가
너로
나른한 오후가 지나가
이런 생각으로
밤이 깊어져만 가
(혹시) 너도
우리가 되기를 바랄까
밤새도록 나를 그리워하며 살까
밤 하늘을 가득 채워주는 별들 보다 더
창문 틈 사이 비춰오는 달빛 보다 더
Baby you're the brightest star
그 무엇보다 더
내겐 눈부셔
어둠이 깊은 밤 달을 보다가
나 혼자 너를 생각하다가
저 달로는 아쉬워 결국 나 혼자
널 생각하게 된 건 아닐까
오늘
텅 빈 밤 하늘엔 네가
조금씩 조금씩
채워지다가
(혹시) 너도
우리가 되기를 바랄까
밤새도록 날 그리워하며 시간을 보낼까
밤 하늘을 가득 채워주는 별들 보다 더
창문 틈 사이 비춰오는 달빛 보다 더
Baby you're the brightest star
그 무엇보다 더
내겐 (내겐) 눈부셔
Da ra ra ra ra ra"
