,노래제목,가수,가사
616,mona lisa,mxmtoon,"I've always played the part of Shakespeare
I hide behind the ink and pen
I build up worlds
And choose a savior (Savior savior)
I write beginning middle end
I'm so tired of being a book
On the shelf (Book on the shelf)
Tired of stories
For somebody else (Somebody else)
Think that I'm ready to start a new chapter
I've been looking for some way
To turn it around (Turn it around)
Looking for someone to give me the crown
(Give me the crown)
And I wanna feel like I finally matter
I wanna be a Mona Lisa ah ah
The kinda girl that you can dream of ah ah
And I always had the words
But I don't wanna say it
Wish I could paint a smile on my face
I wanna be a Mona Lisa
So is there anybody out there
Who could change my point of view?
The way that Van Gogh uses yellow
Or the self in Frida Kahlo
I could be that for you
I'm so tired of being a book
On the shelf (Book on the shelf)
Tired of stories for somebody else
(Somebody else)
Think that I'm ready to start a new chapter
(Think I'm ready baby)
I've been looking for some way
To turn it around (Turn it around)
Looking for someone
To give me the crown (Give me the crown)
I wanna feel like I finally matter
I wanna be a Mona Lisa ah ah
(I wanna be a Mona Lisa baby)
The kinda girl that you can dream of ah ah
(The kinda that you can dream of maybe)
And I always had the words
But I don't wanna say it
Wish I could paint a smile on my face
I wanna be a Mona Lisa
I think I'm ready for my close up baby
There's nothing left to do
And nothing left to lose
Let me be your muse
Ah ah (I wanna be a Mona Lisa baby)
Ah ah (The kind of girl that you can dream of)
And I always had the words
But I don't wanna say it
Wish I could paint a smile on my face
I wanna be a Mona Lisa (Ah ah)"
617,I Believe,Jonas Brothers(조나스 브라더스),"Every night every day
How about every lifetime?
Yeah I know what they say and that's fine
'Cause I'm here to stay through the good
And the bad times
Baby save me a space in your mind yeah
Well call me crazy
And people saying that we move too fast
But I've been waiting and for a reason
Ain't no turning back
'Cause you show me something
I can't live without
I believe I believe I believe
When you hold me
It's like heaven coming down
I believe I believe I believe
That you show me (Show me show me)
That you show me (Show me show me)
Everywhere that I go
Feeling you all around me
Now that I got you close I'm alright
Baby I didn't know
But I'm glad that you found me
'Cause I'm seeing the most in your eyes
Oh yeah yeah
Call me crazy
People saying that we move too fast
(Too fast)
But I've been waiting for a reason
Ain't no turning back
'Cause you show me something
I can't live without (Ah yeah yeah)
And I believe I believe I believe
When you hold me (When you hold me)
It's like heaven coming down
(Mmm yeah yeah)
I believe I believe I believe
That you show me (Show me show me)
You show me
That you show me (Show me show me)
You show me
Doesn't matter anymore
Now I got you here with me
Nothing matters any longer
Now I got you here with me
I think about you every time I
Every time I lose myself again
I lose myself again
'Cause you show me something
I can't live without
I believe I believe I believe
When you hold me
It's like heaven coming down
I believe I believe I believe
'Cause you show me something
I can't live without (Oh yeah)
And I believe I believe I believe
When you hold me (When you hold me)
It's like heaven coming down
I believe I believe I believe
'Cause you show me (Show me show me)
(Show me something I can't live without)
That you show me (Show me show me)
No no
(And I believe I believe I believe)
(When you hold me it's like)
Heaven coming down
(Show me show me)
'Cause you show me (Show me show me)
I believe I believe I believe you
Ooh ooh ooh ooh
Yeah"
618,Saturday/Sunday,Jason Derulo(제이슨 데룰로),"Baby I've been tripping 
oh I've been tripping about you daily
I've been out of my mind 
looking all kind of crazy oh
I hope you know 
I hope you know I'm not greedy
I don't need all of your time I only need

Sunday Monday Tuesday Wednesday 
Thursday Friday Saturday
Sunday Monday Tuesday Wednesday 
Thursday Friday Saturday
Sunday Monday Tuesday Wednesday 
Thursday Friday Saturday
I don't need all of your time I only need

My super freak eight days a week
Make sure you come don't ever leave
Wake up in my T-shirt again
Just so I can take it off
I'mma be this

Baby I've been tripping 
oh I've been tripping about you daily
I've been out of my mind 
looking all kind of crazy oh
I hope you know I hope you know 
I'm not greedy
I don't need all of your time I only need

Sunday Monday Tuesday Wednesday 
Thursday Friday Saturday
Sunday Monday Tuesday Wednesday 
Thursday Friday Saturday
Sunday Monday Tuesday Wednesday 
Thursday Friday Saturday
I don't need all of your time I only need
Sunday Monday Tuesday Wednesday 
Thursday Friday Saturday
Sunday Monday Tuesday Wednesday 
Thursday Friday Saturday
Sunday Monday Tuesday Wednesday 
Thursday Friday Saturday
I don't need all of your time I only need

You night and day just pick the place
As long as I feel your heart beating on me
Leave your clothes right at the door
I know just what you want
I'mma give you this baby

I've been tripping oh 
I've been tripping about you daily (I've been)
I've been out of my mind 
looking all kind of crazy oh
I hope you know 
I hope you know I'm not greedy
I don't need all of your time I only need

Sunday Monday Tuesday Wednesday 
Thursday Friday Saturday
Sunday Monday Tuesday Wednesday 
Thursday Friday Saturday
Sunday Monday Tuesday Wednesday 
Thursday Friday Saturday
I don't need all of your time I only need
Sunday Monday Tuesday Wednesday 
Thursday Friday Saturday
Sunday Monday Tuesday Wednesday 
Thursday Friday Saturday
Sunday Monday Tuesday Wednesday 
Thursday Friday Saturday
I don't need all of your time"
619,10 Out Of 10 (feat. Kylie Minogue),Oliver Heldens(올리버 헬든스),"You know I'm gonna give you ten out of ten
Know I'm gonna love you, love you to death
Baby, all night again and again
Yeah
You know I'm gonna give you ten out of ten
That'll give you something you can't forget
Baby, all night again and again

Ten out of ten

Body, ten
Touch, ten
Energy, ten
Ten out of ten

Body, ten
Touch, ten
Energy, ten
Ten out of ten

You messin' with a dime, top of the line
Look so good, it should be a crime
Runnin' your mind all day and all night
Wanna kiss me where the sun don't shine
Wow wanna devour
Me, boy, I might get wet, bring a towel
After we're done, let's hop in the shower
Countin' the seconds, minutes, and hours

You got my full attention
Spend it all on ya
Yeah
I don't do halfway loves
Not once my minds made up

You know I'm gonna give you ten out of ten
Know I'm gonna love you, love you to death
Baby, all night again and again
Yeah
You know I'm gonna give you ten out of ten
That'll give you something you can't forget
Baby, all night again and again

Ten out of ten

Body, ten
Touch, ten
Energy, ten
Ten out of ten

Body, ten
Touch, ten
Energy, ten
Ten out of ten

I could love you perfectly
Come fulfill your fantasy
Make your dream reality
Show you every part of me
One hundred percent
I ain't on the fence
Never been
Be your medicine
Come and get your fix
Ooh ya

You got my full attention
Spend it all on ya
Yeah
I don't do halfway loves
Not once my minds made up

You know I'm gonna give you ten out of ten
Know I'm gonna love you, love you to death
Baby, all night again and again
Yeah
You know I'm gonna give you ten out of ten
That'll give you something you can't forget
Baby, all night again and again

Ten out of ten

Body, ten
Touch, ten
Energy, ten
Ten out of ten

Body, ten
Touch, ten
Energy, ten
Ten out of ten"
621,Super Chic,New Hope Club(뉴 호프 클럽),"Long hair feet below the knees she a 
Super super super chic
Her face could sell a magazine she a
Super super super chic
All boys are barking up her tree she a
Super super super chic
She moves, like you won't believe she a
Super super super chic

She's a lemon sweetener
Walks like Adriana Lima
Just like tip of the tongue teaser
So sweet, can't get you off my brain freeze
Ice cream, pop it and you top it with a cherry
Keep me up like a coffee

All week I wanna get it like
Honey get it like
All week I wanna get it like
Honey cut you like

Breadwinner bringing home the cheese she a
Super super super chic
All-star captain of the team she a
Super super super chic
So sweet P1Harmony she a
Super super super chic
She buys all of your dreams 
and throws away the receipts
Super super super chic

She's a lemon sweetener
Lipstick kiss like Angelina
Just like tip of the tongue teaser
So sweet, can't get you off my brain freeze
Ice cream, pop it and you top it with a cherry
Keep me up like a coffee

All week I wanna get it like
Honey get it like

옆에 다 붙지 넌 빼다 박힌 Like Venus
네게 빠진 Di di diving oh god she so divine 
다시 또 Remind 너는 내 Vitamin
I mean I mean I'm the winner

Side to side and left to right
She's so fine 
Ugh divine
Angel delight 
I wanna make her mine, wanna make her mine, 
I wanna make her mine

Wanna make her mine
원하면 다 내 걸로 만들 거야
넌 내가 좋아? 싫어?
둘 중 골라 
네 옆에 있는 오빠보단 내가 낫지
그래 안 그래 말해 한 번에

전화 걸지 네게로 달려가
정각 '땡' 치면 내게로 안겨 봐

All week I wanna get it like
Honey get it like
All week I wanna get it like
Honey"
622,AM:PM,Notd,"I fall too often
And I love to complicate until there's nothing
My feet get cold
So no more talking
Let's just let it go the way that it's been going
You keep me close

[Pre-Chorus]
I wanna feel like this forever
A little reckless babe
We can do whatever we like
Yeah, we could feel like this forever
I want you front and center
I could be your nine to five, ooh




Oh, you're all I want
Give me all your love around the clock
AM:PM
Oh, you're all I want
Going and we nevеr gonna stop
AM:PM


AM:PM


No seconds wasted
And I feel the night fading
But I'm widе awake and I don't wanna go
So let's not waste this
Go ahead take the shot my lips will be a chaser
I ain't going home


I wanna feel like this forever
A little reckless babe
We can do whatever we like
Yeah, we could feel like this forever
I want you front and center
I could be your nine to five, ooh


Oh, you're all I want
Give me all your love around the clock
AM:PM
Oh, you're all I want
We're going and we never gonna stop
AM:PM


AM:PM


I wanna feel like this forever
A little reckless babe
We can do whatever we like
Yeah, we could feel like this forever
I want you front and center
I could be your nine to five, ooh


Oh, you're all I want
Give me all your love around the clock
AM:PM
Oh, you're all I want
We're going and we never gonna stop
AM:PM
[Drop]
AM:PM
AM:PM"
623,Can't Tame Her,Zara Larsson(자라 라슨)CONNECT 아티스트,"(Can't change her can't blame her
Can't tame her)
Don't need no one she can dance on her own
Club is closin' but she ain't goin' home
Night is still young where the hell will she go?
Nobody knows nobody knows
Ain't the first time 'cause I seen her before
Smell her perfume
As she walks through the door
I wanna know where the hell will she go
Nobody knows nobody nobody knows
No you can't tame the girl
'Cause she runs her own world
So if she wanna party all night (All night)
No you can't tame her no
And you can't tie her down
When the night comes around
Said she gonna party all night (All night)
And you can't change her
Can't blame her can't tame her
Can't tame her magic energy
She's so magnetic
Pulls you in every time (Every time)
Every time (Every time)
But she don't care
She gonna do what she wants (She wants)
Because she never needed any reason (Reason)
Yeah she a girl and she just wanna have fun ooh
No you can't tame the girl (You can't tame her no)
'Cause she runs her own world (Oh)
So if she wanna party all night (All night)
No you can't tame her no
And you can't tie her down
When the night comes around
Said she gonna party all night (All night)
And you can't change her
Can't blame her can't tame her
(No)
(No)
And you can't change her
Can't blame her can't tame her
Don't need no one she can dance on her own
Club is closin' but she ain't goin' home
Night is still young where the hell will she go?
Nobody nobody nobody knows
Ain't the first time 'cause I seen her before
Smell her perfume
As she walks through the door
I wanna know where the hell will she go
Nobody knows nobody nobody knows (No)
No you can't tame the girl
'Cause she runs her own world
(She runs her own world)
So if she wanna party all night
(If she wanna party all night)
No you can't tame her no
And you can't tie her down
When the night comes around
Said she gonna party all night (All night)
And you can't change her (You can't)
Can't blame her can't tame her (You can't)
(Can't tame the girl)
(Can't tame the girl)
And you can't change her
Can't blame her can't tame her"
624,Miracle,Calvin Harris(캘빈 해리스)CONNECT 아티스트,"When you hold me
There's a place I go
It's a different high
Oh no
When you touch me
I get vulnerable
In a different light
Oh no

Are you too cynical
To believe in a miracle
That just slipped through my hands
But could you take a chance on me?
Can you forgive it all
To believe in a miracle?
Yeah I put you through hell
But I'm askin' you to believe
To believe in a miracle

To believe in a miracle
Ah ah ah ah
Ah ah

When you hold me
There's a place I go
It's a different high
Oh no
When you touch me (When you touch me)
I get vulnerable (I get vulnerable)
In a different light
Oh no

Are you too cynical
To believe in a miracle
That just slipped through my hands
But could you take a chance on me?
Can you forgive it all
To believe in a miracle?
Yeah I put you through hell
But I'm askin' you to believe
To believe in a miracle

To believe in a miracle
Ah ah ah ah
Ah ah
To believe in a miracle

Ah ah ah ah
Ah ah ah ah
Ah ah ah ah
Ah ah ah ah"
625,FRIEND THE END,볼빨간사춘기,"요즘엔 썸이라는 단어를 난 쓰지 않아
친구란 완벽한 단어로 숨길 수가 있지 
사랑이 좀처럼 내키지 않아 난 이대로
아슬아슬하게 선을 넘어

벚꽃이 피면 또 같은 곳에 서 있겠지
분홍빛으로 물든 계절을 함께하며

꽃잎이 하나 둘 셋 
시간이 하나 둘 셋

Cherry Blossom 내 손을 잡아 넌
아무렇지 않지 않게 웃어버리면
사랑일까 널 바라보며 난
고개를 들어 입 맞춰버린 거야 이제 난

FRIEN(D) THE END
FRIEN(D) THE END
FRIEN(D) THE END
THE END

벚꽃이 피면 또 같은 곳에 서 있겠지
분홍빛으로 물든 계절을 함께하며

꽃잎이 하나 둘 셋 
시간이 하나 둘 셋

Cherry Blossom 내 손을 잡아 넌
아무렇지 않지 않게 웃어버리면
사랑일까 널 바라보며 난
고개를 들어 입 맞춰버린 거야 이제

숨길 수 없는가 봐 
널 좋아하는 게
네 곁에 있을 때 자꾸 맘이 아픈 게
꽃잎이 떨어지네
우리 머리 위로
웃음이 터져버린 거야 This is love

Cherry Blossom 내 손을 잡아 넌
아무렇지 않지 않게 웃어버리면
사랑일까 널 바라보며 난
고개를 들어 입 맞춰버린 거야 이제 난

Friend the end 하얀 Blossom
Friend the end Cherry Blossom

FRIEN(D) THE END
FRIEN(D) THE END
FRIEN(D) THE END
THE END"
626,오늘을 태워,처럼(CHURUM),"You 널 데리러 가
어젯밤에 두고 온 설렘은
챙겨가지고 나와줘
Hi 보고 싶었어
왜 어제보다 오늘 더 떨리는지
날씨 탓이나 해볼까
아니야 솔직히 말할까
니가 더 점점 더 난 좋아져
내 옆엔 니가, 니 옆엔 내가
저기 수평선을 걸어
저 끝까지 오오
오늘을 태워 오오
니 옆에 내가, 내 옆에 니가
빠져 헤엄치고 있어
파도처럼 밀려와
깊은 너의 바다로 뛰어들 거야
음 같이 걷다가
손끝이 스쳐 심장 소리 들릴까
날씨 탓을 해야겠어
아니야 솔직히 말할게
니가 더 점점 더 난 좋아져
내 옆엔 니가, 니 옆엔 내가
저기 수평선을 걸어
저 끝까지 오오
오늘을 태워 오오
니 옆에 내가, 내 옆에 니가
빠져 헤엄치고 있어
파도처럼 밀려와
깊은 너의 바다로 뛰어들어
내 옆엔 니가, 니 옆엔 내가
저기 수평선을 걸어
저 끝까지
오늘을 태워
니 옆에 내가, 내 옆에 니가
빠져 헤엄치고 있어
파도처럼 밀려와
깊은 너의 바다로 뛰어들 거야"
627,APRIL FOOL,나린,"(워오)
울리는 알림 소리
설마 내 맘이 두근거려 와
뭐 해? 라는 짧은 메시지
진짜 이게 웬일이야 혹시?

그냥 집에 있는데 왜?
(너한테 할 말 있어서)
무슨 할 말?
(있잖아 내가 너 좋아해 우리 사귈래?)
갑자기 뭐야? 진심이야?
(응!)
그래! 사실 나도 예전부터 너 좋아했어 사귀자 
(어 오늘 만우절)

I’m April fool 이런 만우절
I’m April fool 나는 말미잘
해삼 멍게 길가에 굴러다니는 돌멩이도
나보단 나을 거야
I’m April fool

Oh no 떨리는 내 숨소리
설마 나도 똑같은 맘일까
잘 자라는 너의 답장에
잠깐 잠깐 기다려 봐
(응? 왜?)

늦은 시간에 미안해 내 맘을 이제 알겠어
(무슨 뜻이야?)
아까는 내가 바보같았어 정말 미안해
좋아해 진심이야
(어?)
맞아 사실 나도 예전부터 너 좋아했어 진짜야 진짜
(너 또 만우절!)

I’m April fool 이런 만우절
I’m April fool 나는 말미잘
해삼 멍게 길가에 굴러다니는 돌멩이도
나보단 나을 거야
I’m April fool

La la la la la

I’m April fool 하필 만우절
I’m April fool 나는 말미잘
해삼 멍게 길가에 굴러다니는 돌멩이도
나보단 나을 거야
I’m April fool"
628,I Feel So Lucky,레몬시티(Lemon City),"I’m feeling your heart
It’s beating so strong 
When you look at me
And as I look back at you
I know you can see
That I need you
Cause I’m in so deep, yeah
I want to make you feel special
Cause everyday you do the same
You know just how to make me feel safe 
I’m amazed, babe
It feels like magic here in your space

And when you’re gone I forget 
how to breathe
You are the only thing that
I know I need
You are the one missing piece
And you fit perfectly
Oh when I’m with you 
I feel so lucky
And when the clouds part 
You’re like my own rainbow 
Lighting my sky with color 
The way you glow softly 
Oh when I’m with you
I know I’m so lucky 

And neither of us were looking for love 
But the universe put us together
Just at the perfect time, oh
I didn’t believe my eyes
When you fell into my life
Might be cliche but it’s beautiful 
When you touch me, I lose all control

It doesn’t have to make sense 
When it feels just like magic

And when you’re gone I forget 
how to breathe
You are the only thing that
I know I need
You are the one missing piece
And you fit perfectly
Oh when I’m with you 
I feel so lucky
And when the clouds part 
You’re like my own rainbow 
Lighting my sky with color 
The way you glow softly 
Oh when I’m with you
I know I’m so lucky 

It’s bliss with you here in my life
I miss you even when you’re by my side 
And when you say you love me
I feel so lucky"
629,좋아하나봐,모트(Motte)CONNECT 아티스트,"난 저번보다 더
지금이 기회란 생각이 들어
설레고 설레었지만 용기가
안 났던 것 같아
널 저번에 봤던
그때보다 긴장을 한 것 같아
숨기고 숨겼지만 이제 더
숨을 곳이 없어
원래 난 말이 없어 진짜 왜 그래
괜히 또 가지고 노는 거야
같은 생각을 하는 것 같긴 한데
내가 먼저 얘기할 거야
좋아하나 봐
좋아하나 봐
한 시간째 이러고 있는 나도 참
좋아하나 봐
라라라라라라라
라라라라라라라
라라라라라라라
랄라랄라라
넌 처음 만났던
그때보다 멋있어진 것 같아
그날도 그랬지만 이제 더
놓치기 싫은데
원래 넌 말이 많아 진짜 이상해
괜히 또 장난만 치는 거야
같은 생각을 하는 것 같긴 한데
내가 먼저 얘기할 거야
좋아하나 봐
좋아하나 봐
한 시간째 이러고 있는 나도 참
좋아하나 봐
말이 안 되는 걸 나도 알고 있어
나를 보는 너도 그걸 알고 있어
말이 안 되는 걸 나도 알고 있어
나를 보는 너도 그걸 알고 있어
좋아하나 봐
좋아하나 봐
한 시간째 이러고 있는 나도 참
좋아하나 봐
좋아하나 봐
좋아하나 봐
두 시간째 아무 말도 못 하는 난
좋아하나 봐
라라라라라라
라라라라라라라"
630,너로 가득해,에이블(Able),"I think about you
내 머릿속은 너로 가득해 
오늘도 너만 생각해

문득 바라본 낯선 풍경 속에 
스며든 햇살 안에서 오늘도 너를 발견해 
온종일 따스해서 웃음만 나

너의 미소를 닮은 햇살이 따라오면
우리 손잡고 걷던 게 생각이 나 
오늘도 너를 계속 떠올리며 내일을 또 기대해 

I think about you
내 머릿속은 너로 가득해
All for you 좀 서툴러도 말해주고 싶어 내 맘을 
안아주고만 싶어 
가는 곳마다 널 떠올려 봐 이렇게 난 
Think about you

너와 있을 때면 꽤나 달큰해져 
괜스레 미소를 짓게 돼 
별거 아닌데 특별해 
모든 게 하나하나 소중한 걸

너로 시작해서 너로 끝나는 하루 
가슴 떨리게 좋았던 생각이 나 
오늘도 너를 계속 떠올리며 내일을 또 기대해 

I think about you 
내 머릿속은 너로 가득해
All for you 좀 서툴러도 말해주고 싶어 내 맘을 
안아주고만 싶어 
가는 곳마다 널 떠올려 봐 이렇게 난

Nothing without you 
모든 순간이 너로 가득해
For you 좀 수줍어도 기대고만 싶어 내 맘을
안아주고만 싶어 
가는 곳마다 난 언제나 너와 함께야
Think about you

Oh- Thinking now
Oh- Thinking about you baby"
631,사랑하게 됐나 봐,준(JUNE),"처음부터였어 나는
설명할 수 없는 마음
네 앞에서
그 맘을 들킬까 봐
너와 나 사이 수많은
어색했던 많은 날들
이젠 내가
널 지켜주고 싶어
있잖아 난 너를
누구보다 나는 너를
좋아하고 있나 봐
좋아하게 됐나 봐
어쩌면 난 너를
어제보다 오늘 너를
좀 더 사랑하나 봐
사랑하게 됐나 봐
그때보다
언제부터인지 너는
설명이 필요한 얼굴
너를 보면
괜히 또 웃음이 나
너와 나 사이 조금은
설명이 필요할 오늘
내 맘은 늘
너로 가득했나 봐
있잖아 난 너를
누구보다 나는 너를
좋아하고 있나 봐
좋아하게 됐나 봐
어쩌면 난 너를
어제보다 오늘 너를
좀 더 사랑하나 봐
사랑하게 됐나 봐
그때보다
널 나보다
있잖아 난 너를
누구보다 나는 너를
좋아하고 있나 봐
좋아하게 됐나 봐
어쩌면 난 너를
어제보다 오늘 너를
좀 더 사랑하나 봐
사랑하게 됐나 봐
그때보다"
632,what is love,밤비로얄프린스(Bambiroyalprince),"그대에게 나는 어때요
사실은 별거 아니죠
나만 그댈 사랑하는 게 아니라면
오늘은 내 손 꼭 잡아요
What is love
대체 이 마음은 뭔가요
그대 멀리서 보는 걸로도
가슴이 막 뛰는 걸
이게 진짜 사랑인가요
아님 아직 내가 어린 건가요
나도 그댈 사랑할 수가 있나요
나 여기 멈춰 기다릴게요
그대가 내게 오는 길이
남았다면요
I don't want to get hurt because of love
그댈 믿고 나는 기다릴게요
더 이상 앞으로 가지 않겠어요
나는 사랑 잘 몰라요
그대가 사랑일까요
나만 그대 보고파 또 미어진다면
오늘은 좀 다가갈게요
What is love?
대체 이 마음은 뭔가요
그대 멀리서 보는 걸로도
가슴이 막 뛰는 건
이게 진짜 사랑인가요
아직 내가 어린 건가요
나도 그댈 사랑할 수가 있나요
I miss you while I look at you
그대 품에 안겨있는 나는요
나는 그대와 마주 보는 이 순간이
너무 그리워서 잠 못 들어요
평생 이렇게
함께 할 수 있다면
나도 잠에 들 텐데
나 그대에게 다가갈래요
그대여 내게 오는 길을
망설이지 말아요
I don't want to get hurt because of love
그댈 믿고 내가 먼저 갈게요
더 이상 멈춰 서 있지 말아줘요"
633,니가 보고싶은 밤,김태우,"유독 너랑 헤어지기 싫은 밤
집으로 돌아가는 길에
니가 서 있던 그곳에 난 또다시
밤을 태우듯 뛰어갔고
아무 생각조차도 할 새 없이
너를 와락 안아버렸고
아무도 없는 가로등 불빛 아래
짧은 키스를 나눴어
니가 떠나고 난 뒤에
아무런 일도 없단 듯이
잘 자라는 인사 건네며
깊은 한숨을 내쉬었지
밤은 깊어만 가고
의미 없이 널브러진
침대를 박차고 일어나
너의 이불에 들어가고 싶은데
마음은 깊어만 가고
의미 없이 전화기만
자꾸만 들었다 놨다
이 밤이 또 지나가는 게
너무 아쉬워
잠 못 드네
하루 종일 니 생각이
온종일 하루 종일 니 생각이
나지는 않더라도
용기를 내어 전화길 잡은 손에
숨은 가쁘게 뛰어갔고
너는 지금은 조금 바쁘다며
이따 연락하자고 했고
아무도 없는 작은방 불빛 아래
짧은 한숨을 내쉬었어
해가 저물고 난 뒤에
아무 연락도 없는 거야
스치는 많은 생각 속에
자꾸 머리만 넘겼지
밤은 깊어만 가고
의미 없이 널브러진
침대를 박차고 일어나
너의 이불에 들어가고 싶은데
마음은 깊어만 가고
의미 없이 전화기만
자꾸만 들었다 놨다
이 밤이 또 지나가는 게
너무 아쉬워
잠 못 드네
밤은 깊어만 가고
의미 없이 혼자서만
자꾸만 중얼 중얼대
너의 안으로 들어가고 싶다고
마음이 깊어지는 게
또 의미 없는 혼자만의
상처로 지나긴 싫어
이 밤이 또 지나기 전에
너를 내 품에 안고 싶어
유독 니가 보고싶은 밤"
634,You are the reason,임상현,"널 보내기 싫은 밤
시간이 참 못되게 느껴져
아쉬움은 왜 이리
익숙해지지 않는 건지
너무나도 소중해
눈물이 날 것 같은 감정이
내 안을 가득 채우며
너를 닮아가는 순간들
온 세상이 너로 물이 들어
모든 게 아름다워서
벅찬 가슴에 널 꼭 끌어안고
깊은 입맞춤을 함께해
소원마다 네 이름이 붙고
늘 널 위해 사는 것 같은
이 기적을 믿고 나의
미래를 걸게
넌 날 돌아보게 해
새롭게 더 변할 수 있게 해
부족함마저 욕심내
틈 없이 채우고 싶어져
온 세상이 너로 물이 들어
모든 게 아름다워서
벅찬 가슴에 널 꼭 끌어안고
깊은 입맞춤을 함께해
소원마다 네 이름이 붙고
늘 널 위해 사는 것 같은
이 기적을 믿고 나의
미래를 걸게
행복을 걷는 우리를
바라보는 수많은 별들
저기서도 너와 나는
반짝거리고 있을 거야
사랑하고 있어요 그대여
온 마음으로
작은 손가락이 빛나는 그날
온전한 진심을 볼 수 있게
아껴두고 다듬던 이 말을
영원을 선물하듯 할게
결코 깨고 싶지 않은
꿈이 되도록"
635,물론,허각,"가진 게 그리 많진 않아
어쩌면 많이 부족할지 몰라
가끔 나와 다투기도 하겠지만
주위를 둘러보면 네게
나보다 좋은 사람 많겠지만
널 사랑하는 맘 나 그것만큼은 자신 있는 걸
내리는 비를 막아 줄 수는 없지만
비가 오면 항상 함께 맞아 줄게
힘든 일이 있어도 기쁜 일이 있어도 함께 할게
물론 모든 걸 다 줄 수는 없지만
작은 행복에 미소 짓게 해 줄게
무슨 일이 있어도 너의 편이 돼줄게 언제까지나
세상이 그리 쉽지 않아
몇 번씩 넘어지곤 할지 몰라
꼭 잡은 두 손만 놓치지 않고선 함께 가면 돼
내리는 비를 막아 줄 수는 없지만
비가 오면 항상 함께 맞아 줄게
힘든 일이 있어도 기쁜 일이 있어도 함께 할게
물론 모든 걸 다 줄 수는 없지만
작은 행복에 미소 짓게 해 줄게
무슨 일이 있어도 너의 편이 돼줄게 언제까지나"
636,Love(2023),전우성 (노을),"이런 그대를 믿으라고 했나요
그때 왜 나를 사랑한다 했나요
그대가 바랬던 마음에 그려왔었던
그 모습에 내가 많이 모자란 건가요

이젠 나를 떠나려 하나요
그댄 내 품이 조금이라도
그립지 않은 건지
너무나 고왔던 그 입술에
남겨진 내 숨결의 기억은
이젠 더는 없는 건가요

아니라고 이건 아니라고 내게 말해도 
오 난 어쩔 수 없이 또다시
그댈 기다려야 하는 이유가
그대에겐 부담이 되고 있진 않은지 
난 또다시 널 힘들게 하나 봐

이젠 내게 잊으라 하나요
그댄 내 품이 조금이라도
그립지 않은 건지
너무나 고왔던 그 입술에
남겨진 내 숨결의 기억은
이젠 더는 없는 건가요

아니라고 이건 아니라고 내게 말해도 
오 난 어쩔 수 없이 또다시
그댈 기다려야 하는 이유가
그대에겐 부담이 되고 있진 않은지 
난 또다시 널 힘들게 하나 봐

이건 아니라고 내게 말해도 
오 난 어쩔 수 없이 또다시
그대 걱정하는 나의 모습이
나에게는 초라한 이유가 되지 않길
꼭 그대만은 행복해지기를"
637,단 한순간에,1% (원퍼센트)CONNECT 아티스트,"두근거릴 틈도 없이
이미 내 맘은 멈췄어
바로 그 순간부터
Oh I'm fall in love
Yeah I'm fall in love
이 세상 그 어딜 가도
찾을 수 없을 거야
단 한순간에 난 느껴졌어
첫눈에 난 알아버렸어
지금 내가 여기 있는 이유
내가 숨을 쉬는 이유
너만 내 곁에 있다면 괜찮아
아무런 예고도 없이
너는 내게 들어왔고
어쩌면 그 순간부터
Oh I'm fall in love
Yeah I'm fall in love
이 세상 그 어딜 가도
찾을 수 없을 거야
단 한순간에 난 느껴졌어
첫눈에 난 알아버렸어
지금 내가 여기 있는 이유
내가 숨을 쉬는 이유
너만 내 곁에 있다면 괜찮아
내 귀에 스며든 네 음성에
내게 남겨진 네 향기에
반짝이는 너의 그 눈망울에
취해 버릴 것만 같아
단 한순간에 난 느껴졌어
첫눈에 난 알아버렸어
지금 내가 여기 있는 이유
내가 숨을 쉬는 이유
너만 내 곁에 있다면 괜찮아"
638,봄바람 (ppompparam),NyorkCONNECT 아티스트,"봄바람 아득히 밀려와 내게 들려도
Too far from you you you
한아름 꽃담아 바람에 불면 너에게로 닿을까
Fall into you you you

급히 어딜 가겠다고 떠나던 뒷모습은
초시계처럼 바빠 보였어 
난 쉽지 않은 그림 가득한 책을
잠시만 덮어 두기로 했어

Fall again
덩그러니 놓인 열쇠의 기분을 알겠어, 열고 싶어
Fall into you
문 너머 너에게로 Fall in love

봄바람 아득히 밀려와 내게 들려도
Too far from you you you
한아름 꽃담아 바람에 불면 너에게로 닿을까
Fall into you you you

내일 널 볼 수 있다면 이미 난 어제부터
행복해질 준비가 돼 있어
너랑 꼭 닮은 그림 한 장 보다는
그 상자 안에 널 택하겠어 (택하겠어)

Fall again
수많은 별 사이 숨은 널 한눈에 찾아낼 자신 있어
Fall into you
밤하늘 너에게로 Fall in love

내 기분 날씨 되어
어두워진 지금 모든 게 낯설게만 보여
꽃노래 소리 따라(따라)
어디로 가든 내게 향할 거야

봄바람 아득히 밀려와 (내게 밀려와) 내게 들려도
Too far from you you you
한아름 꽃담아 바람에 불면 너에게로 닿을까
Fall into you you you

Too far from you you you
Fall into you you you
(In front of you, In front of you, In front of you)
몇 쪽 남은 동화 끝까지 읽으면 내 앞에 와 있을까"
