,노래제목,가수,가사
1093,퇴근길,그_냥CONNECT 아티스트,"퇴근하는 길인가요
오늘 하루 어땠나요
조금은 쳐진 목소리가 안쓰러워요
괜찮으면 이따 잠깐
집 앞으로 나와볼래요
날도 좋은데 좀 걸어요 우리
가끔은 이렇게
예쁜 야경과 함께
가벼운 산책도 괜찮을 거예요
오늘은 차가운
버스 창문 말고
내 어깨에 기대 보는 건 어때요
고생했어요 그대
이리 와서 내 품에
안긴 채로 그대의 오늘 하루
내게 나눠줘요
걱정 말아요 그대
오늘 밤은 나에게
안긴 채로 잠들어도 괜찮아요
사람들의 잔소리와
지긋한 야근
그대를 힘들게 하는 모든 것들
잠시만 내려놓아요
오늘은 따스한
내 팔 베고서
예쁜 말들만 듣기로 해요
고생했어요 그대
이리 와서 내 품에
안긴 채로 그대의 오늘 하루
내게 나눠줘요
걱정 말아요 그대
오늘 밤은 나에게
안긴 채로 잠들어도 괜찮아요
걱정 말아요 그대
오늘 밤이 지나도
난 그대 곁을 떠나지 않을 거예요
오늘 하루도 수고했어요 내 사랑"
1094,안아줘요,10CM,"비오는 날 어느 그날 밤 
같은 우산 아래 약속한 
주기로 했던 거 잊었나요

힘이 들고 어지러운 날 
내가 비틀비틀 거리면 
주기로 했던 거 잊었나요

줘요 주세요 지금 달라니까요
줘요 주세요 그냥 달라니까요

안아줘요 안아줘요 안아줘요 안아달라니까요
안아줘요 안아줘요 안아줘요 안아달라니까요

출근부터 퇴근 때까지 
나를 미워하는 상사의 
싫은 소릴 줄창 들었어요

울음보가 터지기 전에 
커피 한 잔 하고 싶은데 
불러 낼 사람 하나 없어요

줘요 주세요 지금 달라니까요
줘요 주세요 그냥 달라니까요

안아줘요 안아줘요 안아줘요 안아달라니까요
안아줘요 안아줘요 안아줘요 안아달라니까요

허리가 끊어지도록
쇄골이 부서지도록
뒷목이 뻐근하도록
온몸이 빨개지도록

아놔아놔아놔 달라니까요
아놔아놔아놔 달라니까요
아놔아놔아놔 달라니까요
아놔아놔"
1095,울어도 괜찮아,인아(In.a),"끝나버린 하루 불빛아래서 멈춰서 알았죠
돌아보면 그대로 무너져 버릴 것 같아
앞만 보고 쓴 웃음 지우죠
내가 없던 하루가 다시 어제가 되면
어김없는 공백만 곁을 지켜주죠
깨진 거울속에선 환히 웃고 있지만
어느 조각하나도 내 얼굴 비추지 않죠
울어도 괜찮아 그대 그래도 돼요
슬픔보다 잔인한 웃음 짓지 않아도 돼
가끔씩 돌아봐 그대 그럴 수 있어
세상에 단 하나뿐인 그대니까
지금 걷는 밤길엔 불빛하나 없는데
어김없는 바람만 어깨를 떨게 하죠
다시 해가 뜨는걸 나도 알고 있지만
시린 가슴속에선 무거운 꿈일 뿐이죠
울어도 괜찮아 그대 그래도 돼요
슬픔보다 잔인한 웃음 짓지 않아도 돼
가끔씩 돌아봐 그대그럴수있어
세상에 단 하나뿐인 그대니까
또 걸어야죠 한번 더 웃어야죠
이게 우리앞에 놓여진거죠
지면은 안된다면서 꺾이면 안된다면서
그렇게 내몰지 말아요
뒤돌아본대도 그댄 꺾인게 아냐
누구나 처음 걷는 길 어렵고 힘드니까
울어도 괜찮아 그대 그래도 돼요
더 이상 세상에 없는
그래서 그럴 수 있는
오직 단 하나뿐인 그대니까"
1096,지친 너에게,앤츠(Ants)CONNECT 아티스트,"구겨진 하늘엔 회색 빛 물들고
조용한 공간엔 한숨이 번지고
버거운 하루가 지나가면
오늘 같은 내일이 또 오겠지

지친 맘 기댈 곳 찾아보니
친구도 가족도 아닌
밀린 예능 몇 편
그리고 맥주 한 잔

오늘은 유난히 외로운데 밖으로 나가볼까
글쎄 나간다고 뭐가 달라질까

I’m Alone, I am lonely
산다는 게 어려워질 때
누군가 내게 와 다독이며
괜찮다고 힘내라고 해주면 좋겠어

앞만 바라보고 살다보니
지금 내 곁에 있는 건
독한 외로움과 오래된 추억들뿐
누구라도 불러 내 얘기를 들려주면 어떨까
글쎄 말한다고 뭐가 나아질까

I’m Alone, I am lonely
산다는 게 어려워질 때
누군가 내게 와 다독이며
괜찮다고 힘내라고 해주면 좋겠어

불안해져 뭔가 어긋나버린 것만 같아
내가 뭘 했는지 또 뭘 해야 하는 건지
이런 날은 이런 나는 나도 처음이라 그래
이런 나를 내가 어떻게 달래야 하는 건지

I’m Alone, I am lonely
산다는 게 어려워질 때
누군가 내게 와 다독이며
괜찮다고 힘내라고 해주면 좋겠어

I’m Alone, I am lonely"
1097,수면제 (Lullaby),온유 (ONEW),"그댄 오늘 밤 잘 자요
어깨 위에 그 짐은 덜어버려요
해줄 수 있는 내 허접한 선물
이 노래뿐이죠

그대여 오늘 밤 잘 자요
나의 품에 가득 안겨서요
네 예쁜 미소 지켜달라고
나 기도할게요
오늘 밤 잘 자요 그대

Woo woo woo woo woo woo woo
Woo woo woo woo woo woo woo woo
오 그대 오 그대

그댄 오늘 밤 잘 자요
오늘 하루도 수고 많았어요
혼자였어도 외로웠어도
내가 있잖아요 (내 말 들리나요)

그대여 오늘 밤 잘 자요
그 무거운 짐 다 내려놔요
그 아픈 마음 위로받도록
나 기도할게요 (나 기도할게요)
오늘 밤 잘 자요 그대

Woo woo woo woo woo woo woo
Woo woo woo woo woo woo woo woo
오 그대 오 그대

나의 사랑 그대
오늘 밤 잘 자요"
1098,"새벽, 울고 있는 너에게",레인보우 페이퍼(Rainbow Paper),"또 새벽이구나
불면의 밤
불안한 밤
이 커다란 어둠도
이 생각도 끝이 없네

사실 난 오늘
울고 싶었어
모든 게 다
속상했어
이 복잡한 마음은
왜 이리도 끝이 없는지

언젠간
평온해지길
기도하네
부디
이루어지기를 기도해

이 세상에
펼치고 싶었던 꿈들을
다 이룰래
꼭
내가 살아가는 이유

벌써
새벽 다섯 시
또 하루가 시작됐어

오늘은 어제보다 더
강해져야 해
다, 다 괜찮을 거야"
1116,The Scientist,Coldplay(콜드플레이),"Come up to meet ya
tell you I'm sorry
You don't know how lovely you are
I had to find you
tell you I need ya
And tell you I set you apart,
Tell me your secrets
and ask me your questions
Oh lets go back to the start
Running in circles
coming in tails
Heads on a science apart
Nobody said it was easy
It's such a shame for us to part
Nobody said it was easy
No one ever said
it would be this hard
Oh take me back to the start
I was just guessing
at numbers and figures
Pulling the puzzles apart
Questions of science
science and progress
Do not speak as loud as my heart
And tell me you love me
come back and haunt me
Oh and I rush to the start
Running in circles
chasing tails
Coming back as we are
Nobody said it was easy
Oh it's such a shame for us to part
Nobody said it was easy
No one ever said it would be so hard
I'm going back to the start"
1117,Strange Time,Matt Maltese,"Now that we're doomed
Let me show you to your room
Where we can implode by the moon
I'm a self obsessed mess
And you can't sleep for shit
And we're both gladly losing our minds
We sure have a strange time
But we sure do it right
We sure have a strange time
We're getting stranger every night
Tonight I'll be drunk
And act like a punk (So drunk)
And you'll sit and laugh while I throw up
They say I'm too old for my age
And you're just the same
Yet we make love like kids again and again
We sure have a strange time
But we sure do it right
We sure have a strange time
We're getting stranger every night
And I'm naked now
On your fine red couch and you
Put your body to me
You put your body to me
I'm naked now on your fine
Red couch and you
You can see right through me
Come on now lets just have a strange time
Oh it's just right if we deface our minds
We can have a strange time
And get stranger every night"
1119,My Wretched Love,Maximilian Hecker(막시밀리안 헤커),"I turn away from all the ones
Who hold on for dear life
And my fear of love suddenly rise
S as a cloudy trace of fiendish sorrow
That makes me run just to survive
I single out the ones
Who'll never hold me in their hearts
And then I will lie under the spell of
Their resounding glory and raving stories
Of how they need to stay apart
Time will ease the strain to wander
And time will heal my wretched love
And I will leave the way to wonder
Why you're inside me
My wretched love
I'lll seek for all the ones
Who'll try to deal with all my faults
And my need of love suddenly rears
Its head and drowns my spirit
Forces my hand
And sends me out into the cold
And time will ease the strain to wander
And time will heal my wretched love
And I will leave the way to understanding
Loneliness my wretched love"
1120,Paper Thin,Lianne La Havas(리앤 라 하바스),"Paper thin
 God only knows the pain you're in
 But the future's bright
 You've got God on your side
 He's listening

 Love yourself
 Or else you can't love no one else
 I know your pain is real
 But you won't let it heal

 Paper thin
 If you're trying to lose
 You'll never win
 It's your life
 But you're not the only one who's suffering

 That's enough
 I know you're made of better stuff
 Baby
 You've got to roam free
 Please don't forget about me

 Oh, give me the other key
 Oh, your heart's wide open
 There must be another key
 Left your heart wide open
 Just give me the other key
 Your heart is an open door
 So let me love you
 I just wanna love you

 Paper thin
 You understand the pain I'm in
 Slipping in and out
 Of such confidence and overwhelming doubt
 But if I love myself
 I know I can't be no one else
 Oh no
 Don't go
 'Cause I need you

 So, oh, give me the other key
 Oh, your heart's wide open
 There must be another key
 Left your heart wide open
 Just give me the other key
 Your heart is an open door
 So let me love you
 I just wanna love you

 They said they're scared of you
 I'm like
 Me too, me too
 (Me too, me too)
 Me too
 You say you're scared of me
 We both just want to be free
 (Be free, be free)
 Be free

 Oh, give me the other key
 Oh, your heart's wide open
 There must be another key
 Left your heart wide open
 Just give me the other key
 Your heart is an open door
 Let me love you

 Your heart's wide open
 Your heart's wide open
 (Just give me another key)
 Your heart's wide open
 (Just give me another key)
 Your heart's wide open
 Just give me another key
 Your heart is an open door
 So let me love you
 I just wanna love you"
1123,Amoeba,Clairo,"Between the gaps I was swimming laps
 Got close to some epiphany
 I'll convince a friend to join deep ends
 Have your toes touch the lack of cement

 Gather to one corner of the woods
 Echo chambers inside a neighborhood
 And centerfold, humility shown
 You're not as good as what your mama's sewn

 Aren't you glad that you reside
 In a hell and in disguise?
 Nobody yet everything
 A pool to shed your memory

 Could you say you even tried?
 You haven't called your family twice
 I can hope tonight goes differently
 But I show up to the party just to leave

 Between the gaps, keep it under wraps
 How I got to some epiphany
 I'll convince myself when it turns to twelve
 The photos keep the sentiment

 Gather to one corner of the woods
 Echo chambers inside a neighborhood
 And centerfold, humility shown
 You're not as good as what your mama's sewn

 Aren't you glad that you reside
 In a hell and in disguise?
 Nobody yet everything
 A pool to shed your memory

 Could you say you even tried?
 You haven't called your family twice
 I can hope tonight goes differently
 But I show up to the party just to leave

 Pulling back I tried to find
 The point of wasting precious time
 I sip and toast to normalcy
 A fool's way into jealousy

 I mock and imitate goodbyes
 When I know that I can't deny
 That I'll be here forever while
 I show up to the party just to leave"
1124,Cry,Cigarettes After Sex(시가렛 애프터 섹스),"It's making you cry every time
You give your love to me this way
Saying you'd wait for me to stay
I know it hurts you
But I need to tell you something
My heart just can't be faithful for long
I swear I'll only make you cry
Maybe I'd change for you someday
But I can't help the way I feel
Wish I was good
Wish that I could give you my love now"
1126,cardigan,Taylor Swift(테일러 스위프트),"Vintage tee brand new phone
High heels on cobblestones
When you are young
They assume you know nothing
Sequined smile black lipstick
Sensual politics
When you are young
They assume you know nothing
But I knew you
Dancin' in your Levi's
Drunk under a streetlight I
I knew you
Hand under my sweatshirt
Baby kiss it better I
And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite
A friend to all is a friend to none
Chase two girls lose the one
When you are young
They assume you know nothing
But I knew you
Playing hide and seek and
Giving me your weekends I
I knew you
Your heartbeat on the High Line
Once in twenty lifetimes I
And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite
To kiss in cars and downtown bars
Was all we needed
You drew stars around my scars
But now I'm bleedin'
'Cause I knew you
Steppin' on the last train
Marked me like a bloodstain I
I knew you
Tried to change the ending
Peter losing Wendy I
I knew you
Leavin' like a father
Running like water I
And when you are young
They assume you know nothing
But I knew you'd linger like a tattoo kiss
I knew you'd haunt all of my what ifs
The smell of smoke would
Hang around this long
'Cause I knew everything when I was young
I knew I'd curse you for the longest time
Chasin' shadows in the grocery line
I knew you'd miss me once the thrill expired
And you'd be standin' in my front porch light
And I knew you'd come back to me
You'd come back to me
And you'd come back to me
And you'd come back
And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite"
1130,Angels,The XX(디 엑스엑스),"Light reflects from your shadow
It is more than I thought could exist
You move through the room
Like breathing was easy
If someone believed me

They would be
As in love with you as I am
They would be
As in love with you as I am
They would be
As in love with you as I am
They would be
In love, love, love

And everyday
I'm learning about you
The things that no one else sees
And the end comes too soon
Like dreaming of angels

And leaving without them
And leaving without them

Being
As in love with you as I am
Being
As in love with you as I am
Being
As in love with you as I am
Being
As in love, love, love
Love, love, love
Love, love, love

And with words unspoken
A silent devotion
I know you know what I mean
And the end is unknown
But I think I'm ready
As long as you're with me

Being
As in love with you as I am
Being
As in love with you as I am
Being
As in love with you as I am
Being
As in love, love, love"
1132,Magical,Ed Sheeran(에드 시런),"One touch electric shock
Eyes locked liked it you feel that too
World stops just us
Here on the dust and the darkness
Of the blue out of the blue
Is this how it feels to be in love?
This is magical this is magical
Is this how it feels to be in love?
This is magical this is magical
Our lips barely one inch
Your skin brushed by my fingertips
Mornings wideness
So delicate covers as we begin
As we begin
Is this how it feels to be in love?
This is magical this is magical
Is this how it feels to be in love?
This is magical this is magical
(Pa pa pa pa pa pa)
(Pa pa pa pa pa pa)
Silence it's filled as time stands still
Our thoughts in the open room
Lay here until the sun distances
It's like the perfect view
Now I'm with you
Is this how it feels to be in love?
This is magical this is magical
Is this how it feels to be in love?
This is magical this is magical"
1133,First Grade,Lauv(라우브)CONNECT 아티스트,"First grade I see you go alone in the world
Trying to paint in beautiful colors
With an innocent mother
And the story as its told is not a pity one
But it's story I wanna fall
'Cause baby I love you
Don't really know you
I wanna show you
That it's okay to be who you are
'Cause who you are it's a star
Who you are is beautiful beautiful
Who you are to me
Hmm
I know you get discouraged sometimes
As you're scared that your father was right
And I promise you'll see the things
That I see in time
No we don't come to that day
And you get through the pain
I know all other thing you hold inside
'Cause baby I love you
Don't really know you
I wanna show you
That it's okay to be who you are
'Cause who you are it's a star
Who you are is beautiful beautiful
Who you are to me
Ohh ohh ohh ohh
Ohh ohh ohh ohh
'Cause baby I love you
Don't really know you
I wanna show you
That it's okay to be who you are
'Cause who you are it's a star
Who you are is beautiful beautiful
Who you are to me"
1135,would you love me now?,Joshua Bassett,"I never wrote the letter that I swore I'd send
I never got to tell you what I really meant
I'm passing Pasadena do you still live in LA?
'Cause I can't help but think of all the things 
that I would say
If I showed up at your doorstep
Would you turn me away?
Or would you care to see a stranger 
whose eyes are still the same?
Take me or leave me I'm going home
But I'd rather be going your way so
Would you love me now?
Take me back to 
when we were young again darling
Would you love me now?
After everything would you let me in 
and love you now?
We made ourselves a promise 
we would stay in touch
So if we're being honest that's on both of us
And I've still got the Converse 
that I wore the day we met
I'm running out of reasons 
not to do it all again so
If I showed up at your doorstep
Would you turn me away?
Or would you care to see a stranger
whose eyes are still the same?
Take me or leave me I'm going home
But I'd rather be going your way so
Would you love me now?
Take me back to 
when we were young again darling
Would you love me now?
After everything would you let me in 
and love you now?
You know I'd fly away with you 
if you asked me to
So what do you say for one more day?
If I showed up at your doorstep
Would you turn me away? Oh
Or would you care to see a stranger
whose eyes are still the same?
Take me or leave me I'm going home
But I'd rather be going your way so
Would you love me now?
Take me back to 
when we were young again darling
Would you love me now?
After everything would you let me in 
and love you now?
Would you love me
Would you love me
Would you love me now?
Would you love me
Would you love me
Would you love me now?"
1136,I Don't Miss You,JP Saxe,"I've never called her by your name
I'm lucky yours and hers aren't similar in any way
But you're an undertone still, if she listens
You're on the tip of my tongue when we're kissing

And my conscience is flooded
But I don't think much of it
It's subconscious and sudden
So I don't let it mean anything

I don't miss you
I just fantasize about you
Being someone who loves me
It's not fair to anybody
But I just can't get you off of my mind
I don't miss you
I just fantasize about you
Being someone who loves me
I can't help it, how I dream
As if you're painted on the back of my eyes
I don't miss you
I just think about you all the time
I just think about you all the time

I can't say that I expected
Just how many moments where we'd still be so connected
You sneak up on my imagination
In the worst possible situations

And my conscience is flooded
But I don't think much of it
It's subconscious and sudden
So I don't let it mean anything

I don't miss you
I just fantasize about you
Being someone who loves me
It's not fair to anybody
But I just can't get you off of my mind
I don't miss you
I just fantasize about you
Being someone who loves me
I can't help it, how I dream
As if you're painted on the back of my eyes
I don't miss you
I just think about you all the time
I just think about you all the time

I don't miss you
I just fantasize about you
Being someone who loves me
It's not fair to anybody
But I just can't get you off of my mind
I don't miss you
I just fantasize about you
Being someone who loves me (Someone, someone who loves me)
I can't help it, how I dream
As if you're painted on the back of my eyes
I don't miss you
I just think about you all the time
I just think about you all the time

I don't miss you
I just think about you all the time
I just think about you all the time"
1137,18,Jonah Kagen,"I don't know where we are
We're in the back of a car
In some field in Firebaugh
I'll only ever be 18 with you
Now you're losing your clothes
And it's starting to snow outside
But you don't even notice
The car died on the road
And we just laughed
Don't you know what we could've been?
Made to love
We were younger then
I'd do it all again
Now I'm sitting alone
In a dorm with a phone on my chest
Holding on to each breath you take
I'm staying in for another night
Said ""You can go if you like""
I said ""It's fine for the night""
I wouldn't know how to fight with you anyway
This is the only way
Don't you know what we could've been?
Made to love
We were younger then
I'd do it all again
I'm thinking 'bout how it was
It felt like it was just us
In the back of some car
How'd we do that?
How do we get back?
'Cause here I'm wondering again
What if we never met?
God, I miss my friend
And my heart's gone numb
We met too young
Don't you know what we could've been?
Made to love
We were younger then
Oh, I'd do it all again
Don't you know what we could've been?
Made to love
We were younger then
I'd do it all again
I don't know where we are
In the back of a car
In some field in Firebaugh
I'll only ever be 18 with you"
1139,Kissing In Swimming Pools,Holly Humberstone,"Pick me up from my parents' place
All at once, I feel less insane
I'll steal a glance
As you're singing your heart out to something embarrassing
I wanna know if you think about me that way

When it rains, I wanna share your umbrella
Do you think that we're made to last in the coldest of weather
I wanna be the one that gets to fix you, honey
I wanna sleep to your sound

When you found me, I was a trainwreck
You gathered my bones in a blanket

So, can we kiss in your swimming pool?
In this bathing suit
I would die for you
Maybe I don't have to leave so soon
You look heavenly
In this shade of blue
We don't have to complicate it
I just wanna be alone with you
I just wanna be alone with you

Call me up and tell me I'm pretty
Then we'll get drunk and I'll give you my body
We're gonna be
In the corner of the bar, talking shit about everyone
Yeah, and I'll be funny for you

When I met you, your cloud was heavy
I could repair you so gently

So, can we kiss in your swimming pool?
In this bathing suit
I would die for you
Maybe I don't have to leave so soon
You look heavenly
In this shade of blue
We don't have to complicate it
I just wanna be alone with you
I just wanna be alone with you

I, I
Hmmm
I, I, I
Hmmm
I, I
I, I, I"
1140,Middle Ground,Maroon 5(마룬 파이브),"I need peace I need hope I need guidance
I need more than myself
I need light I need life I need what I never felt
Sisters and brothers are picking sides
And both of our mothers are terrified
And I'm crying out to an empty sky
Tell me
If I hit the ground
And I fall down to my knees
Would you hear the sound?
Am I crazy to think that we
Could make it out?
Am I crazier to believe
There's a middle ground?
I'm so up I'm so down I'm so broken
I'm so tired I can't sleep
I'm not mine I'm not yours
I'm not sure of anything
Sisters and brothers are picking sides
And both of our mothers are terrified
And I'm crying out to an empty sky
Tell me
If I hit the ground
And I fall down to my knees
Would you hear the sound?
Am I crazy to think that we
Could make it out?
Am I crazier to believe
There's a middle ground?
Middle ground there's a middle ground
I don't need someone to love
I just need someone to live for
Middle ground there's a middle ground
On my knees where I belong
Please tell me
If I hit the ground
And I fall down to my knees
Would you hear the sound?
Am I crazy to think that we
Could ever make it out?
Am I crazier to believe
There's a middle ground?
Middle ground there's a middle ground (Oh)
Am I crazier to believe there's a middle ground?
Middle ground there's a middle ground (Oh)
I need you to believe
Oh there's a middle ground"
1141,Thank You,Lennon Stella(레논 스텔라),"My tea's gone cold, I'm wonderin' why
I got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could, it'd all be grey
But your picture on my wall
It reminds me that it's not so bad, it's not so bad

I drank too much last night, got bills to pay
My head just feels in pain
I missed the bus and there'll be hell today
I'm late for work again
And even if I'm there, they'll all imply
That I might not last the day
And then you call me
And it's not so bad, it's not so bad

And I want to thank you
For giving me the best day of my life
And oh-ooh, just to be with you
Is having the best day of my life, mmm-mmm

Push the door, home at last
And I'm soaking through and through
Then you handed me a towel
And all I see is you
And еven if my house falls down now
I wouldn't have a cluе
Because you're near me

And I want to thank you
For giving me the best day of my life
And oh-ooh, just to be with you
Is having the best day of my life, mmm-mmm"
1142,My Red Little Fox,Sufjan Stevens(수프얀 스티븐스),"I drink 'til it's lost 
Drinking words within 
That spin down Pentecost
Kiss me with the fire of gods
Just say what you want
Say it out within 
Without that funny little cough
Simple minded, simple talk

Don't start with your camouflage
Spurning from within
Jump in, my red little fox
Rivers running through it all
So kiss me as I am lost
Kiss me from within
Jump in, my red little fox 
Yellow paper folded off

My love, my queen, my broken 
Dreams come save me
Kiss me like the wind 
Now I sing it won't you
Kiss me from within 
Now I sing it won't you
Kiss me like the wind that flows 
within your veins

Let's not be for want
Wanting is a sin
I don't want anything at all
Yellow fever folded off
Let's drink 'til it's Pentecost
Drink unto the wind
Jump in, my red little fox
Kiss me with the fire of gods
Let's scream 'til it's all forgot
Screaming words within 
That spin without any cost
Kiss me with the fire of gods 

My love, my queen, my spoken 
Dreams come save me
Kiss me like the wind 
Now I sing it won't you
Kiss me from within 
Now I sing it won't you
Kiss me like the wind that flows 
within your veins"
1143,The Weight,Shawn Mendes(션 멘데스),"I wanna go back
Forget that it's over
Paint it in black
When you left me alone
I never knew
She was sleeping next door 
with the kid I grew up with
And I can't go back to her anymore, no

You tell me you were happier with him,
you want me to stay
And you tell me that you needed time 
but you pushed me away
And when you try to take me back, 
my heavy heart just breaks
No, I can't lift the weight

Put you in the past
Try to forget you 'cause it's over
And every time you ask
I'll pretend I'm okay
You're inside my head
In the middle of the night
When I don't feel right
I dream I can hold you
And I can't go back to you anymore, yeah, yeah

You tell me you were happier with him,
you want me to stay
And you tell me that you needed time 
but you pushed me away
And when you try to take me back, 
my heavy heart just breaks
But I can't lift the weight, 
and I can't lift the weight

And I can't lift the weight, 
no, I can't lift the weight
Yeah, you stand on my shoulders 
and my heart just breaks
And I can't lift the weight, 
no, I can't lift the weight
Yeah, you stand on my shoulders 
and my heart just breaks
And I can't lift the weight, 
no, I can't lift the weight
Yeah, you lower your standards 
and I raise the stakes
And I can't lift the weight,
no, I can't lift the weight

Tell me you were happier with him, 
but you want me to stay
And you tell me that you needed time 
but you, you pushed me away
And when you try to take me back, 
my heavy heart just breaks
But I can't lift the weight, 
and I can't lift the weight

Tell me you were happier with him, 
but you want me to stay
You told me that you needed time 
but you, you pushed me away
And when you try to take me back,
say someday you will change
But I don't wanna wait"
1144,Skinny Love,Birdy(버디),"Come on skinny love just last the year
Pour a little salt we were never here
My my my – my my my – my my my – my my
Staring at the sink of blood and crushed veneer

I tell my love to wreck it all
Cut out all the ropes and let me fall
My my my – my my my – my my my – my my
Right in the moment this order's tall

And I told you to be patient
And I told you to be fine
And I told you to be balanced
And I told you to be kind
And in the morning I'll be with you
But it will be a different kind
And I'll be holding all the tickets
And you'll be owning all the fines

Come on skinny love, what happened here?
Suckle on the hope in light brassieres
My my my – my my my – my my my – my my
Sullen load is full, so slow on the split

And I told you to be patient
And I told you to be fine
And I told you to be balanced
And I told you to be kind
Now all your love is wasted
Then who the hell was I?
Cause now I'm breaking at the britches
And at the end of all your lines

Who will love you?
Who will fight?
Who will fall far behind? 

Come on skinny love
My my my – my my my – my my my – my my
My my my – my my my – my my my – my my"
1145,You're Not There,Johnny Stimson,"I woke up in the morning
And my first thought was about you
I just can't leave you in the past
Keep having the same dream
That my arm is around you
But I know deep down you're never coming back
I'll be fine
At least that's what I keep telling myself
If I'm being honest with you I'm not doing well
'Cause you're in the sunrise and the sunset
You're in the long nights in the silence
Sat at the kitchen table in an empty chair
You're in the raindrops and the rainbows
You're in the notes on my piano
I see your face in crowded places everywhere
But you're not there
I wonder if you ever knew
How much I adored you
I must've said it about a million times
Wish I could say it again
Just so I could reassure you
That you were the best part of my whole life
I'm alright
I'll just keep taking one day at a time
If I'm being honest you'll always be on my mind
'Cause you're in the sunrise and the sunset
You're in the long nights in the silence
Sat at the kitchen table in an empty chair
You're in the raindrops and the rainbows
You're in the notes on my piano
I see your face in crowded places everywhere
But you're not there for me to lean on
You're not there to hold me close
You're not there for all the plans
we made together
You're not there for me to call you
When I need you here the most
There is an emptiness that goes and goes forever
'Cause you're not there"
1146,A Year Ago,James Arthur(제임스 아서)CONNECT 아티스트,"I miss you
Your name's still on my coffee cup
I miss you
The way you chose the films we watched
I miss you, babe
If only I had told you that before

Maybe I would never have to miss you
Singing by the kitchen sink
I miss you
Not knowing I was listening
I miss you, babe
You embody everything that I am not
And now I'm just somebody you forgot

I wish it was a year ago
I wish that I could hold you close
Now I'm driving past your house, I know
The lights are on, you're not alone

I wonder if you're making eyes
I wonder if he loves you like
The way you said that only I could do
I wish that I could tell you that I miss you

I miss you
The way you left my car a mess
I miss you
The way you took up half the bed
That empty space
You remind me of the things that I am not
And now I'm just somebody you forgot

I hope you're well
Oh and I can't help myself

I wish it was a year ago
I wish that I could hold you close
Now I'm driving past your house, I know
The lights are on, you're not alone

I wonder if you're making eyes
I wonder if he loves you like
The way you said that only I could do
I wish that I could tell you that I miss you
I wish that I could tell you that I miss you

I wish it was a year ago
I wish that I could hold you close
The way you said that only I could do
I wish that I could tell you that I miss you"
1147,Letters (Acoustic),Maximillian,"Same place but something's different
Yeah, I noticed something's off
So fast, I almost missed it
But it's too late and now you're gone
I spilled another glass of wine
Killed the lights to pass the time
'Cause you're not here to ask me how I feel
I still hope you read my letters
That they bring you peace at night
Even at our darkest hour
I know that we'll be alright
Makes no sense, I don't believe it
Is it true that they can just take you away?
Walls were never made for freedom
And I'll bring every single one to see your face
And I will hold the hourglass
Counting every grain of sand
'Cause nothing feels the same until you're home
I still hope you read my letters
That they bring you peace at night
Even at our darkest hour
I know that we'll be alright
So many faces to remember
But yours is the only one I know
The one I believe in
The place I call home
I'll light a light for you tonight
Send out a prayer in my mind
'Cause I know we'll be alright"
1149,burn out,SOLOMON,"both left with scars but
you know that I never meant
any harm
grateful I found you
but we've wound up winding ourselves
up in arms
I've put the work in
tired myself out tryna fix
what we broke
but I'm still hurting
don't have much else left to give
so don't you go
and let me just burn out
don't let me just burn out
don't let me just burn out
don't let me just burn out
don't expect you to believe me
but i love you more
than you know
words were much louder
than all of my actions and both
failed to show
that I've put the work in
tired myself out tryna fix
what we broke
still I'm just hurting
don't have much else left to give
so don't you go
and let me just burn out
don't let me just burn out
don't let me just burn out
don't let me just burn out
don't let me just burn out
don't let me just burn out
don't let me just burn out
don't let me just burn out
don't let me just burn out
don't let me just burn out
don't let me just burn out
don't let me just burn out"
1151,silent,Sam Ock(샘 옥),"Please tell me that I am okay
Please show me that this is the way
When time stands still
When I feel silence
Life gets real
When hearts are violent
Words they kill
But I stay silent
Let me know that you're still with me
Please show me a beautiful day
Please take me to your quiet place
When snow is falling
In winter silence
When no one is calling
When dawn is lightless
I will be still
I will stay quiet
And I will wait until the spring time
I will wait until the snow stops
I will wait until the morning
For you
Don't worry 'cause you'll be okay
Don't let all the time pass away
You are loved
And you are priceless
'cause your love
Nothing's quite like it
Although now
May seem like a lifetime
Know that the dawn will come for you
Know that the peace will come for you
Know that my love will be with you
Always"
1152,talking to myself,brb.,"You know I can't stop thinking
About how you keep on missing
What's not me what I could be
Late nights have got me feeling
Like I should keep on listening
To the streets turn out the heat
I can't make magic
Taken for granted
Can't say its over
Lover and I
Keep talking to myself lately
Keep talking to myself lately
I know we got together and forever but
Gotta find a way to make it work without
All the ones know I can't do
A compromise yeah I know it's true
So let us all fall into consensus
With right and wrong we'll find our fixes oh
I mean we can pretend
But I'm benevolent
Just so you know
I can't make magic
Taken for granted
Can't say its over
Lover and I
Keep talking to myself lately
Keep talking to myself lately
Remember how we used to
Feel like nothings better
Walked to your doorstep thinking
I can't live without her
Eyes closed for a minute
Feels right now in it
Hands around your waist
Real talk no gimmicks
Yeah she's a witch
I can't make magic
Taken for granted
Can't say its over
Lover and I
Keep talking to myself lately
Keep talking to myself lately"
