,노래제목,가수,가사
393,seasons,wave to earth,"I can't be your love
Look it's too trivial for you now
Oh my life's fallin apart
Maybe no one will know if I disappear
But I'll pray for you all the time
If I could be by your side
I'll give you all my life my seasons
I can't be your love
Cause I'm afraid I'll ruin your life
While the leaves withered away
And grew again you have gone far away
I'll be pushing up daisies
And bring all the chances to here
But I'll pray for you all the time
If I could be by your side
I'll give you all my life my seasons
By your side I'll be your seasons
My love"
394,ONLY,이하이,"Be my only one
이렇게 부르고 싶은 이름 내 곁에
손을 잡고서 같이 걸어요
비가 오는 밤에도 외로웠던 낮에도
그대 환한 빛깔을 내게 가득 칠해줘요
내가 더 잘할게요 이렇게 같이 있어준다면
Now I believe
라랄라랄라라 부르는 노래
찾고 찾고 찾아 헤매이던 그대와
My oh my oh my oh 내 사랑
Be my only love
걸어 걸어가는 발걸음마다
기분 좋아 꼭 둘이서 추는 춤 같아
My oh my oh my oh 내 사랑
Be my only love
Be my only one
이제는 숨기지 않고도 말할 수 있어
그렇게나 말하고 싶던 I say I love you
쉬고 싶은 밤에도 바쁘던 아침에도
그대 내게 쉴 곳을 마음속에 마련해요
내가 더 잘할게요 그 맘을 내게 나눠준다면
Now I believe
라랄라랄라라 부르는 노래
찾고 찾고 찾아 헤매이던 그대와
My oh my oh 내 사랑 Be my only love
My only one 그대를 보면
기대고 싶어 가지고 싶어
이 사랑이라면 어설픈 꿈도
이뤄질 것 같은데
Now I believe
걸어걸어 가는 발걸음마다
기분 좋아 꼭 둘이서 추는 춤 같아
My oh my oh my oh 내 사랑
Be my only love
'My only one'"
395,instagram,DEAN(딘),"내일이 올 걸 아는데
난 핸드폰을 놓지 못해
잠은 올 생각이 없대 yeah
다시 인스타그램 인스타그램 하네
잘 난 사람 많고 많지
누군 어디를 놀러 갔다지
좋아요는 안 눌렀어
나만 이런 것 같아서
저기 인스타그램 인스타그램 속엔
문제야 문제
온 세상 속에
똑같은 사랑 노래가
와 닿지 못해
나의 밤 속엔
생각이 너무 많네
복잡해
틈 만나면 바뀌는 게
관둘래
이놈의 정보화 시대
단단히 잘못됐어
요즘은 아는 게 더
괴로운 것 같은데
가면 갈수록
너무 어려워
나만 이런 건지
클럽 말고 뭐
영화 말고 뭐 없나 하다
결국 동네
내 맘에는 구멍이 있어
그건 뭘로도 못 채우는 것 yeah
난 지금 가라앉는 중 인걸
네모난 바닷속에서
문제야 문제
온 세상 속에
똑같은 사랑 노래가
와 닿지 못해
나의 밤 속엔
생각이 너무 많네
뚜루루뚜 뚜루루뚜
뚜루루뚜 뚜루루뚜
All night
그렇게 시간 낭비를 하네
저 인스타그램 속에서
Lonely lonely so lonely
원래 이리도 힘든가요
No way no way
이 피드 속엔
나완 다른 세상뿐인데
부질없이
올려놓은 사진
뒤에 가려진 내 마음을
아는 이 없네
난 또 헤매이네
저 인스타그램 속에서
그래 너는 요즘 어때
잠 못 자는 건 여전해?
자른 단발이 참 예쁘던데
좋아요는 안 눌렀어
조금 웃긴 것 같아서
뚜루루뚜 뚜루루뚜
뚜루루뚜 뚜루루뚜
All night
그렇게 시간 낭비를 하네
네 인스타그램 속에서"
396,Love Is Ugly (Feat. 화사),박재범,"Love is ugly sometimes
아름다울 수는 없어
Love is ugly sometimes
항상 좋을 수는 없어
못 할 말도 다 하고 좀 뭐 같애
너와 함께라면 baby it's ok
못 볼 꼴도 다 보고 좀 이상해
같이 못난 거니까 girl it's ok
It's ok it's ok
It's ok it's ok
가끔씩 줬던 세상을 뺏어 부시고 싶어
Oh oh oh oh oh
Oh oh oh oh oh
Oh oh oh oh oh
Oh oh oh oh
째려보면서 짜증 내 sometimes
옆에 있어도 등을 돌려 all night
죽도록 밉지만 너 없이 겁나
서로 흠이 많아도 너는 내 거야
다 의미 없어 쓸데없는 자존심 baby
너와 같이라면 지옥까지 따라갈게
Love is ugly sometimes
아름다울 수는 없어
Love is ugly sometimes
항상 좋을 수는 없어
특별하게 해줘 넌
나를 유일하게 만들어
아프게도 하지만
너의 모든 것이 물들어
It's ok it's ok
가끔은 날 미치게 하지만
It's ok it's ok
오직 너뿐이란 걸
내게 집이 되어주잖아
째려보면서 짜증 내 sometimes
옆에 있어도 등을 돌려 all night
죽도록 밉지만 너 없이 겁나
서로 흠이 많아도 너는 내 거야
다 의미 없어 쓸데없는 자존심 baby
너와 함께라면 지옥까지 따라갈게
Oh oh oh oh oh
Oh oh oh oh oh
Oh oh oh oh oh
Oh oh oh oh
Baby there ain't nothing I won't do for u
영원하기를 바래
Love is ugly sometimes
아름다울 수는 없어
Love is ugly sometimes
항상 좋을 수는 없어"
397,미안해 (feat. 켈리 (Kelly)),처리(Churry),"내가 미안해
그땐 내가 바보 같았고
네가 없이 살 수 있을 것만 같았어
그러니까 미안해
그땐 내가 바보 같았고
네가 없는 하룬 아무 의미 없었어
다시 한번 미안해
다시 한번 미안해
다시 한번 미안해
내가 미안해
다시 한번 미안해
다시 한번 미안해
내가 미안해
내가
그날도 비가 내렸었던 것 같아
넌 질렸다는 듯이 울었고
난 문젤 피하고 싶었나 봐
우리 사인 끝이냐고 물었고
넌 나를 보며 말해 왜
끝을 말하는 건데
나는 고갤 떨궜고
한숨을 내쉬어 또
내 말은 그게 아닌데
어떻게 말을 해야 해
넌 얼굴을 묻었고
소리 없이 울어 또
그 시간으로
나 돌아가면 좋겠어
바보같이 내가 너를 두고
뭘 할 수 있어
그 시간으로
나 돌아가면 좋겠어
바보 같은 나는 너를 두고
살 수 없어
내가 더 미안해
그땐 내가 바보 같았고
네가 없이 살 수 있을 것만 같았어
그러니까 미안해
그땐 내가 바보 같았고
네가 없는 하룬 아무 의미 없었어
다시 한번 미안해
다시 한번 미안해
다시 한번 미안해
내가 미안해
다시 한번 미안해
다시 한번 미안해
내가 미안해
내가
You keep coming back to my mind
다른 곳에 있어도 같이 있는 것 같아
근데 사랑했던 우린 그려지지가 않아
넌 내 삶의 변수
네가 들어오고부터
난 네가 없는 건
상상할 수가 없어
너랑 걸어가던 그 길
지나갈 때면 문득
눈물이 차올라
고갤 들 수가 없어
그 시간으로
나 돌아가면 좋겠어
너의 표정 모든 게
그리워 미칠 것 같아
그 시간으로
나 돌아가면 좋겠어
너의 품에 지금 달려가서
안기고 싶어
내가 미안해
그땐 내가 바보 같았고
네가 없이 살 수 있을 것만 같았어
그러니까 미안해
그땐 내가 바보 같았고
네가 없는 하룬 아무 의미 없었어
다시 한번 미안해
다시 한번 미안해
다시 한번 미안해
내가 미안해
다시 한번 미안해
다시 한번 미안해
내가 미안해
내가"
398,EVERYTHING,검정치마,"you are my everything  
my everything
my everything

you are my everything  
my everything

비가 내리는 날엔 
우리 방 안에 누워 
아무 말이 없고
감은 눈을 마주 보면
모든 게 우리 거야

조금 핼쑥한 얼굴로 
날 찾아올 때도
가끔 발칙한 얘기로
날 놀랠킬 때도

you are my everything  
my everything
my everything

you are my everything  
my everything

넌 내 모든 거야
내 여름이고
내 꿈이야
넌 내 모든거야
나 있는 그대로 받아줄게요"
399,너의 로맨스에 내 이름을 써줘 (Prod. IVY GROUND),104 (백사),"밖에 예상치 못하게
또 주룩주룩 비가 내려와
아마 내가 너를 생각할 때마다
신께서 같이 울어주나 봐
우릴 비추는 달빛마저도 구름에 가려진 이때
내 생각 하면 걷혀질 거야
또 비가 내려 왜 봄비가 내려
내일도 네 생각에 취해서 아마 멍 때릴듯해
포장마차 옆자리에 앉아있던 너
널 보자마자 내 두 눈이 흔들렸던 거야
아마 이건 사랑인듯해
너와 나의 눈이 서로 마주쳤을 때
흠칫하는 너의 모습에 무언가에
홀린 듯이 네 앞으로 다가갔어
어딜 가던 너와 손잡고
예쁜 꽃이 많은 길거리를 거닐 땐
흔들리는 샹들리에 위에서 구름을 걷는듯해
아무것도 안 해도 다 좋았었지 그땐
술을 좋아하는 너와 같이 다니고
이젠 그때 그 자리에서 널 기다리고
다가오는 여자들을 다 지나치던
그 때로 다시 돌아갈 수는 없을까
소주 병뚜껑으로 하트 모양을 만들고
네 눈에 보이게 오른쪽 옆자리에 뒀던 봄
이제 그 자리는 추억이 됐잖아
이루어질 수 없다는 걸 알아 우리 만남
우리 손가락에 끼웠던 반지도 지워버릴게
이젠 널 보내주겠다는 거야
내려오는 빗방울에 혼자 비를 맞으며
너를 지워가고 있어
무슨 이별이 이렇게 힘드냐
너의 얼굴이 불현듯 스쳐가
한 걸음걸음 발을 내디디며 땅을 Step up
잡혀주면 안 될까 잡을게 널 딱 세 번
돌이킬 수도 없어 Love is gone
서울 그 카페 말이야 네가 좋아했던
리코타치즈향과 이젠 작별했어
PARIS BAGUETTE도 이젠 지나쳐도 안 보고
더 빠른 반댓길로 망설이지 않고 틀어 몸
똑같은 거리에서 노력하는 중이야
또 다른 거리들로 변하겠지만
너의 Romance에 내 이름을 써 줘
만약 그게 안 된다면 Extra라도 할게
별다른 생각 없이 나를 부른다면
네가 어느 곳에 있던 지금 당장 달려갈게
기다릴게 오늘까지만
365일 항상 하는 거짓말
오늘도 내 코가 길어졌지만 또 말해
진짜 오늘이 나에겐 마지막
소주 병뚜껑으로 별표 모양을 만들고
너 없는 자리에 괜스레 올려두고 싶은 놈
이제 이 자리는 잊혀지지 않아
이루어질 수 없다는 걸 알아 우리 만남
우리 손가락에 끼웠던 반지도 지워버릴게
이젠 널 보내주겠다는 거야
내려오는 빗방울에 혼자 비를 맞으며
너를 지워가고 있어
무슨 이별이 이렇게 힘드냐
너의 얼굴이 불현듯 스쳐가
한 걸음걸음 발을 내디디며 땅을 Step up
잡혀주면 안 될까 잡을게 널 딱 세 번
돌이킬 수도 없어 Love is gone"
400,Paris in the Rain,Lauv(라우브)CONNECT 아티스트,"All I know is ooh ooh ooh
We could go anywhere we could do
Anything girl whatever the mood we're in
All I know is ooh ooh ooh
Getting lost late at night under stars
Finding love standing right 
Where we are your lips
They pull me in the moment 
You and I alone and
People may be watching I don't mind
'Cause

Anywhere with you feels right
Anywhere with you feels like
Paris in the rain
Paris in the rain
We don't need a fancy town
Or bottles that we can't pronounce
'Cause anywhere babe
Is like Paris in the rain
When I'm with you
When I'm with you
Paris in the rain
Paris in the rain

I look at you now 
And I want this forever
I might not deserve it 
But there's nothing better
Don't know how I ever 
Did it all without you
My heart is about to 
About to jump out of my chest
Feelings they come 
And they go that they do
Feelings they come 
And they go not with you
The late nights and the street lights 
And the people look at me girl 
And the whole world could stop

Anywhere with you feels right
Anywhere with you feels like
Paris in the rain
Paris in the rain
We don't need a fancy town
Or bottles that we can't pronounce
'Cause anywhere babe
Is like Paris in the rain
When I'm with you
When I'm with you
Paris in the rain
Paris in the rain oh

Girl when I'm not with you
All I do is miss you
So come and set the mood right
Underneath the moonlight
Days in Paris nights in Paris
Paint you with my eyes closed
Wonder where the time goes
Yeah isn't it obvious isn't it obvious?
Come and set the mood right
Underneath the moonlight

'Cause anywhere with you feel right
Anywhere with you feels like
Paris in the rain
Paris in the rain
Walking down an empty street
Puddles underneath our feet"
401,사랑하는 사람들에게 가장 상처 주는 키를 우리는 모두 가지고 있어,김사월,"어느 날 해가 지는 것을 보면서
나 역시 그러하다고 생각했다
어쩌면 평생 괴롭고 싶은 거지
나는 기회만 되면
영혼을 헐값에 팔아
겉으로 보기에
그럴싸하면 그만일 사람이지
사랑했던 사람에게 주는 열쇠
그건 절대 쓰지 마 생각할수록
손에는 흐르는 땀과 금속 냄새
너의 머리카락을
만지고 느끼고 싶어
그럴 순 없지
방금 전 이 세상에서 사라졌으니"
402,Jasmine,DPR LIVE,"You know I can paint the world
Sitting there in black and gold
You're the perfect chemical
I gotta test I gotta know
You know I'm no criminal
But I could take your heart and go
You're the perfect chemical
I gotta test I gotta gotta
Just let me
Just let me
Just let me
Just let me
좋은 차 많은 돈
없을 수 있어 하지만
난 널 아낄 수 있고
또 소중히 다룰 수 있어
그리고 네가 원하면
우주선을 타 밤하늘
건너 별을 따 너의
손에 쥐여줄 수 있어
말만 해 뭐든지 뭐 어때?
비 오는 날 커피? okay
신사 홍대 압구? okay
아침에 no make up?
It's okay it's okay
I'll be getting it ready to fuse
Sitting on top of the world just cue
Missing a puzzle I swear it's you
You know I can paint the world
Sitting there in black and gold
You're the perfect chemical
I gotta test I gotta know
You know I'm no criminal
But I could take you heart and go
You're the perfect chemical
I gotta test I gotta gotta
Just let me
Just let me
Just let me
Just let me
If you let me be the code
네가 원하는 색깔별로
하늘도 바다도 산도
함께 칠할 수 있어
If you let me be the code
우리의 많은 다른 점도
선으로 이어갈 수 있어
Take one
If your new to this paint the world
We can roll with this black and gold
What to do with this chemical
Know your new to this
If your new to this paint the world
We can roll with this black and gold
What to do with this chemical
I gotta test I gotta gotta
Just let me
Just let me
Just let me
Just let me
Just let me
Just let me
Just let me
I could be the painter baby
You could be my
We could be drunk on that
Love till we pass out
Yeah right here right now
Yeah 너의 예쁜 허리에 두 손을
Girl can't we just dance now?
I could I could
I could paint your beauty
Thats if you
Just let me
Just let me
Just let me
Just let me
Coming to you live
You know I can paint the world
Sitting there in black and gold
You're the perfect chemical
I gotta test I gotta know
You know I'm no criminal
But I could take you heart and go
You're the perfect chemical
I gotta test I gotta"
403,double take,Dhruv,"Ooh ooh ooh ooh
Ooh ooh ooh
Ooh ooh ooh ooh
I could say I never dare
To think about you in that way
But I would be lying
And I pretend I'm happy for you
When you find some dude to take home
But I won't deny that
In the midst of the crowds
In the shapes in the clouds
I don't see nobody but you
In my rose tinted dreams
Wrinkled silk on my sheets
I don't see nobody but you
Boy you got me hooked onto something
Who could say that they saw us coming?
Tell me do you feel the love?
Spend a summer or a lifetime with me
Let me take you to the place of your dreams
Tell me do you feel the love?
Ooh ooh ooh ooh
And I could say I never answered
Those blue Levi's inside my head
But that's far from the truth
Don't know what's come over me
It seems like yesterday when I said
we'll be friends forever
Constellations of stars
Murals on city walls
I don't see nobody but you
You're my vice you're my muse
You're a nineteenth floor view
I don't see nobody but you
Boy you got me hooked onto something
Who could say that they saw us coming?
Tell me do you feel the love?
Spend a summer or a lifetime with me
Let me take you to the place of your dreams
Tell me do you feel the love?
Boy you got me hooked onto something
Who could say that they saw us coming?
Tell me do you feel the love?
Spend a summer or a lifetime with me
Let me take you to the place of your dreams
Tell me do you feel the love?
Do you feel the love? (Ooh ooh ooh ooh)
Do you feel the love?
Do you feel the love?
Do you feel the love?
Feel the love
Feel the love"
404,안전지대,이하이,"설렘이 무뎌지면 끝이라 쉽게 생각해
문득 말없이도 너의 맘이 보이네
나태함은 관계의 끝을 말하지만
익숙함은 완전한 사랑의 시작
안다면 알만큼 모른다면 몰라 널
Woo but 아침에 일어나면 익숙하게 널 원해
다른 애들과의 하룻밤과 다르게
So 너도 내게 보여줘
너의 그 사랑에 안전지대가 어딨어
너의 그 마음에 안전지대가 어딨어?
멍해진 표정 둔해진 심장
좋다 말하면 돌아서 달라
이런데 어떻게 널 믿겠어
너의 그 사랑에 안전지대가 어딨어
너의 그 마음에 안전지대가 어딨어?
영원한 게 있다면 보여줘
난 너라는 사람 하날 몰라
상처 입을 게 뻔해
Babe I can't trust u
Babe I can't trust u
내게 믿음을 줘
너에게 내가 좀 더 깊이 갈 수 있게
Babe can't trust u
Babe I can't trust u
내게 믿음을 줘
너에게 내가 좀 더 깊이 갈 수 있게
밤거리를 방황해도 우리 사이만 떠올라
원한 건 큰 것도 아냐 사소한 것들
우리 사이 반복도 할 만큼 했나 봐
나에게서 멀어져 가는 듯한 너
이유가 있다면 알고 싶어 우리 둘
Woo but 뒤돌아보면
다시 또 날 원하는 너니까
흔히 지나가는 하룻밤관 다르게
여전하다 말해줘
너의 그 사랑에 안전지대가 어딨어
너의 그 마음에 안전지대가 어딨어?
멍해진 표정 둔해진 심장
좋단 말하면 돌아서 달라
이런데 어떻게 널 믿겠어
너의 그 사랑에 안전지대가 어딨어
너의 그 마음에 안전지대가 어딨어?
영원한 게 있다면 보여줘
난 너라는 사람 하날 몰라
상처 입을 게 뻔해
Babe I can't trust u
Babe I can't trust u
내게 믿음을 줘
너에게 내가 좀 더 깊이 갈 수 있게
Babe can't trust u
Babe I can't trust u
내게 믿음을 줘
너에게 내가 좀 더 깊이 갈 수 있게
영원한 건 없겠지만 믿어볼게
늘 아름답지는 않대도 기다릴게
영원한 것보다도 더 아름답게
이번이 마지막처럼 전부 걸게"
405,Painkiller,Ruel(루엘)CONNECT 아티스트,"You're my painkiller
When my brain gets bitter
You keep me close
You keep me close
I got front row seats for the park side livin'
Feel like the one but I'm one in a billion
Teenage cynical and I don't really know
What's the point of living
If my heart gets broken?
Driving on the road
Waiting for head on collision
Springtime funeral
I miss you but I'd rather be alone
To keep me from
Heartbreaks headaches
The doctor says I'm diagnosed with
Shit days mistakes
But I'll be fine
But I'll be fine
'Cause you're my painkiller
When my brain gets bitter
You keep me close
When I've been miserable
And it takes forever
To let my brain get better
You keep me close
You keep me close
Window seats as the plane starts leavin'
Miss those streets
Where my knees were bleedin'
Homesick veteran
I left my bed again
Oh looking for
Heartbreaks headaches
The doctor says I'm diagnosed with
Shit days mistakes
But I'll be fine
But I'll be fine
'Cause you're my painkiller
When my brain gets bitter
You keep me close
When I've been miserable
And it takes forever
To let my brain get better
You keep me close
You keep me close
Please never leave me
'Cause I'm barely holdin' on
You give me a reason to keep on breathin'
'Cause you're my painkiller
When my brain gets bitter
You keep me close
When I've been miserable
And it takes forever
To let my brain get better
You keep me close
You keep me close
I know you hear me (Close)
Yeah (Close)
Close"
406,Nonsense,Sabrina Carpenter(사브리나 카펜터),"Oh-oh oh-oh oh-oh oh-oh
Oh-oh oh-oh oh-oh oh-oh
Oh-oh oh-oh oh-oh oh-oh
Oh oh oh
Yeah

Think I only want one number in my phone
I might change your contact to 
'Don't leave me alone'
You said you like my eyes 
and you like to make 'em roll
Treat me like a queen 
now you got me feelin' throned oh

But I can't help myself when you get close to me
Baby my tongue goes numb 
sounds like 'Blee-blah-blee'
I don't want no one else (No no) baby 
I'm in too deep
Here's a little song I wrote (A song I wrote)
It's about you and me (Me)

I'll be honest
Lookin' at you got me thinkin' nonsense
Cartwheels in my stomach when you walk in
And when you got your arms around me
Oh it feels so good
I had to jump the octave
I think I got an ex but I forgot him
And I can't find my chill I must've lost it
I don't even know I'm talkin' nonsense
I'm talkin' I'm talkin' (Ah-ah-ah) I'm talkin'

I'm talkin' all around the clock
I'm talkin' hope nobody knocks
I'm talkin' opposite of soft
I'm talkin' wild wild thoughts
You gotta keep up with me
I got some young energy
I cop that L-O-V-E
How do you do this to me?

But I can't help myself when you get close to me
Baby my tongue goes numb 
sounds like 'Blee-blah-blee'
I don't want no one else (No no) baby 
I'm in too deep (Too deep)
Here's a little song I wrote (A song I wrote)
It's about you and me

I'll be honest (Honest)
Lookin' at you got me 
thinkin' nonsense (Nonsense)
Cartwheels in my stomach 
when you walked in (When you walked in)
When you got your arms around me
Oh it feel so good
I had to hit the octave
I think I got an ex but I forgot him
And I can't find my chill I must've lost it
I don't even know (Oh-oh) I'm talkin' nonsense
I'm talkin' I'm talkin' I'm talkin'

I'm talkin' I'm talkin' na-na-na
I'm talkin' (Blah-blah blah blah-blah)
Ah-ah ah-ah ah (Ah-ah)
I don't even know it anymore
(Oh-oh oh-oh)

This song catchier than chickenpox is
I bet your house is where my other sock is
Woke up this morning thought 
I'd write a pop hit (Ha haha)
How quickly can you take your clothes off? 
Pop quiz
Hahaha
That one's not gonna make it
Ha haha haha
Most of these aren't gonna make it"
407,Alone (Feat. 이하이),쿠기 (Coogie),"우리 사인 더 이상 없어 다음은
숨이 차 턱 밑까지 like I'm divin'
홀로 남아도 okay it's okay
나 홀로 남아도 okay it's okay
삥 돌려 말하기는 싫어
이런 가사도 난 쓰기 싫어
더는 못해 너가 원하는 거
끝이 왔는데 왜 괴롭혀 수시로
넌 말해 내가 이제 못 미덥대
몇 번을 되물어 우린 어떡해 뭘 어떡해
Don't bother me 이제는 love ain't a thing
맞추는 것도 내겐 힘겹게
다 괜찮아져 you gon hold that
왜 붙잡아 손을 못 놓게
우리 사인 답이 없는데
자꾸만 문제를 찾으려고 헤매
Tired of love songs
아무 의미 없어
Tired of love songs
듣기 싫어 꺼줘
우리 사인 더 이상 없어 다음은
숨이 차 턱 밑까지 like I'm divin'
홀로 남아도 okay it's okay
나 홀로 남아도 okay it's okay
You keep on drvin' me crazy
You keep on drvin' me crazy
Why you make me say
Woo
you make me say
Woo
우리 사인 없어 이 다음에
왜 다그치려고 하는데
아무도 나를 못 판단해
괜찮아 I don't need nobody
하나도 안 남아 미련
나한테만 신경 쓰기도 버거워
쓸데없이 여지를 주기 싫어
더 뒤로 밀어 you know we're done
Why you trippin' on me
시간은 가 쉴 틈 없이
내 생각 고칠 리 없으니
나도 내가 못 미덥지
이대로 걍 내비둬
Tired of love songs
의미 없어
Tired of love songs
듣기 싫어 꺼줘
더는 싫어 너의 구속
나 들었어 이미 두 손
오해 no way ya
똑같아 평범한 대화야
좋은 것도 한번 볼 때만
이젠 시간 낭비 no waste ya
Wake up in your bed
Same old thing
Ari said Ok next
우리 사인 더 이상 없어 다음은
숨이 차 턱 밑까지 like I'm divin'
홀로 남아도 okay it's okay
나 홀로 남아도 okay it's okay
You keep on drvin' me crazy
You keep on drvin' me crazy
Why you make me say
Woo
you make me say
Woo"
408,November (feat. Stormzy),Mahalia(마할리아),"Don't wanna close my eyes for a minute
Cuz I miss you every time I go to sleep
And dreaming's not as good as life with you in it
So I lie awake and try not to blink
I can offer you my word
I love you even if you hurt me and you might
Yeah you might
I keep a picture of you in my purse
In case you leave me on this earth
Cuz you might
Yeah you might
I'll be right there til the flame turns to an ember
I'll be right there until you can't remember
How we met that winter night back in November
I'll be right there, I'll be right there forever
(Ooh)
I'm in love
I'll admit it
This feeling runs deep in my soul
And they said we wouldn't last
But we did it
You're my angel, your light guides me home
I just wanna see you shine
I'll love you ‘til the end of time
And I'll write it, yes I'll write it
In every verse and every line
To let the world know that you're mine
Girl don't fight it
Girl don't fight
I'll be right there til the flame turns to an ember
I'll be right there until you can't remember
How we met that winter night back in November
I'll be right there, I'll be right there
I pray things never change
And I hope you feel the same
Cuz I could never imagine seeing better days 
without you
I'll hold your heart to share the weight
I'll be there to take the pain away
Yeah I'll be right
I'll be right there til the flame turns to an ember
I'll be right there until you can't remember
How we met that winter night back in November
I'll be right there, I'll be right there forever
I'll be right there til the flame turns to an ember
I'll be right there until you can't remember babe
How we met that winter night back in November
I'll be right there, I'll be right there forever"
409,That's You,Lucky Daye,"Money diamonds house in different cities
I'm livin' my wildest dreams
Crooked smile I'm in with all the power
Can do what I want but I'm empty
Baddies got 'em model movie options
To makin' a movie scene
You know all the game
But what's it really mean?
Lord knows I try to give up
Tried what I thought could be love
Tried takin' chances
And chance brought me down to my knees
Girl I been so dumb
Don't wanna be a fool out of love all alone
Girl I been so wrong
Buyin' up the world
Just to make it feel like home
I been numb so numb
Spendin' every dime to get everything I want
There's only one thing missing in life
That's you
Cocoa butter Baccarat on covers
I smell it on my sheets
I heard you say that you might love another
It filled up my world with envy
And I can't stop reminiscing
When we relivin' the moment
When you were meant for me
But all this fame
And fortune can't afford me what I need
Lord knows I try to give up
But all I can see is what was
I tried takin' chances
But chance brought me down to my knees
I been so dumb
Don't wanna be a fool out of love all alone
Girl I been so wrong
Buyin' up the world
Just to make it feel like home
I been numb so numb
Spendin' every dime to get everything I want
There's only one thing missing in life
That's you
That's you
That's you
That's you
Girl I been so dumb
Don't wanna be a fool out of love all alone
I been so wrong
Buyin' up the world
Just to make it feel like home
I been numb so numb
Spendin' every dime to get everything I want
There's only one thing missing in life
That's you
That's you
You know it's true (That's you)
I can't help myself you know it's you oh
(That's you)
Girl it's you (That's you)
Girl it's you (That's you)
Girl it's you (That's you)
Ah ha
You know it you know it (That's you)
You know it you know it you know it
You know it
You know it's true (That's you)
It's always it's always been you (That's you)
Forever forever with you (That's you)
Ooh"
410,JEANS (feat. Miguel),Jessie Reyez,"You fit
Better than a pair of jeans, baby (Yeah)
Fill me up better than a feast, baby (Yeah)
Don't think I could ever let you leave, baby, no
You fit
Like your mama made you just for me, 
baby (Yeah)
Stroke makin' me forget to breathe, baby
That face lookin' like a seat, baby
Yeah, yeah

Only been about a mont 
but my body been on this is baby daddy, baby
'Cause I might let you do it, 
I might let you shoot it
'Cause she need some milk (Yeah)
She need somethin' real, real bad (Real what?)
Real bad (Real bad, yeah)
My ego get built up
'Cause I can get you bricked up
Like I'm buildin' a crib up with no effort
We can play house, no pressure
Call me mama, I'll call you papa (Yeah)
We can pop off
We can pause if you need it

I get conceited when you say that she the best, 
say it again
She the best (Say it again)
She the best (Say it again)
She the best
Take me to bed (Yeah)

'Cause you fit (Yeah)
Better than a pair of jeans, baby (Ooh-ooh)
Fill me up better than a feast, baby
Don't think I could ever let you leave, baby 
(Yeah, yeah, oh)
You fit
Like your mama made you just for me, baby 
(Mama made you just for me, baby)
Stroke makin' me forget to breathe, baby (Breathe)
That face lookin' like a seat, baby
Yeah, yeah

The atoms between us have melted away, 
and we're one tonight
When I see the of your eyes, 
I know I, I'm doin' it right (Yeah)
I love how you coach me 
when I'm close to the peak (Yeah)
And I feel you growin', my love, 
how you hold back for me (Yeah)

I get conceited when you say that I'm the best, 
say it again
You the best (Say it again)
You the best (Say it again)
You the best (Say it again)
Take me to bed

You fit (Baby)
Better than a pair of jeans, baby 
(Better than a pair of jeans, baby)
Fill me up better than a feast, baby 
(Better than a feast, baby)
Don't think I could ever let you leave, baby 
(Don't think I could ever let you leave, baby)
Yeah, yeah, yeah (Yeah, yeah, yeah)
And you fit (You fit, yeah, yeah)
Like your mama made you just for me, baby 
(Just for me, baby)
Stroke makin' me forget to breathe, baby 
(Ooh, ooh)
That face lookin' like a seat, baby

Just for me, baby
Yeah, yeah, yeah"
416,Lately,Jorja Smith(조자 스미스),"Lately
What I want to say it could hurt you now
I'm here
In the middle of the night I'm callin' now
Was safe with you
I'll be gone before you let me down yeah
And you know it's true oh
Lately
What I want to say it could hurt you now
I'm here
In the middle of the night I'm callin' now
Was safe with you
I'll be gone before you let me down yeah
And you know it's true oh
Oh Lord Lord knows we fight
But when things come forth we pay the price
Mm hmm
What is this for me?
What is this for you?
What is this life? It was ours
I'm so grateful to know
Hmm
I'm not searchin' or stoppin'
You're not waitin' for your faith in love to grow
No chasin' or wonderin'
Always had you as a friend
It feels hard to say now oh
I'm not sayin' that I'm perfect
But we had more than somethin'
Doesn't it always work out
Lately
What I want to say it could hurt you now
I'm here
In the middle of the night I'm callin' now
Was safe with you
I'll be gone before you let me down yeah
And you know it's true oh
Lately (Lately)
What I want to say it could hurt you now
I'm here (I'm here)
In the middle of the night
I'm callin' now (Oh oh)
Was safe with you (Oh oh)
I'll be gone before you let me down
Yeah (Let me down)
And you know it's true oh
Not all things last
But I got this pack
One night but I won't take you back
Won't lie I just knew you wouldn't get it
I lie 'cause I regret it
They say you won't regret something
That you never did"
